Pathway	GeneIndex	GPSeq
all	650	0.58380468094104
all	651	0.421502661030956
all	652	0.566003298361834
all	653	0.439773577178633
all	654	0.657322534478334
all	655	0.689962207350154
all	656	0.813304572765372
all	657	1
all	658	0.300369079329045
all	659	0.250890791433824
all	660	0.676597237803666
all	661	0.554882043274688
all	662	0.313362767748861
all	663	0.787538526006861
all	664	0.953658054187267
all	665	0.876632581291255
all	666	0.280018050150504
all	667	0.537161730215129
all	668	1
all	669	0.966345225674345
all	670	0.397139085763747
all	671	0.598005222201638
all	672	0.365662891478369
all	673	1
all	674	0.550150733347932
all	675	0.815443414406373
all	676	0.290210394409259
all	677	0.250235258101858
all	678	0.360988457122921
all	679	0.654336075701222
all	680	0.554898084215572
all	681	0.4831303264522
all	682	0.405043830969998
all	683	0.942899304684299
all	684	0.893964855505949
all	685	0.806842765228099
all	686	1
all	687	0.501815043345034
all	688	0.770416074524297
all	689	0.587992805352504
all	690	0.571939673742245
all	691	0.449367184863598
all	692	0.952527451288079
all	693	0.635179812018305
all	694	0.635179812018305
all	695	1
all	696	1
all	697	0.342254965327244
all	698	0.417249883323783
all	699	0.334392430312415
all	700	0.318984895753484
all	701	0.568810169495114
all	702	0.273636735605932
all	703	0.640639327996018
all	704	0.5173843959567
all	705	0.468374912172309
all	706	0.651133815183663
all	707	0.597127819020856
all	708	0.831890033581588
all	709	0.543256563623265
all	710	0.733772899853507
all	711	0.650388711870671
all	712	0.913721719964902
all	713	0.26838776898877
all	714	0.582267942992328
all	715	0.62313289539108
all	716	0.550893321524925
all	717	0.37450880307045
all	718	0.270458355252023
all	719	0.230626842596125
all	720	0.421244459021794
all	721	0.389020401669647
all	722	0.425668442673318
all	723	1
all	724	0.452950167113275
all	725	0.529044881951152
all	726	0.297982938392334
all	727	0.443569160392713
all	728	0.780584337873159
all	729	0.986536828406527
all	730	0.986536828406527
all	731	0.299181868552856
all	732	0.56062213776438
all	733	0.387769650733654
all	734	0.212704078692404
all	735	0.897148864097855
all	736	0.508389867625071
all	737	0.414335770063199
all	738	0.724934912192574
all	739	0.51039533619597
all	740	0.448930754765584
all	741	0.257115052176117
all	742	0.279753924039549
all	743	0.346933128892791
all	744	0.35680454102676
all	745	0.268348170322048
all	746	0.548802434424949
all	747	0.439811421072231
all	748	0.38080401474629
all	749	0.494624687411842
all	750	0.867827947046082
all	751	0.443345001070096
all	752	0.39478856489627
all	753	0.313848405347949
all	754	0.531411106755563
all	755	0.216064593122031
all	756	0.726448605128005
all	757	0.302255224995975
all	758	0.738478214530023
all	759	0.875876110628665
all	760	0.873944489400653
all	761	0.786138895375323
all	762	0.577589486633626
all	763	0.49571644354507
all	764	0.287825360290483
all	765	0.702831399409274
all	766	0.702831399409274
all	767	0.520205769918682
all	768	1
all	769	1
all	770	0.545674080705155
all	771	0.494843694088028
all	772	0.349232011117046
all	773	0.386263712714338
all	774	0.442363738387048
all	775	0.712780369378625
all	776	0.480176925678596
all	777	0.496298036789271
all	778	0.593580669392736
all	779	0.867605620588559
all	780	0.426949187343097
all	781	0.426949187343097
all	782	0.67538482335574
all	783	0.556714912607803
all	784	1
all	785	1
all	786	1
all	787	0.769529479274245
all	788	0.651702872965786
all	789	0.704611445115805
all	790	0.445559301917863
all	791	0.547283167831075
all	792	0.37555324211448
all	793	0.594006973580361
all	794	0.475708994684533
all	795	0.560319355159878
all	796	0.596478773638825
all	797	0.310244390291946
all	798	0.575153367298386
all	799	0.750123468163955
all	800	0.418950125114286
all	801	0.388403850217606
all	802	0.172294859362464
all	803	0.715349409512046
all	804	0.284091023557395
all	805	0.817391325571279
all	806	0.528044280664275
all	807	0.556853962205046
all	808	0.641743923001178
all	809	0.545514417089771
all	810	0.80666104667419
all	811	1
all	812	0.575104767061986
all	813	0.592261882560142
all	814	0.471203131874148
all	815	0.539306098576592
all	816	0.559141653132516
all	817	1
all	818	1
all	819	0.765602467161147
all	820	0.997356527374314
all	821	1
all	822	1
all	823	1
all	824	1
all	825	1
all	826	0.989520384514481
all	827	0.989520384514481
all	828	1
all	829	1
all	830	0.502241755431632
all	831	0.358738799686948
all	832	0.752766366862515
all	833	0.438702237486395
all	834	1
all	835	0.795626156201605
all	836	0.548340696251334
all	837	0.50751346510435
all	838	0.428978509642044
all	839	0.457056843605752
all	840	0.802263320449787
all	841	0.32563776697816
all	842	0.772374232700576
all	843	0.833845958953354
all	844	0.371392073037205
all	845	0.239672326666816
all	846	0.869142093094572
all	847	1
all	848	0.450503767090196
all	849	0.234080532454516
all	850	0.545674080705155
all	851	0.58839673252377
all	852	1
all	853	1
all	854	1
all	855	0.792601912293142
all	856	0.778397957357673
all	857	0.989406412018658
all	858	0.259425393923911
all	859	0.352593865280851
all	860	0.798855192695483
all	861	1
all	862	1
all	863	0.377351775657586
all	864	0.526026375751084
all	865	0.618193218254536
all	866	0.464647332432636
all	867	0.55746043906155
all	868	0.320900279836974
all	869	0.4526379488829
all	870	1
all	871	0.218863693586538
all	872	1
all	873	0.273642321513883
all	874	0.782132890441632
all	875	0.782132890441632
all	876	1
all	877	0.676054965617844
all	878	1
all	879	1
all	880	0.731087091045828
all	881	0.745656757156427
all	882	0.331927239223242
all	883	0.510164023103075
all	884	0.511166039641859
all	885	0.330452257166044
all	886	1
all	887	0.468257379746682
all	888	0.89500007477504
all	889	0.859038967691507
all	890	0.628079191693375
all	891	0.769334608716462
all	892	0.789211601369031
all	893	0.553983268236125
all	894	0.159657848165334
all	895	0.518580114800732
all	896	0.518580114800732
all	897	0.525467666772241
all	898	0.688682609253757
all	899	0.279887481167484
all	900	0.837969946444597
all	901	0.564428505786548
all	902	0.18280462425476
all	903	0.528700335190148
all	904	0.522216077822216
all	905	0.210540039708742
all	906	0.505760187981037
all	907	0.223442517086493
all	908	0.419548097256989
all	909	0.359606405217802
all	910	0.644442347548747
all	911	0.319930930137739
all	912	1
all	913	0.612357890159643
all	914	0.454389226144961
all	915	0.252608268512073
all	916	0.386793973465486
all	917	0.417269992369178
all	918	0.758952119334243
all	919	0.651028141031024
all	920	0.485348697389654
all	921	0.719576202522704
all	922	1
all	923	0.446559097537901
all	924	0.391984340964032
all	925	0.962878936302715
all	926	0.826029566380325
all	927	0.881028238020138
all	928	0.94369505821984
all	929	0.816119978362995
all	930	0.664434710363286
all	931	0.619942835146963
all	932	0.842999733759721
all	933	0.603190986105486
all	934	0.136276875375757
all	935	0.479409367851
all	936	0.777195726533602
all	937	0.580892427707059
all	938	0.42225192540532
all	939	0.495345600047629
all	940	0.346070996417696
all	941	0.431399187262795
all	942	0.623298532207056
all	943	0.441222109780521
all	944	0.361563928502597
all	945	0.276256188987547
all	946	0.744094882427786
all	947	0.212123179166861
all	948	0.613617655802234
all	949	0.424529810749601
all	950	0.581124734648919
all	951	0.400338147454357
all	952	0.689070772187935
all	953	0.293542241726942
all	954	0.240771163499378
all	955	0.834545625213453
all	956	0.435074715686397
all	957	0.70106127635641
all	958	0.508072774421192
all	959	0.541306701588407
all	960	0.309882026223165
all	961	0.425696678686534
all	962	0.527641498093528
all	963	0.601040764891268
all	964	0.510727119069797
all	965	0.341139509351463
all	966	0.769268307621242
all	967	1
all	968	0.470218209827371
all	969	0.897361086957011
all	970	0.829114054000261
all	971	0.604453202660689
all	972	0.531313864095676
all	973	0.780742048287169
all	974	1
all	975	0.489902234513284
all	976	0.251464334622585
all	977	0.802786705483113
all	978	1
all	979	0.838713500558195
all	980	1
all	981	0.339015280733187
all	982	0.390733133990235
all	983	0.171306873160736
all	984	0.848697583281341
all	985	0.851781675458437
all	986	0.848697583281341
all	987	0.86513654099539
all	988	0.817678765450247
all	989	0.445347058665345
all	990	0.915348071971277
all	991	0.589242686018619
all	992	0.915348071971277
all	993	0.916338839441671
all	994	0.969032588239241
all	995	0.90087746967547
all	996	0.833747022269808
all	997	1
all	998	0.390961738331647
all	999	0.699634745555975
all	1000	0.728866342944411
all	1001	0.943667754737741
all	1002	0.32659951428748
all	1003	0.61924122077472
all	1004	0.728866342944411
all	1005	0.699634745555975
all	1006	0.943667754737741
all	1007	0.671657363208411
all	1008	0.401794390562803
all	1009	0.637950494876353
all	1010	0.727267800162061
all	1011	0.408542426990217
all	1012	0.506934891515436
all	1013	0.337150650824878
all	1014	1
all	1015	0.42361242523036
all	1016	0.398046712909553
all	1017	1
all	1018	0.519197969418122
all	1019	1
all	1020	1
all	1021	0.416214866163496
all	1022	0.708181350463436
all	1023	0.385983211064322
all	1024	0.282552984448054
all	1025	0.407913210481293
all	1026	0.674547862617302
all	1027	0.465083079134874
all	1028	0.44861746074265
all	1029	0.526061369573197
all	1030	0.871425157910533
all	1031	0.684524253358059
all	1032	0.413554349192675
all	1033	0.930732633119306
all	1034	0.505817210554359
all	1035	0.488677408671462
all	1036	0.619370650387456
all	1037	0.561044720480464
all	1038	0.971087899204476
all	1039	0.656324757577047
all	1040	1
all	1041	0.805178697081839
all	1042	0.568416670944352
all	1043	0.490149087670745
all	1044	0.490281772073916
all	1045	0.521490069807615
all	1046	0.649258056824355
all	1047	0.490281772073916
all	1048	1
all	1049	0.396175886979595
all	1050	0.365211800332901
all	1051	0.971087899204476
all	1052	1
all	1053	0.36334562964216
all	1054	0.565680829480323
all	1055	0.389754292512945
all	1056	0.4077587771775
all	1057	0.641501588696896
all	1058	0.282898389454071
all	1059	0.32520609428401
all	1060	0.279596325569977
all	1061	0.498783014272466
all	1062	1
all	1063	0.571939673742245
all	1064	0.973934178461647
all	1065	1
all	1066	1
all	1067	1
all	1068	1
all	1069	0.886624446101872
all	1070	0.736360835529517
all	1071	0.798778194584357
all	1072	0.616779707810683
all	1073	0.998193917150874
all	1074	0.597308800982611
all	1075	0.669989848471257
all	1076	0.807985762177999
all	1077	0.60308536644984
all	1078	0.687222146326218
all	1079	0.587267932854075
all	1080	0.73638142742884
all	1081	1
all	1082	0.49852427076893
all	1083	0.547831818070175
all	1084	0.733466759716523
all	1085	0.721880852841312
all	1086	0.778164261286719
all	1087	0.341214974619216
all	1088	0.634808990783221
all	1089	0.623443223395298
all	1090	0.638644425951182
all	1091	0.804695343289297
all	1092	0.47429916979434
all	1093	0.97863959518181
all	1094	0.732607514590505
all	1095	0.400886082842854
all	1096	0.23180363905038
all	1097	0.952527451288079
all	1098	0.554042428393225
all	1099	0.388027705274118
all	1100	0.67686703622457
all	1101	0.49484417974968
all	1102	0.232887851667239
all	1103	0.330942910761932
all	1104	0.191259645359302
all	1105	0.408514157050167
all	1106	0.212982293655634
all	1107	0.689571817570787
all	1108	0.229695661510925
all	1109	0.853709227648194
all	1110	0.33299818762941
all	1111	0.758867906854231
all	1112	0.986107275307502
all	1113	1
all	1114	0.106291970283914
all	1115	0.960361856070383
all	1116	1
all	1117	0.587746981804946
all	1118	0.393564292431343
all	1119	0.986107275307502
all	1120	0.950894295340109
all	1121	1
all	1122	0.468941340371058
all	1123	0.53640818802863
all	1124	0.367755689096584
all	1125	0.167749979895183
all	1126	0.553010357138046
all	1127	0.925703419279625
all	1128	0.910033934822097
all	1129	0.560671598225522
all	1130	0.780636171320971
all	1131	0.723753630891204
all	1132	0.179902226774735
all	1133	1
all	1134	0.535408991781926
all	1135	0.706474685801154
all	1136	0.796084536113438
all	1137	0.548263061986259
all	1138	0.487509611297175
all	1139	0.852648417386302
all	1140	0.566387557787614
all	1141	1
all	1142	0.397083522750195
all	1143	0.415768796856877
all	1144	0.350186469799291
all	1145	0.459900034504788
all	1146	0.501996586048302
all	1147	0.683624815200059
all	1148	0.683624815200059
all	1149	0.848243872232656
all	1150	0.123453006473727
all	1151	0.18276724571677
all	1152	0.574587070937258
all	1153	0.712475770868907
all	1154	0.728494214759747
all	1155	0.142171217713705
all	1156	1
all	1157	0.410421508284858
all	1158	0.479077998584655
all	1159	1
all	1160	0.631849656226414
all	1161	0.613212665033877
all	1162	0.853764443460214
all	1163	0.409609475973745
all	1164	0.82399508634048
all	1165	0.560767985778579
all	1166	0.859476436730834
all	1167	1
all	1168	0.987116973698761
all	1169	0.905408170878124
all	1170	0.887824910895539
all	1171	0.805170408266017
all	1172	0.220977914147166
all	1173	0.336472184806308
all	1174	1
all	1175	0.750166522549391
all	1176	0.386432192030009
all	1177	0.620291284703122
all	1178	0.753321775655186
all	1179	0.882456064699576
all	1180	0.620291284703122
all	1181	0.90059101611525
all	1182	0.761055306592734
all	1183	1
all	1184	0.388795030750818
all	1185	0.526021533963992
all	1186	0.274782476731851
all	1187	0.351074461317914
all	1188	0.436353630757807
all	1189	0.299275274846862
all	1190	0.467279182361496
all	1191	0.55158974478836
all	1192	0.333653543870565
all	1193	1
all	1194	0.432736707454652
all	1195	0.258254568823524
all	1196	1
all	1197	0.643235738830165
all	1198	0.569260342781582
all	1199	1
all	1200	1
all	1201	0.58620991621927
all	1202	0.799162931107018
all	1203	0.997356527374314
all	1204	0.380977188686314
all	1205	0.511662030835805
all	1206	0.716146314282528
all	1207	0.407488091383666
all	1208	1
all	1209	1
all	1210	0.736251082968189
all	1211	0.904153981749631
all	1212	0.49664468234189
all	1213	0.625888960666581
