cond	sd
1 h	0.113878319897087
1 h	0.121930562130793
1 h	0.15383141747469
1 h	0.0949648703330894
1 h	0.182753782655071
1 h	0.0782921640563273
1 h	0.154363690599226
1 h	0.193123401784123
1 h	0.179043509945138
1 h	0.088169817014087
1 h	0.129989960895311
1 h	0.0769016429325789
1 h	0.094886306608792
1 h	0.134545108748112
1 h	0.155952734054269
1 h	0.156543895379409
1 h	0.111241108697646
1 h	0.178595719371882
1 h	0.142694888420881
1 h	0.119788616136721
1 h	0.0751526029467614
1 h	0.17734087699124
1 h	0.077350067587133
1 h	0.115058701581615
1 h	0.135049700204971
1 h	0.102576552044543
1 h	0.0796537706389754
1 h	0.14322969025113
1 h	0.136105108278849
1 h	0.0482067687616998
1 h	0.182094794272727
1 h	0.155339625095001
1 h	0.150016220121214
1 h	0.106849534565892
1 h	0.196125699380613
1 h	0.167708522318785
1 h	0.190979286363573
1 h	0.163175220342617
1 h	0.157360042364759
1 h	0.0796140514537886
1 h	0.122866843608578
1 h	0.0866775677818626
1 h	0.0793951367309304
1 h	0.197512823734178
1 h	0.0759692166006048
1 h	0.0747351167315258
1 h	0.186719304181352
1 h	0.161388229649287
1 h	0.219464554431682
1 h	0.171426520271021
1 h	0.0834227076848825
1 h	0.175390230647741
1 h	0.144525717159361
1 h	0.128462536109999
1 h	0.173590154096847
1 h	0.204064085068717
1 h	0.125763557680231
1 h	0.117680140441695
1 h	0.15847166735106
1 h	0.0892545270492851
1 h	0.123745070105438
1 h	0.144289890791015
1 h	0.129025958309113
1 h	0.0831562231989777
1 h	0.116680877906445
1 h	0.171331978455651
1 h	0.186977936982316
1 h	0.0930918705709053
1 h	0.185034864698728
1 h	0.124571125539108
1 h	0.136898519890509
1 h	0.116263765196911
1 h	0.154030370969266
1 h	0.146427387769887
1 h	0.185223336336815
1 h	0.139711584352392
1 h	0.106992110731555
1 h	0.0626342213827063
1 h	0.0816468671141884
1 h	0.094289122912302
1 h	0.168353191606605
1 h	0.14123967772753
1 h	0.210354901667854
1 h	0.175302171199606
1 h	0.161090029499555
1 h	0.148628602843086
1 h	0.15543183275404
1 h	0.158017297639505
1 h	0.16265623631122
1 h	0.206736319450483
1 h	0.13540931002623
1 h	0.0721050166724583
1 h	0.137035544472798
1 h	0.142189886248715
1 h	0.166899104515924
1 h	0.137020396012417
1 h	0.145077590936833
1 h	0.140515367441303
1 h	0.158377622838629
1 h	0.0686756364483853
1 h	0.166541172772533
1 h	0.11541888526321
1 h	0.10329036562711
1 h	0.111794263220741
1 h	0.161427763793934
1 h	0.139129142980075
1 h	0.0710972926985612
1 h	0.115249163841806
1 h	0.076801404110709
1 h	0.132083599243346
1 h	0.1745061095667
1 h	0.100121210273694
1 h	0.0886130633759735
1 h	0.143637753035953
1 h	0.157923430146111
1 h	0.176766910925817
1 h	0.148792151865174
1 h	0.104031141543036
1 h	0.166342323338686
1 h	0.127366453826963
1 h	0.0780591333569216
1 h	0.094841568566377
1 h	0.178115820873594
1 h	0.143628894446892
1 h	0.175470489433753
1 h	0.160641471952124
1 h	0.172363291830022
1 h	0.0879561351357288
1 h	0.0697267095300388
1 h	0.121418902590412
1 h	0.057613011914001
1 h	0.0787503637639121
1 h	0.124797212122485
1 h	0.159481137070192
1 h	0.0904669503797946
1 h	0.147891112484737
1 h	0.142936971601054
1 h	0.164602079423464
1 h	0.0961798777708635
1 h	0.0773808419047046
1 h	0.109428914764482
1 h	0.12173534686232
1 h	0.174426725156842
1 h	0.205333678679339
1 h	0.213177605200214
1 h	0.12701381211175
1 h	0.0638231623611239
1 h	0.090206834277857
1 h	0.136830293430058
1 h	0.103886349018815
1 h	0.208648032223071
1 h	0.0503181503581816
