cond	exp	dln
2 h	Exp.1	0.6369566993312
2 h	Exp.1	0.603993683399636
2 h	Exp.1	0.560299597995617
2 h	Exp.1	0.703230709884464
2 h	Exp.1	0.594683818258787
2 h	Exp.1	0.75985811227337
2 h	Exp.1	0.595432064172844
2 h	Exp.1	0.666249909795603
2 h	Exp.1	0.561972700287783
2 h	Exp.1	0.692719286276754
2 h	Exp.1	0.757272593191696
2 h	Exp.1	0.590854100228934
2 h	Exp.1	0.683375740515938
2 h	Exp.1	0.651181725074072
2 h	Exp.1	0.725700461572109
2 h	Exp.1	0.770142585506078
2 h	Exp.1	0.696718551751647
2 h	Exp.1	0.619520423376634
2 h	Exp.1	0.586076511213492
2 h	Exp.1	0.611597183807635
2 h	Exp.1	0.587682504483989
2 h	Exp.1	0.637328360749186
2 h	Exp.1	0.548737909179174
2 h	Exp.1	0.562550579554994
2 h	Exp.1	0.62548731695542
2 h	Exp.1	0.595909826651412
2 h	Exp.1	0.623453383506018
2 h	Exp.1	0.549040194229779
2 h	Exp.1	0.517599634701097
2 h	Exp.1	0.583696566492004
2 h	Exp.1	0.590778904837404
2 h	Exp.1	0.534199969546931
2 h	Exp.1	0.583578610834475
2 h	Exp.1	0.640173125009832
2 h	Exp.1	0.859745977228063
2 h	Exp.1	0.676639017354352
2 h	Exp.1	0.601821614365774
2 h	Exp.1	0.560943418632518
2 h	Exp.1	0.681764143114897
2 h	Exp.1	0.637314396695624
2 h	Exp.1	0.642077267509605
2 h	Exp.1	0.648470710158556
2 h	Exp.1	0.64993896484375
2 h	Exp.1	0.610470520458558
2 h	Exp.1	0.541336436033277
2 h	Exp.1	0.656076951524253
2 h	Exp.1	0.626331767139538
2 h	Exp.1	0.604897923346927
2 h	Exp.1	0.61420289434284
2 h	Exp.1	0.648011690134477
2 h	Exp.1	0.611959419090996
2 h	Exp.1	0.576454458007866
2 h	Exp.1	0.608473901270893
2 h	Exp.1	0.696935685802671
2 h	Exp.1	0.623425706578337
2 h	Exp.1	0.800352308923383
2 h	Exp.1	0.71741566984938
2 h	Exp.1	0.63119290662932
2 h	Exp.1	0.599053191565491
2 h	Exp.1	0.612074417452794
2 h	Exp.1	0.641979539566768
2 h	Exp.1	0.537747415765037
2 h	Exp.1	0.573741491869448
2 h	Exp.1	0.537269996203997
2 h	Exp.1	0.567366447105354
2 h	Exp.1	0.674443520242084
2 h	Exp.1	0.55665617819737
2 h	Exp.1	0.696482042365209
2 h	Exp.1	0.619779674614032
2 h	Exp.1	0.589925509358502
2 h	Exp.1	0.600623154896808
2 h	Exp.1	0.624284752562867
2 h	Exp.1	0.601675800669176
2 h	Exp.1	0.554267015133503
2 h	Exp.1	0.647197278188945
2 h	Exp.1	0.652276157207331
2 h	Exp.1	0.642931475278094
2 h	Exp.1	0.708071115120724
2 h	Exp.1	0.720637777552908
2 h	Exp.1	0.599832029508394
2 h	Exp.1	0.607116316137366
2 h	Exp.1	0.561495624918483
2 h	Exp.1	0.704227296416355
2 h	Exp.1	0.572379868996883
2 h	Exp.1	0.6
2 h	Exp.1	0.531133597463509
2 h	Exp.1	0.583646665476185
2 h	Exp.1	0.626250717102433
2 h	Exp.1	0.573878734665908
2 h	Exp.1	0.587324883007903
2 h	Exp.1	0.636592732673402
2 h	Exp.1	0.551385080662996
2 h	Exp.1	0.626190903737424
2 h	Exp.1	0.586189608538473
2 h	Exp.1	0.615581396802984
2 h	Exp.1	0.704087045601482
2 h	Exp.1	0.614646293053825
2 h	Exp.1	0.562996404614457
2 h	Exp.1	0.553758156864932
2 h	Exp.1	0.579122369101517
2 h	Exp.1	0.6032713076822
2 h	Exp.1	0.6096455420629
2 h	Exp.1	0.586369674239223
2 h	Exp.1	0.64777886767455
2 h	Exp.1	0.616563591977506
2 h	Exp.1	0.648279467266645
2 h	Exp.1	0.732403531621108
2 h	Exp.1	0.631579155622212
2 h	Exp.1	0.62463395494651
2 h	Exp.1	0.644292329577157
2 h	Exp.1	0.642464806450712
2 h	Exp.1	0.715191538420476
2 h	Exp.1	0.596239638905892
2 h	Exp.1	0.598384805897429
2 h	Exp.1	0.580882989964738
2 h	Exp.1	0.615806725317844
2 h	Exp.1	0.589344202647882
2 h	Exp.1	0.579668856796523
2 h	Exp.1	0.577172013949731
2 h	Exp.1	0.618301107699477
2 h	Exp.1	0.675020191421506
2 h	Exp.1	0.614556367662857
2 h	Exp.1	0.612091551967139
2 h	Exp.1	0.610661295564128
2 h	Exp.1	0.658809071773568
2 h	Exp.1	0.575527476129051
2 h	Exp.1	0.570596972589682
2 h	Exp.1	0.522703129860579
2 h	Exp.1	0.66
2 h	Exp.1	0.64837762568448
2 h	Exp.1	0.598264613932824
2 h	Exp.1	0.577669380454752
2 h	Exp.1	0.576058001388021
2 h	Exp.1	0.592614771367192
2 h	Exp.1	0.652696337425129
2 h	Exp.1	0.609729752503654
2 h	Exp.1	0.744925928050527
2 h	Exp.1	0.548744101420845
2 h	Exp.1	0.598628431179193
2 h	Exp.1	0.541793314904789
2 h	Exp.1	0.644519018800489
2 h	Exp.1	0.594724546076253
2 h	Exp.1	0.551350321681855
2 h	Exp.1	0.521752527071736
2 h	Exp.1	0.611154189358958
2 h	Exp.1	0.595641086856602
2 h	Exp.1	0.633826372577864
2 h	Exp.1	0.571692043869343
2 h	Exp.1	0.701687989714719
2 h	Exp.1	0.569102627275065
2 h	Exp.1	0.51919128545531
2 h	Exp.1	0.629622960137419
2 h	Exp.1	0.613823678020302
2 h	Exp.1	0.965745044902437
2 h	Exp.1	0.53451468847149
2 h	Exp.1	0.609302113824681
2 h	Exp.1	0.56594125665377
2 h	Exp.1	0.602514237381038
2 h	Exp.1	0.592982185044396
2 h	Exp.1	0.625947412444892
2 h	Exp.1	0.613856040599011
2 h	Exp.1	0.689523135487752
2 h	Exp.1	0.638118715279333
2 h	Exp.1	0.608003708499675
2 h	Exp.1	0.609548914796691
2 h	Exp.1	0.567783048060715
2 h	Exp.1	0.593058603139486
2 h	Exp.1	0.861166296302309
2 h	Exp.1	0.611509479136694
2 h	Exp.1	0.7108970641912
2 h	Exp.1	0.577669667764155
2 h	Exp.1	0.564933697060848
2 h	Exp.1	0.613034399361882
2 h	Exp.1	0.535514541448153
2 h	Exp.1	0.606185947642502
2 h	Exp.1	0.679900436349359
2 h	Exp.1	0.629690857352783
2 h	Exp.1	0.683420239159427
2 h	Exp.1	0.573307030028495
2 h	Exp.1	0.579256459772962
2 h	Exp.1	0.605165706249024
2 h	Exp.1	0.64259673171877
2 h	Exp.1	0.581622499850706
2 h	Exp.1	0.579926707112304
2 h	Exp.1	0.63075779973707
2 h	Exp.1	0.595960259886958
