cond	exp	dln
2 h	Exp.1	0.577586516777027
2 h	Exp.1	0.605907784576455
2 h	Exp.1	0.522822842715772
2 h	Exp.1	0.502132002263274
2 h	Exp.1	0.473701203119848
2 h	Exp.1	0.504916182634615
2 h	Exp.1	0.517903936248931
2 h	Exp.1	0.482873941820998
2 h	Exp.1	0.492796035667004
2 h	Exp.1	0.478694393132633
2 h	Exp.1	0.518088680885642
2 h	Exp.1	0.537463231966874
2 h	Exp.1	0.59163618082811
2 h	Exp.1	0.400359916458335
2 h	Exp.1	0.511208746040238
2 h	Exp.1	0.512239063537779
2 h	Exp.1	0.469836375058093
2 h	Exp.1	0.425270035127029
2 h	Exp.1	0.41064892346752
2 h	Exp.1	0.424173560287497
2 h	Exp.1	0.469597155898755
2 h	Exp.1	0.41059248895743
2 h	Exp.1	0.47477540578935
2 h	Exp.1	0.468560419460412
2 h	Exp.1	0.49035822961198
2 h	Exp.1	0.400366664741241
2 h	Exp.1	0.46384100987559
2 h	Exp.1	0.455899450862476
2 h	Exp.1	0.440840185650242
2 h	Exp.1	0.904894096065335
2 h	Exp.1	0.387841516874375
2 h	Exp.1	0.423316225238589
2 h	Exp.1	0.427507581285548
2 h	Exp.1	0.547691927563474
2 h	Exp.1	0.472104631202344
2 h	Exp.1	0.43568704644981
2 h	Exp.1	0.430945074901193
2 h	Exp.1	0.444184559936637
2 h	Exp.1	0.438702049054059
2 h	Exp.1	0.473204185268698
2 h	Exp.1	0.441741305053803
2 h	Exp.1	0.259270819934194
2 h	Exp.1	0.476854070204534
2 h	Exp.1	0.602696166349613
2 h	Exp.1	0.46700108045185
2 h	Exp.1	0.3985322191055
2 h	Exp.1	0.282713346573694
2 h	Exp.1	0.482271950882742
2 h	Exp.1	0.489715157160206
2 h	Exp.1	0.414113048655534
2 h	Exp.1	0.392608130791342
2 h	Exp.1	0.444857966544968
2 h	Exp.1	0.456227876612301
2 h	Exp.1	0.401160653236851
2 h	Exp.1	0.408207033670769
2 h	Exp.1	0.484327758645938
2 h	Exp.1	0.506713858648859
2 h	Exp.1	0.517956775305536
2 h	Exp.1	0.469466168833684
2 h	Exp.1	0.488836026282889
2 h	Exp.1	0.435135557764008
2 h	Exp.1	0.476771144823036
2 h	Exp.1	0.488900457522214
2 h	Exp.1	0.535966163569225
2 h	Exp.1	0.404487205861906
2 h	Exp.1	0.46079687591579
2 h	Exp.1	0.48686978983169
2 h	Exp.1	0.470173875675563
2 h	Exp.1	0.43413834506058
2 h	Exp.1	0.480187709191075
2 h	Exp.1	0.484670770760468
2 h	Exp.1	0.500698710676832
2 h	Exp.1	0.504093046792797
2 h	Exp.1	0.523420476188344
2 h	Exp.1	0.468600278284926
2 h	Exp.1	0.489208402067816
2 h	Exp.1	0.573011548461323
2 h	Exp.1	0.67006103515625
2 h	Exp.1	0.45
2 h	Exp.1	0.418312472742426
2 h	Exp.1	0.481042255279089
2 h	Exp.1	0.518892725017044
2 h	Exp.1	0.384448095801856
2 h	Exp.1	0.478331990200629
2 h	Exp.1	0.467608604415963
2 h	Exp.1	0.468411487711835
2 h	Exp.1	0.433726526381357
2 h	Exp.1	0.490615821636616
2 h	Exp.1	0.509687237883773
2 h	Exp.1	0.499057308046042
2 h	Exp.1	0.441588771821784
2 h	Exp.1	0.484066824875058
2 h	Exp.1	0.485390416408974
2 h	Exp.1	0.429102327912275
2 h	Exp.1	0.408898497380494
2 h	Exp.1	0.442758747229704
2 h	Exp.1	0.556328728224622
2 h	Exp.1	0.457506308768135
2 h	Exp.1	0.34392246679696
2 h	Exp.1	0.562935958268583
2 h	Exp.1	0.674435246270859
2 h	Exp.1	0.451837812935704
2 h	Exp.1	0.467667864076675
2 h	Exp.1	0.480215780680717
2 h	Exp.1	0.516966246746959
2 h	Exp.1	0.439545002454254
2 h	Exp.1	0.482849939719497
2 h	Exp.1	0.412088794776375
2 h	Exp.1	0.504750171318979
2 h	Exp.1	0.410973414409458
2 h	Exp.1	0.472384141876397
2 h	Exp.1	0.489720217400621
2 h	Exp.1	0.512581845322105
2 h	Exp.1	0.460166201334553
2 h	Exp.1	0.481444057592817
2 h	Exp.1	0.522032913643293
2 h	Exp.1	0.44863471814659
2 h	Exp.1	0.431439210487193
2 h	Exp.1	0.45572129048978
2 h	Exp.1	0.419063973755414
2 h	Exp.1	0.46457817965719
2 h	Exp.1	0.48752663273179
2 h	Exp.1	0.401084040967005
2 h	Exp.1	0.39735077361703
2 h	Exp.1	0.447721983321396
2 h	Exp.1	0.482032310253772
2 h	Exp.1	0.469630572155664
2 h	Exp.1	0.427833627718028
2 h	Exp.1	0.430483084136963
2 h	Exp.1	0.453225542003097
2 h	Exp.1	0.463287540278615
2 h	Exp.1	0.413696056519466
2 h	Exp.1	0.466120591854916
2 h	Exp.1	0.46679624183258
2 h	Exp.1	0.50993896484375
2 h	Exp.1	0.868172866638065
2 h	Exp.1	0.466097010047988
2 h	Exp.1	0.446710619013596
2 h	Exp.1	0.526096650889526
2 h	Exp.1	0.681038224470042
2 h	Exp.1	0.435344355916714
2 h	Exp.1	0.751293551222642
2 h	Exp.1	0.500875135900971
2 h	Exp.1	0.475261758955732
2 h	Exp.1	0.498139872615063
2 h	Exp.1	0.40952743501149
2 h	Exp.1	0.444682168665332
2 h	Exp.1	0.497643464598056
2 h	Exp.1	0.411624985659327
2 h	Exp.1	0.444975021544982
2 h	Exp.1	0.415593351363073
2 h	Exp.1	0.397894407847115
2 h	Exp.1	0.406925697511117
2 h	Exp.1	0.431483147322974
2 h	Exp.1	0.474734268673732
2 h	Exp.1	0.453794879876886
2 h	Exp.1	0.563114012308325
2 h	Exp.1	0.522193571313746
2 h	Exp.1	0.47184875171187
2 h	Exp.1	0.487494816756314
2 h	Exp.1	0.382232421298001
2 h	Exp.1	0.453548317857755
2 h	Exp.1	0.386507918684206
2 h	Exp.1	0.473936386128091
2 h	Exp.1	0.441046720711787
2 h	Exp.1	0.440545325548542
2 h	Exp.1	0.582288810940519
2 h	Exp.1	0.449122920505777
2 h	Exp.1	0.604878301180422
2 h	Exp.1	0.483228319868429
2 h	Exp.1	0.465891966987007
2 h	Exp.1	0.452268976431855
2 h	Exp.1	0.452741321801113
2 h	Exp.1	0.472505214629417
2 h	Exp.1	0.372283762044787
2 h	Exp.1	0.495959858181558
2 h	Exp.1	0.525506255766787
2 h	Exp.1	0.481838139061747
2 h	Exp.1	0.530277180049654
2 h	Exp.1	0.522291857519132
2 h	Exp.1	0.495348944521784
2 h	Exp.1	0.586203887591707
2 h	Exp.1	0.473472704897093
2 h	Exp.1	0.504420180016585
2 h	Exp.1	0.490994160530988
2 h	Exp.1	0.422807098969741
2 h	Exp.1	0.39859385727164
2 h	Exp.1	0.46578428509247
2 h	Exp.1	0.431169324886537
2 h	Exp.1	0.485150868038291
2 h	Exp.1	0.467985026673723
2 h	Exp.1	0.5176333164472
2 h	Exp.1	0.409333906225013
2 h	Exp.1	0.4072703947763
2 h	Exp.1	0.368530025209282
2 h	Exp.1	0.42397542028901
