Chr	Polarity
1	0.828396322778345
1	0.903983656792646
1	0.847803881511747
1	0.865168539325843
1	0.884576098059244
1	0.774259448416752
1	0.879468845760981
1	0.834525025536262
1	0.891726251276813
1	0.86414708886619
1	0.797752808988764
1	0.756894790602656
1	0.774259448416752
1	0.842696629213483
1	0.764044943820225
1	0.867211440245148
1	0.844739530132789
1	0.748723186925434
1	0.848825331971399
1	0.822267620020429
1	0.769152196118488
1	0.787538304392237
1	0.869254341164454
1	0.847803881511747
1	0.710929519918284
1	0.774259448416752
1	0.789581205311542
1	0.833503575076609
1	0.787538304392237
1	0.872318692543412
1	0.727272727272727
1	0.75076608784474
1	0.898876404494382
1	0.896833503575077
1	0.850868232890705
1	0.865168539325843
1	0.80388151174668
1	0.736465781409602
1	0.773237997957099
1	0.790602655771195
1	0.731358529111338
1	0.734422880490296
1	0.851889683350358
1	0.78855975485189
1	0.725229826353422
1	0.807967313585291
1	0.715015321756895
1	0.865168539325843
1	0.835546475995914
1	0.877425944841675
1	0.736465781409602
1	0.854954034729316
1	0.888661899897855
1	0.748723186925434
1	0.82635342185904
1	0.801838610827375
1	0.715015321756895
1	0.725229826353422
1	0.858018386108274
1	0.727272727272727
1	0.771195097037794
1	0.791624106230848
1	0.793667007150153
1	0.90194075587334
1	0.861082737487232
1	0.80388151174668
1	0.87538304392237
1	0.866189989785495
1	0.723186925434116
1	0.804902962206333
1	0.709908069458631
1	0.725229826353422
1	0.770173646578141
1	0.855975485188968
1	0.879468845760981
1	0.843718079673136
1	0.832482124616956
1	0.849846782431052
1	0.880490296220633
1	0.75485188968335
1	0.781409601634321
1	0.797752808988764
1	0.830439223697651
1	0.840653728294178
1	0.767109295199183
1	0.824310520939734
1	0.698672114402451
1	0.858018386108274
1	0.892747701736466
1	0.910112359550562
1	0.749744637385087
1	0.707865168539326
1	0.709908069458631
1	0.77732379979571
1	0.706843718079673
1	0.872318692543412
1	0.784473953013279
1	0.84167517875383
1	0.850868232890705
1	0.877425944841675
1	0.868232890704801
1	0.814096016343207
1	0.798774259448417
1	0.740551583248212
1	0.688457609805924
1	0.835546475995914
1	0.855975485188968
1	0.827374872318693
1	0.812053115423902
1	0.843718079673136
1	0.786516853932584
1	0.850868232890705
1	0.730337078651685
1	0.753830439223698
1	0.895812053115424
1	0.861082737487232
1	0.861082737487232
1	0.831460674157303
1	0.871297242083759
1	0.806945863125638
1	0.780388151174668
1	0.78855975485189
1	0.77732379979571
1	0.782431052093973
1	0.824310520939734
1	0.711950970377937
1	0.703779366700715
1	0.85291113381001
1	0.844739530132789
1	0.867211440245148
1	0.800817160367722
1	0.816138917262513
1	0.798774259448417
1	0.725229826353422
1	0.785495403472932
1	0.823289070480082
1	0.77732379979571
1	0.776302349336057
1	0.765066394279877
1	0.829417773237998
1	0.756894790602656
1	0.869254341164454
1	0.778345250255363
1	0.828396322778345
1	0.744637385086823
1	0.846782431052094
1	0.800817160367722
1	0.820224719101124
1	0.819203268641471
1	0.839632277834525
1	0.870275791624106
1	0.819203268641471
1	0.842696629213483
1	0.832482124616956
1	0.734422880490296
1	0.776302349336057
1	0.872318692543412
1	0.718079673135853
1	0.81511746680286
1	0.820224719101124
1	0.723186925434116
1	0.76608784473953
1	0.790602655771195
1	0.752808988764045
1	0.889683350357508
1	0.755873340143003
1	0.801838610827375
1	0.905005107252298
1	0.828396322778345
1	0.892747701736466
1	0.813074565883555
1	0.861082737487232
1	0.713993871297242
1	0.831460674157303
1	0.911133810010215
1	0.797752808988764
1	0.691521961184883
1	0.75076608784474
1	0.832482124616956
1	0.751787538304392
1	0.725229826353422
1	0.822267620020429
1	0.725229826353422
1	0.833503575076609
1	0.889683350357508
1	0.851889683350358
1	0.868232890704801
1	0.725229826353422
1	0.749744637385087
1	0.752808988764045
1	0.825331971399387
1	0.724208375893769
1	0.716036772216547
1	0.869254341164454
1	0.88661899897855
1	0.799795709908069
1	0.835546475995914
1	0.866189989785495
1	0.83758937691522
1	0.745658835546476
1	0.796731358529111
1	0.834525025536262
1	0.82635342185904
1	0.882533197139939
1	0.789581205311542
1	0.775280898876405
1	0.835546475995914
1	0.830439223697651
1	0.862104187946885
1	0.745658835546476
1	0.736465781409602
1	0.743615934627171
1	0.800817160367722
1	0.763023493360572
1	0.831460674157303
1	0.867211440245148
1	0.888661899897855
1	0.774259448416752
1	0.869254341164454
1	0.891726251276813
1	0.834525025536262
1	0.776302349336057
1	0.751787538304392
1	0.758937691521961
1	0.868232890704801
1	0.84167517875383
1	0.72829417773238
1	0.819203268641471
1	0.876404494382023
1	0.83758937691522
1	0.848825331971399
1	0.833503575076609
1	0.725229826353422
1	0.804902962206333
1	0.792645556690501
1	0.858018386108274
1	0.791624106230848
1	0.85291113381001
1	0.740551583248212
1	0.84167517875383
1	0.877425944841675
1	0.780388151174668
1	0.894790602655771
1	0.75076608784474
1	0.858018386108274
1	0.80388151174668
1	0.747701736465781
1	0.865168539325843
1	0.804902962206333
1	0.83758937691522
1	0.725229826353422
1	0.721144024514811
1	0.842696629213483
1	0.772216547497446
1	0.749744637385087
1	0.824310520939734
1	0.736465781409602
1	0.791624106230848
1	0.894790602655771
1	0.868232890704801
1	0.842696629213483
1	0.73953013278856
1	0.832482124616956
1	0.821246169560776
1	0.843718079673136
1	0.757916241062308
1	0.812053115423902
1	0.831460674157303
1	0.70173646578141
1	0.789581205311542
1	0.805924412665986
1	0.846782431052094
1	0.840653728294178
1	0.755873340143003
1	0.82635342185904
1	0.888661899897855
1	0.825331971399387
1	0.884576098059244
1	0.933605720122574
1	0.846782431052094
1	0.78855975485189
1	0.781409601634321
1	0.781409601634321
1	0.812053115423902
1	0.726251276813075
1	0.832482124616956
1	0.835546475995914
1	0.723186925434116
1	0.831460674157303
1	0.727272727272727
1	0.854954034729316
1	0.763023493360572
1	0.86414708886619
1	0.740551583248212
1	0.802860061287028
1	0.889683350357508
1	0.725229826353422
1	0.759959141981614
1	0.887640449438202
1	0.805924412665986
1	0.872318692543412
1	0.75076608784474
1	0.835546475995914
1	0.849846782431052
1	0.868232890704801
1	0.744637385086823
1	0.843718079673136
1	0.840653728294178
1	0.733401430030644
1	0.661899897854954
1	0.725229826353422
1	0.833503575076609
1	0.722165474974464
1	0.726251276813075
1	0.800817160367722
1	0.768130745658836
1	0.707865168539326
1	0.720122574055158
1	0.85291113381001
1	0.902962206332993
1	0.846782431052094
1	0.793667007150153
1	0.871297242083759
1	0.801838610827375
1	0.764044943820225
1	0.859039836567926
1	0.72829417773238
1	0.842696629213483
1	0.811031664964249
1	0.805924412665986
1	0.871297242083759
1	0.836567926455567
1	0.894790602655771
1	0.90194075587334
1	0.867211440245148
1	0.855975485188968
1	0.872318692543412
1	0.836567926455567
1	0.77732379979571
1	0.849846782431052
1	0.860061287027579
1	0.794688457609806
1	0.865168539325843
1	0.812053115423902
1	0.859039836567926
1	0.797752808988764
1	0.820224719101124
1	0.834525025536262
1	0.862104187946885
1	0.818181818181818
1	0.887640449438202
1	0.87538304392237
1	0.768130745658836
1	0.829417773237998
1	0.752808988764045
1	0.797752808988764
1	0.872318692543412
1	0.792645556690501
1	0.83758937691522
1	0.806945863125638
1	0.820224719101124
1	0.894790602655771
1	0.866189989785495
1	0.836567926455567
1	0.848825331971399
1	0.78855975485189
1	0.835546475995914
1	0.880490296220633
1	0.785495403472932
1	0.86414708886619
1	0.824310520939734
1	0.795709908069459
1	0.718079673135853
1	0.784473953013279
1	0.811031664964249
1	0.75076608784474
1	0.846782431052094
1	0.879468845760981
1	0.839632277834525
1	0.721144024514811
1	0.869254341164454
1	0.861082737487232
1	0.730337078651685
1	0.738508682328907
1	0.878447395301328
1	0.865168539325843
1	0.790602655771195
1	0.772216547497446
1	0.804902962206333
1	0.876404494382023
1	0.768130745658836
1	0.785495403472932
1	0.72829417773238
1	0.734422880490296
