Chr	Polarity
1	0.944841675178754
1	0.926455566905005
1	0.927477017364658
1	0.911133810010215
1	0.934627170582227
1	0.953013278855976
1	0.943820224719101
1	0.968335035750766
1	0.941777323799796
1	0.912155260469867
1	0.932584269662921
1	0.947906026557712
1	0.949948927477017
1	0.954034729315628
1	0.921348314606742
1	0.933605720122574
1	0.912155260469867
1	0.927477017364658
1	0.880490296220633
1	0.940755873340143
1	0.914198161389173
1	0.946884576098059
1	0.927477017364658
1	0.934627170582227
1	0.95097037793667
1	0.930541368743616
1	0.943820224719101
1	0.938712972420838
1	0.946884576098059
1	0.931562819203269
1	0.895812053115424
1	0.943820224719101
1	0.929519918283963
1	0.949948927477017
1	0.899897854954035
1	0.915219611848825
1	0.940755873340143
1	0.902962206332993
1	0.916241062308478
1	0.945863125638407
1	0.926455566905005
1	0.951991828396323
1	0.938712972420838
1	0.93564862104188
1	0.954034729315628
1	0.930541368743616
1	0.932584269662921
1	0.928498467824311
1	0.948927477017365
1	0.870275791624106
1	0.949948927477017
1	0.93564862104188
1	0.957099080694586
1	0.954034729315628
1	0.925434116445352
1	0.953013278855976
1	0.927477017364658
1	0.951991828396323
1	0.93973442288049
1	0.907048008171604
1	0.936670071501532
1	0.911133810010215
1	0.921348314606742
1	0.944841675178754
1	0.961184882533197
1	0.933605720122574
1	0.95097037793667
1	0.925434116445352
1	0.923391215526047
1	0.951991828396323
1	0.899897854954035
1	0.946884576098059
1	0.929519918283963
1	0.928498467824311
1	0.951991828396323
1	0.943820224719101
1	0.956077630234934
1	0.947906026557712
1	0.93973442288049
1	0.944841675178754
1	0.936670071501532
1	0.956077630234934
1	0.954034729315628
1	0.908069458631256
1	0.940755873340143
1	0.953013278855976
1	0.933605720122574
1	0.894790602655771
1	0.920326864147089
1	0.941777323799796
1	0.941777323799796
1	0.946884576098059
1	0.919305413687436
1	0.937691521961185
1	0.941777323799796
1	0.960163432073544
1	0.926455566905005
1	0.954034729315628
1	0.956077630234934
1	0.926455566905005
1	0.944841675178754
1	0.953013278855976
1	0.93564862104188
1	0.947906026557712
1	0.963227783452503
1	0.938712972420838
