chromIDA	binA	chromIDB	binB	hic	d3dmean
1	7	3	67	0.761724951363059	0.76036531840404
1	7	3	68	0.708543374970006	0.747898830188376
1	7	3	69	0.671847509378055	0.699273281956367
1	7	3	70	0.684171000129696	0.693781040089283
1	8	1	9	0.108149584413337	0.0561559437419762
1	8	1	10	0.194174151519044	0.120566143584067
1	8	1	11	0.202762190676523	0.152118275902937
1	8	1	12	0.254771338268093	0.251427434054782
1	8	1	13	0.390626761145302	0.431622637261462
1	8	1	14		0.590067818629841
1	8	1	15	0.466720960933755	0.396985485314611
1	8	1	16	0.459724745086699	0.360554017923547
1	8	1	17	0.454343201141378	0.376415964504866
1	8	1	18	0.450461857188836	0.391754456663562
1	8	1	19	0.470303967739327	0.420491976199619
1	8	1	20	0.489797620683787	0.447674372797362
1	8	1	21	0.520786113104633	0.381330607039478
1	8	1	22	0.515478673456916	0.43831424270777
1	8	1	23	0.527984097754665	0.410316222751575
1	8	1	24	0.517022533990695	0.430694232352898
1	8	1	25	0.498101922802917	0.448160805734077
1	8	2	26	0.809761302240025	0.774652482869717
1	8	2	27	0.771520910822454	0.788951721960602
1	8	2	28	0.753734549256066	0.715179270598032
1	8	2	29	0.73784138349018	0.749429926315308
1	8	2	30	0.747719489143008	0.706273512685379
1	8	2	31	0.750146172518395	0.767065129453416
1	8	2	32	0.748220387329997	0.698502712887813
1	8	2	33	0.751897771415527	0.698080757439704
1	8	2	34	0.744948146989605	0.725520484618329
1	8	2	35	0.778876439572197	0.706946083309638
1	8	2	36	0.774425036246014	0.677664407612391
1	8	2	37	0.758509518720287	0.686594905901571
1	8	2	38	0.798438456064435	0.697062523519759
1	8	2	39	0.780629932249786	0.739218738015821
1	8	2	40	0.786885424804379	0.799271462813736
1	8	2	41	0.778454238001152	0.787194956682993
1	8	2	42	0.773045534355282	0.802252454496948
1	8	2	43	0.773630849051707	0.716683132415471
1	8	2	44	0.793195448215222	0.808164230945031
1	8	2	45	0.792954914700375	0.824863675046117
1	8	2	46	0.759871391398164	0.762431603927333
1	8	2	47	0.792079755913605	0.798520041293538
1	8	2	48	0.765887388269687	0.793759698743768
1	8	2	49	0.75607525755532	0.686597126457745
1	8	2	50	0.839028390609871	0.645972471382476
1	8	3	51	0.747313897916525	0.80181611591046
1	8	3	52	0.761296969649192	0.709131391109963
1	8	3	53	0.756485256969818	0.808706803128532
1	8	3	54	0.74094322375151	0.744176609511754
1	8	3	55	0.727702209848334	0.638568706464736
1	8	3	56	0.748266319243198	0.623383417403108
1	8	3	57	0.761433436836085	0.720288225323268
1	8	3	58	0.764577728896431	0.745470715034798
1	8	3	59	0.745048807790551	0.796608775884753
1	8	3	60	0.775856218843434	0.790619627831308
1	8	3	61	0.746520007575621	0.781467226895127
1	8	3	62	0.743222435355362	0.763259018707645
1	8	3	63	0.753248017136505	0.661792484210049
1	8	3	64	0.742426544326605	0.699194128502752
1	8	3	65	0.767330876513641	0.760806733682339
1	8	3	66	0.757379022015588	0.782886801040792
1	8	3	67	0.790486449317813	0.809068827472355
1	8	3	68	0.749375396684519	0.796951451035855
1	8	3	69	0.743236475124265	0.751200830815709
1	8	3	70	0.746613035396745	0.746113199741185
1	9	1	10	0.118385484605066	0.0509356693810966
1	9	1	11	0.193317332454413	0.098178143344094
1	9	1	12	0.237753182125016	0.191155946602126
1	9	1	13	0.365764374101302	0.373387291296937
1	9	1	14		0.543997266641005
1	9	1	15	0.394670499550715	0.34053464156042
1	9	1	16	0.429017909938393	0.309170431991751
1	9	1	17	0.426573095068155	0.333418112069371
1	9	1	18	0.448737611938959	0.35336880682109
1	9	1	19	0.45273742127228	0.388445435737578
1	9	1	20	0.480691747430773	0.421851261573096
1	9	1	21	0.455654491914106	0.344240554491023
1	9	1	22	0.480665799927262	0.413183986957947
1	9	1	23	0.505115195501757	0.379931002090944
1	9	1	24	0.503477795820577	0.404034796676301
1	9	1	25	0.5049532771101	0.424415891632085
1	9	2	26	0.820522056287608	0.747909029467024
1	9	2	27	0.774742538543343	0.763018276115693
1	9	2	28	0.723875555108371	0.684964250930532
1	9	2	29	0.731451683796676	0.721249865488016
1	9	2	30	0.69043884895697	0.674951942345707
1	9	2	31	0.736843194826733	0.739318140735026
1	9	2	32	0.685030135989103	0.666429582374483
1	9	2	33	0.721941641278889	0.665124741185977
1	9	2	34	0.732314265606076	0.693470216309525
1	9	2	35	0.742857115725979	0.673676204282441
1	9	2	36	0.777598485830308	0.642990058555105
1	9	2	37	0.740280288826344	0.652403833087987
1	9	2	38	0.801562048628026	0.663674000799706
1	9	2	39	0.75923158246099	0.708348596297251
1	9	2	40	0.749694917353279	0.771688065332455
1	9	2	41	0.735639847541938	0.759989330063789
1	9	2	42	0.747766588892151	0.776224016545657
1	9	2	43	0.704502478753422	0.686402461212415
1	9	2	44	0.778276369401513	0.783140372718747
1	9	2	45	0.792097163007322	0.800935001182536
1	9	2	46	0.740563642128499	0.736101633209501
1	9	2	47	0.784674610995479	0.774168429966382
1	9	2	48	0.795370422198046	0.769642665263794
1	9	2	49	0.727044645082751	0.656064738374603
1	9	2	50	0.782965998634947	0.612696780482655
1	9	3	51	0.770431739200117	0.779729415485108
1	9	3	52	0.7136624283672	0.681627824943712
1	9	3	53	0.766273105772296	0.787138917940609
1	9	3	54	0.727104745010245	0.71925858952165
1	9	3	55	0.695384795273289	0.605923104138487
1	9	3	56	0.682457871723684	0.589258231077568
1	9	3	57	0.701893108515901	0.693251636540801
1	9	3	58	0.690301066123315	0.719815299131431
1	9	3	59	0.736828985022312	0.773847794975501
1	9	3	60	0.745534403748343	0.767783363083761
1	9	3	61	0.748453406897565	0.758133543121678
1	9	3	62	0.711795218684871	0.739107387402916
1	9	3	63	0.700395495001538	0.630743940474308
1	9	3	64	0.732116658425826	0.671041257894349
1	9	3	65	0.724179230566449	0.736647927700211
1	9	3	66	0.737212459010395	0.759904692557868
1	9	3	67	0.771931444284772	0.786867614747298
