comp	Layer	Ns	K562_RepliSeq	N
A2	5	0	55.3700479079819	2229
A2	6	0	55.7925584562683	1555
A2	6	0	58.4946145992279	1555
A2	5	0	61.7222569778442	2229
A2	6	0	64.4903729566956	1555
A2	6	0	66.5230383059692	1555
A2	7	0	67.7012531884003	881
A2	7	0	68.6985992619324	881
A2	7	0	70.1758899680328	881
A1	7	0	74.2360304807282	412
A2	5	0	75.2151263744354	2229
A2	6	0	73.7394884933472	1555
A2	5	0	71.7666653271484	2229
A2	5	0	69.1278360242462	2229
A2	4	0	67.0439820105743	2025
B2	5	0	62.8696002884674	685
B2	4	0	56.4469395842362	537
B3	5	0	49.5852097456741	1023
B3	4	0	43.1086114233398	2494
B2	4	0	38.2362438431931	537
B3	4	0	36.2706543413162	2494
B2	4	0	37.5118980536652	537
A2	4	0	40.7946705450058	2025
A2	3	0	40.7347409383774	1191
B3	5	0	36.8321881734467	1023
B2	4	0	33.7109816259003	537
B3	4	0	31.5097079618645	2494
B2	4	0	31.284623168354	537
B3	4	0	30.5184193477631	2494
B2	4	0	29.3661281894684	537
B3	5	0	33.1189339625549	1023
B3	4	0	32.8988702990723	2494
A2	5	0	33.5092404454422	2229
B2	4	0	36.6160485233307	537
B2	4	0	40.7236064336014	537
B3	5	0	48.1042341394806	1023
B3	4	0	53.5668580218506	2494
B3	5	0	59.9528913564301	1023
A2	5	0	68.5697115750885	2229
A2	5	0	72.1855574416351	2229
A2	4	0	72.4064726222229	2025
A2	5	0	71.5086064823151	2229
B3	5	0	68.3477308737183	1023
A2	5	0	64.3123492121124	2229
A2	4	0	59.8536179374695	2025
A2	5	0	57.0735963311768	2229
A2	5	0	56.9461558121491	2229
A2	5	0	57.0297991107941	2229
A2	5	0	57.997033818779	2229
A2	5	0	59.4185152947235	2229
A2	5	0	64.5694053686142	2229
A2	5	0	69.591834010315	2229
A1	5	0	71.4499957289124	84
A2	5	0	73.9266331270599	2229
A2	5	0	76.8138152700043	2229
A2	7	0	77.702703877182	881
A1	6	0	77.6600414949036	202
A2	8	0	79.4036091261292	421
A1	7	0	83.5012380708313	412
A1	6	0	84.6884815850067	202
A1	7	0	81.5445187043762	412
A2	7	0	75.8480699480438	881
A2	8	0	71.4974115621948	421
A2	6	0	67.0070043477631	1555
A2	8	0	63.8382808372116	421
A2	7	0	63.3060866710282	881
A2	8	0	62.5796213048553	421
A2	8	0	62.1085004780579	421
A2	6	0	59.4300854357147	1555
A2	6	0	58.2606252368927	1555
A2	7	0	59.5043285239411	881
A2	8	0	61.5425239469147	421
A2	7	0	61.1122543450165	881
A2	7	0	56.6105092797089	881
A2	8	0	53.8369966331863	421
B2	7	0	50.1112904508591	351
B2	7	0	46.1127726738358	351
B2	7	0	43.2651684328461	351
A2	8	0	41.1338958185196	421
A2	8	0	42.0980138025284	421
A2	6	0	43.3686214996719	1555
A2	7	0	41.3192052961349	881
A2	6	0	41.856868120079	1555
A2	7	0	48.5105675429535	881
A2	6	0	54.4042042409897	1555
A2	7	0	61.4709549904251	881
A2	7	0	64.4858069434357	881
A2	7	0	64.9098587013245	881
A2	8	0	65.7311405162811	421
A2	6	0	65.4969959498596	1555
A2	8	0	65.1083078329468	421
A2	6	0	63.0957874639893	1555
A2	7	0	59.4050103051376	881
A2	7	0	57.9762457474136	881
A2	7	0	61.3763664859772	881
A2	7	0	66.3309778540039	881
A1	8	0	71.3940141056061	497
A1	8	0	73.3536291719818	497
A2	7	0	75.4939615214539	881
A2	8	0	80.6839765425873	421
A1	8	0	79.8719577671814	497
A2	8	0	74.9912612310791	421
A2	9	0	74.5864477241516	182
A2	8	0	76.8056197010803	421
A2	6	0	74.2575929479218	1555
A2	6	0	68.1010325280762	1555
A2	7	0	62.2186578110504	881
A2	6	0	57.4834452296448	1555
A2	5	0	51.3182098034668	2229
A2	5	0	45.0641516129303	2229
A2	4	0	42.4056149081039	2025
A2	5	0	39.9604949874878	2229
A2	5	0	37.7659461633301	2229
A2	5	0	39.0034957260513	2229
A2	5	0	41.776743045311	2229
A2	3	0	39.3028728557587	1191
B3	3	0	33.8788744193649	3156
B3	3	0	29.773692184639	3156
A2	4	0	28.3361435901451	2025
B2	3	0	26.8346927311134	168
B3	3	0	24.0133614242363	3156
B3	4	0	21.1860100205421	2494
B2	4	0	22.7413322434044	537
B3	4	0	25.8882465017891	2494
B3	5	0	21.6875745935631	1023
B2	4	0	18.6176333565331	537
B3	3	0	20.2049023341751	3156
B3	4	0	19.0266188451004	2494
B3	5	0	14.888062441988	1023
B3	5	0	11.9430510784626	1023
B2	5	0	11.7859237167358	685
B3	5	0	9.77976066476822	1023
B2	3	0	10.066791791954	168
B2	4	0	15.5056572225952	537
B3	4	0	18.0266477088928	2494
B3	4	0	16.2195803149033	2494
B3	5	0	15.5017000122643	1023
B3	3	0	18.2015096221161	3156
B3	3	0	19.6125902469826	3156
B3	5	0	17.3862432149506	1023
B3	3	0	15.313497267704	3156
B3	3	0	19.3470506176758	3156
B2	5	0	20.715493325882	685
B3	6	0	16.6476224826145	283
B3	4	0	15.3970334560871	2494
B2	3	0	17.7809021456146	168
B2	3	0	18.5966847725868	168
B3	4	0	20.0406621905136	2494
B3	5	0	20.0766020749474	1023
B2	5	0	19.3684740696907	685
B3	4	0	22.1509753170586	2494
B2	5	0	21.9360137247086	685
B2	6	0	19.6944710074997	552
B2	4	0	19.00246696064	537
B2	6	0	21.1234255652809	552
B2	5	0	25.7338452582932	685
B2	5	0	31.3207165075111	685
B2	4	0	35.048832733078	537
B2	6	0	36.9592488362503	552
B2	5	0	35.0464212875748	685
B3	5	0	36.8881139385605	1023
B3	4	0	38.0711223209763	2494
B2	4	0	32.7355673002815	537
B3	3	0	27.2045859115982	3156
B2	4	0	25.4857466210938	537
B2	3	0	21.482013418045	168
B3	4	0	17.07476421381	2494
B3	3	0	16.3083962288475	3156
B2	4	0	15.2888989007759	537
B2	4	0	13.5204065252781	537
B3	5	0	18.4277038453388	1023
B3	5	0	18.8151216244125	1023
B3	3	0	15.2572731043816	3156
B2	3	0	14.0878300475025	168
B3	3	0	13.4516904047203	3156
B3	4	0	14.7480606896305	2494
B2	4	0	12.9095429557323	537
A2	4	0	12.1433065740204	2025
B3	4	0	14.1884702416897	2494
A2	2	0	17.7405469337082	282
B3	5	0	17.2260267953777	1023
B3	4	0	15.8995512016582	2494
B3	3	0	16.221548695097	3156
B3	4	0	12.2318640236473	2494
B3	3	0	12.1146424925613	3156
B3	5	0	16.1410771156216	1023
B3	4	0	19.4594819607925	2494
B3	5	0	19.9655187565422	1023
A2	4	0	17.5220131920242	2025
B2	4	0	17.7714646782112	537
A2	4	0	20.9067227263451	2025
B3	3	0	23.6789321585083	3156
B2	4	0	24.401242855854	537
B3	5	0	23.1118533416176	1023
B2	4	0	27.2122737764549	537
B2	3	0	36.5478789427185	168
B2	4	0	43.5256877098847	537
B3	4	0	47.5855430548477	2494
B2	3	0	46.4251349024582	168
B3	4	0	40.6050719588471	2494
B3	4	0	34.982724575386	2494
B3	4	0	36.8179266908264	2494
B2	4	0	41.1958625428009	537
B2	4	0	41.2075626716614	537
B2	4	0	45.1115979571533	537
B2	6	0	50.8016272125626	552
B2	4	0	54.4414462394714	537
A2	4	0	57.9453356981278	2025
A2	5	0	62.6397292204666	2229
A2	5	0	66.6567385623169	2229
A2	6	0	71.8112946672821	1555
A2	6	0	76.3595816991425	1555
A2	8	0	77.9558277626038	421
A1	6	0	81.6101993101502	202
A1	9	0	82.0191529696655	515
A2	7	0	75.8216771646118	881
A2	9	0	75.0954995372009	182
A2	6	0	76.5376258041382	1555
A1	10	0	75.7246048455811	823
A2	7	0	47.6929877743912	881
A2	7	0	49.8982066267395	881
A2	6	0	54.7663605696869	1555
A2	7	0	53.6470969426727	881
A2	6	0	51.690712567749	1555
A2	6	0	55.2966099818039	1555
A2	6	0	59.5412969589233	1555
A2	7	0	60.0853031695557	881
A2	6	0	57.4353632861328	1555
A2	6	0	53.7710210617829	1555
A2	6	0	52.6936340914154	1555
A2	6	0	49.0662215601349	1555
A2	5	0	44.8546588262558	2229
A2	7	0	46.3493546185684	881
B2	7	0	49.999914835968	351
A2	7	0	50.5392405237961	881
A2	6	0	49.3391127104187	1555
A2	6	0	48.3154677964401	1555
A2	7	0	44.3985688953018	881
A2	7	0	42.7344474549866	881
A2	7	0	44.5401074901581	881
A2	7	0	46.5563106876373	881
A2	7	0	50.571126137085	881
A2	7	0	55.3587719695664	881
A2	6	0	59.3796661839295	1555
A2	5	0	57.0173016892242	2229
A2	6	0	52.5693113381195	1555
A2	6	0	53.2762284394455	1555
A2	6	0	56.5830636306381	1555
A2	4	0	56.4078137305069	2025
B2	4	0	56.5538898187637	537
B2	6	0	58.1132844877625	552
B2	5	0	58.5969822206116	685
B2	5	0	58.0188226276398	685
B2	6	0	56.743393302536	552
B2	5	0	53.6569369610977	685
B2	5	0	52.2810251979828	685
B2	5	0	52.1296739893723	685
B2	5	0	48.0462894921875	685
B2	5	0	41.1577549072266	685
B2	5	0	37.1700769795609	685
B2	6	0	36.8679018434906	552
B2	6	0	31.0794993589401	552
B2	5	0	25.262636155014	685
B2	5	0	27.9709227236748	685
B2	6	0	26.2359144429779	552
B2	4	0	22.6733661099815	537
B2	6	0	21.2576724162483	552
B2	6	0	21.9332053219414	552
B2	5	0	19.1697381519318	685
B2	5	0	15.6129843488693	685
B2	4	0	18.5249699116325	537
B3	6	0	21.1895454540825	283
B2	7	0	18.636369408989	351
B2	6	0	18.4550977916145	552
B2	4	0	21.4926568411446	537
B2	5	0	24.1900298612213	685
B2	5	0	26.8002354334068	685
B2	6	0	31.0075482834053	552
B2	5	0	33.3414008004379	685
B2	3	0	38.4481213133621	168
B2	5	0	44.4139656244278	685
A2	4	0	46.6391154669571	2025
A2	5	0	52.2961860479736	2229
A2	6	0	57.419221807251	1555
A2	5	0	58.0248273397064	2229
A2	5	0	58.142099264946	2229
B2	6	0	60.0772752029801	552
B2	5	0	58.0524891523743	685
A2	6	0	52.4612268956757	1555
B2	6	0	49.5176968209457	552
B2	6	0	48.1262071659851	552
B2	6	0	47.407965183754	552
B3	6	0	48.0719916511536	283
A2	4	0	48.094485898056	2025
B2	4	0	46.1430102427673	537
A2	5	0	40.9532521399689	2229
B2	5	0	37.6294541198731	685
B2	4	0	35.7580823788452	537
B2	5	0	29.7029353754616	685
B2	6	0	25.6581168664169	552
B2	7	0	25.4488496440506	351
B2	6	0	25.8677587452316	552
B2	6	0	25.8962078866959	552
B2	6	0	24.7343956768036	552
B2	5	0	24.5551025014496	685
B2	6	0	25.9267341848564	552
B2	5	0	29.4235242991448	685
B2	6	0	32.7226128618431	552
B2	5	0	34.4745202054215	685
B2	6	0	34.4203029092026	552
B3	4	0	36.6887902194595	2494
B2	6	0	41.0407363688278	552
B2	5	0	47.6592349333572	685
B2	5	0	55.3083700266266	685
B2	5	0	59.9743929959107	685
A2	5	0	65.8115577914047	2229
A2	5	0	66.9325566542816	2229
A2	6	0	63.9740749564362	1555
A2	5	0	63.214956039772	2229
A2	7	0	63.0394400224304	881
B2	6	0	59.0899899951172	552
A2	6	0	53.5898114099503	1555
B3	7	0	48.403979115715	54
B2	8	0	42.9411471141434	181
B2	7	0	40.9718952626801	351
B2	8	0	35.8598297943687	181
A2	6	0	37.1750346183777	1555
A2	6	0	33.8909526604462	1555
A2	7	0	43.8938399109268	881
A2	5	0	43.6725459925461	2229
A2	9	0	37.6513727142715	182
A2	10	0	35.1753842025185	133
A2	6	0	63.5427500302887	1555
A2	7	0	62.9649664047623	881
A2	7	0	61.6659322057724	881
A2	7	0	62.1011859075165	881
A2	7	0	65.1900465864563	881
A2	8	0	67.7060877044678	421
A2	6	0	66.733124450531	1555
A2	10	0	67.1432903005981	133
A2	7	0	70.6964765359497	881
A2	7	0	71.8425239612579	881
A2	8	0	73.2454395606995	421
A2	7	0	74.2918330976105	881
A1	8	0	69.3686331776428	497
A2	7	0	67.2887579103088	881
A2	6	0	66.2049943790436	1555
A2	8	0	66.6636379626465	421
A2	6	0	66.2216946735382	1555
A2	10	0	67.1864955919647	133
A2	8	0	72.2744339846039	421
A2	8	0	78.4770920092774	421
A2	6	0	80.7562455424499	1555
A2	7	0	77.6592767699432	881
A2	8	0	72.857964499588	421
B2	7	0	66.2786874375153	351
B2	6	0	60.6724363339996	552
A2	7	0	59.4692016119766	881
A2	7	0	62.3656835550308	881
A2	6	0	65.4965862625885	1555
A2	9	0	65.6612790097046	182
A2	10	0	68.1728085891724	133
A2	5	0	68.5998439579773	2229
A2	6	0	63.7097495324707	1555
A2	4	0	58.2754816264725	2025
B3	4	0	54.4054463558197	2494
B2	4	0	48.3308012769699	537
B2	4	0	42.1465422187424	537
B2	6	0	35.8159360557175	552
B2	5	0	31.670042216301	685
B2	4	0	29.7309216188049	537
B3	4	0	24.6763854858589	2494
B2	4	0	22.9339708782196	537
B2	4	0	23.1481162227058	537
B2	3	0	19.616226843071	168
A2	4	0	18.6296666978836	2025
A2	3	0	18.1100184328461	1191
A2	3	0	15.3056834449101	1191
A2	5	0	15.2403841705704	2229
B3	4	0	14.9152132617855	2494
A2	4	0	13.7608167276192	2025
A2	6	0	13.7808146854591	1555
A2	3	0	13.4871794540691	1191
A2	5	0	9.9865986704731	2229
B3	3	0	11.6432712296581	3156
B3	5	0	12.2680668359756	1023
B3	5	0	9.41712271829605	1023
B2	3	0	11.1365587271595	168
B3	4	0	12.1303814053917	2494
B3	4	0	12.0347791464138	2494
B2	4	0	12.0496076815796	537
B3	4	0	13.2904441135883	2494
B3	4	0	14.4090157018662	2494
B3	5	0	13.9364007042599	1023
B3	4	0	12.4708618423271	2494
B3	4	0	13.5064071831322	2494
B3	5	0	15.2851591472626	1023
B3	4	0	13.3792269656372	2494
B2	4	0	17.0481304032803	537
B3	3	0	19.8711863272476	3156
B3	5	0	22.3656648616791	1023
B3	4	0	28.7765808773613	2494
B3	5	0	36.1789880292511	1023
B2	4	0	40.2776146435547	537
B2	6	0	43.0000819211578	552
B2	5	0	41.8497300338364	685
A2	5	0	38.2862763675308	2229
B2	3	0	34.9315105495071	168
B2	5	0	30.7904795286369	685
B2	5	0	27.9168391772652	685
B2	5	0	28.2259675029182	685
B3	5	0	30.70480600214	1023
B2	6	0	33.0052125906754	552
B3	5	0	34.2984527671814	1023
B3	6	0	36.1740575215149	283
B2	7	0	40.8442811888123	351
B2	6	0	45.057014401207	552
B2	6	0	47.0442640750885	552
A2	6	0	51.1213375898743	1555
A2	6	0	51.6465844179535	1555
A2	7	0	50.1421591461182	881
A2	6	0	54.1706089392471	1555
A2	7	0	58.8492645465469	881
A2	6	0	60.745005660286	1555
A2	5	0	59.2016826568985	2229
A2	5	0	60.2764654896927	2229
A2	7	0	63.508944860878	881
A2	7	0	63.3792653820038	881
A2	7	0	60.8655341795731	881
A2	8	0	56.2792962213898	421
A2	9	0	50.7578120956421	182
A2	8	0	47.1518472458649	421
A2	7	0	44.1347361583328	881
A2	7	0	42.7509423319626	881
A2	8	0	44.2548427704239	421
A2	8	0	45.7697596563339	421
A2	7	0	50.0076384534836	881
A2	6	0	53.4790777352524	1555
A2	7	0	56.2203205836868	881
A2	5	0	63.0200553240967	2229
A2	5	0	68.6823315304565	2229
A2	7	0	73.6726733061981	881
A2	6	0	76.1469386512756	1555
A2	5	0	74.4148135015869	2229
B3	5	0	70.7517930469513	1023
B2	5	0	62.5490973784638	685
B3	4	0	53.4668654579163	2494
B3	5	0	49.0942980024338	1023
B3	3	0	42.4847678219223	3156
B3	5	0	36.9582383718872	1023
B2	4	0	34.7364178918076	537
B3	3	0	30.3499541915512	3156
B3	4	0	24.2593066138268	2494
B3	5	0	20.0974829223251	1023
B2	4	0	17.9975591197395	537
B3	4	0	18.2030298661614	2494
B2	5	0	17.9029126268005	685
B3	4	0	15.0291145498657	2494
B3	5	0	12.631003684721	1023
B2	5	0	16.5795795459461	685
B3	4	0	16.8665994273949	2494
B2	4	0	12.88335164361	537
B3	6	0	16.2158535446072	283
B3	5	0	15.3289009861279	1023
B3	5	0	12.5155255804443	1023
B3	4	0	15.848346156702	2494
B2	5	0	17.3800545685768	685
B2	6	0	18.5989638449287	552
B3	3	0	18.2551168406296	3156
B3	4	0	15.7441140627861	2494
B2	5	0	16.0481703432083	685
B2	4	0	18.6140849996948	537
B3	4	0	20.3529992911339	2494
B2	4	0	18.485250441761	537
B3	5	0	16.5957031349468	1023
B3	4	0	12.6333294880104	2494
B2	4	0	11.145856291256	537
B3	5	0	13.248475842905	1023
B2	3	0	14.2405500110245	168
B2	5	0	12.5955442063141	685
B2	4	0	14.0303714614677	537
B2	5	0	16.54533878685	685
B2	5	0	15.7231465511513	685
B2	6	0	18.7196006314659	552
B3	5	0	20.6521098706055	1023
B3	5	0	21.377907927742	1023
B3	5	0	26.0315609848785	1023
B3	5	0	32.1642657961655	1023
B2	4	0	36.87435120327	537
B3	6	0	41.2038584260941	283
B3	5	0	48.7675208961487	1023
B2	6	0	55.0008118440628	552
B2	5	0	53.453435459137	685
B3	5	0	52.7572020998001	1023
B3	6	0	51.9367913964081	283
B2	5	0	52.8717502137756	685
A2	6	0	57.1824064119339	1555
A2	7	0	63.7180899209595	881
A2	7	0	67.4968816397095	881
A2	6	0	69.740306771164	1555
A2	6	0	70.0238409947968	1555
A2	8	0	67.0456025106049	421
A2	8	0	67.7225657872009	421
A1	7	0	70.6084031306458	412
A1	7	0	71.8069047713471	412
A2	6	0	70.7967344512177	1555
A2	6	0	67.7165781855774	1555
A2	6	0	62.8167251303864	1555
A2	7	0	57.2269389778137	881
B2	7	0	51.9114503976822	351
B3	7	0	47.2386593803024	54
B2	6	0	44.8979655948639	552
B2	6	0	42.7834136732864	552
B3	6	0	38.7671344239044	283
B2	6	0	35.1159274491882	552
B2	6	0	35.2700835886383	552
B3	6	0	35.9725593706894	283
B2	6	0	33.2796895497513	552
B3	6	0	31.21465352211	283
B2	6	0	31.4750666294861	552
B2	6	0	32.2218547264481	552
B3	7	0	35.7506007788467	54
B2	8	0	40.5582457472229	181
B2	6	0	42.4699799358368	552
B2	7	0	46.3786801086426	351
A2	5	0	52.9569555979538	2229
A2	7	0	60.9017627662659	881
A2	5	0	63.8017265655136	2229
A2	6	0	63.8083484590912	1555
A2	4	0	53.9835422076798	2025
A2	7	0	52.7681117277145	881
A2	7	0	53.9657406412506	881
A2	6	0	59.0498522816467	1555
A2	6	0	65.5277119580078	1555
A2	5	0	68.1859052005005	2229
A2	5	0	64.5527005186844	2229
B3	4	0	61.5374519268036	2494
A2	5	0	65.1475908349228	2229
A2	7	0	69.8073410282135	881
B2	7	0	67.7218462439728	351
B2	5	0	66.6389132795715	685
B3	6	0	64.528123732338	283
B2	6	0	56.301968121872	552
B2	6	0	46.3920276735306	552
B2	5	0	40.9032885650635	685
B2	7	0	40.1940639892197	351
B2	5	0	41.598916268692	685
B2	4	0	33.8142918814087	537
B3	6	0	29.2421152092743	283
B2	5	0	28.7070859231377	685
B3	4	0	25.9040962831116	2494
B2	5	0	25.7706010756302	685
B3	6	0	26.0497378173828	283
B2	5	0	22.9874765756989	685
B3	4	0	21.3671685208321	2494
B3	6	0	22.4076870239067	283
B2	4	0	25.3609603526115	537
B3	3	0	26.4507280390167	3156
B3	4	0	30.1009715005112	2494
B3	5	0	33.9828478188324	1023
B3	4	0	35.1322461390686	2494
B3	5	0	40.1821205947876	1023
B3	4	0	45.5770160155869	2494
B3	5	0	49.7427430542755	1023
B2	5	0	51.7697688659287	685
B2	5	0	47.9018093018723	685
B3	5	0	45.1972225138474	1023
B3	5	0	45.1895548337936	1023
B3	5	0	44.5298968208313	1023
A2	5	0	45.2637023405075	2229
B3	5	0	48.2676091703415	1023
B3	6	0	53.8866981330109	283
A2	5	0	59.174159790802	2229
A2	5	0	60.5543617599869	2229
A2	5	0	58.4346898297119	2229
A2	4	0	56.0177172338486	2025
A2	5	0	54.8039437419891	2229
A2	4	0	56.6892924902344	2025
A2	5	0	59.6965256885529	2229
A2	5	0	61.6388118427658	2229
A2	4	0	65.8914599842072	2025
A2	5	0	69.3328428585053	2229
A2	6	0	69.0163246489716	1555
A2	4	0	64.5997181276321	2025
A2	6	0	57.8052515407181	1555
B3	5	0	50.7480125997543	1023
B2	5	0	46.3326729957199	685
B3	5	0	41.7234314606476	1023
B3	5	0	37.3646435861969	1023
B3	4	0	33.4177126763916	2494
B3	5	0	30.707222390728	1023
B3	4	0	30.6319364850235	2494
B3	4	0	25.0499151952744	2494
B3	4	0	19.9030988880539	2494
B3	4	0	18.6382060200691	2494
A2	4	0	17.734541176815	2025
B3	4	0	18.9387343823814	2494
B3	3	0	18.5637643727684	3156
B3	3	0	17.3260675375366	3156
B3	4	0	18.5969085146332	2494
B3	4	0	19.9750351086426	2494
B3	2	0	24.4675984237289	1378
A2	3	0	29.2795034541321	1191
A2	2	0	26.8131271823502	282
B3	3	0	24.9613814019775	3156
A2	3	0	26.2726030045509	1191
B3	2	0	24.5183455395126	1378
B3	4	0	26.5076564744759	2494
A2	3	0	33.0314895301628	1191
A2	3	0	35.4069346403885	1191
B3	4	0	33.3997717127419	2494
B3	3	0	28.6327138864708	3156
B3	3	0	23.230917364769	3156
B3	2	0	19.718491715107	1378
B3	3	0	17.7732747882271	3156
B3	3	0	15.491022899847	3156
B3	3	0	16.1461946386433	3156
B3	3	0	15.8157780161953	3156
B3	3	0	12.8607773457813	3156
B3	3	0	13.6704036827087	3156
B3	3	0	14.6833684189129	3156
B3	3	0	10.2217634267139	3156
B3	4	0	11.65149245471	2494
B3	4	0	15.3894667768383	2494
A2	4	0	16.3086498496342	2025
B3	3	0	13.7197811254787	3156
B3	3	0	11.7092534579086	3156
A2	3	0	12.6803199326801	1191
B3	2	0	11.9754051449394	1378
A2	3	0	10.4406097869682	1191
A2	3	0	12.6451028970814	1191
A2	3	0	12.8336925213909	1191
A2	3	0	12.7831027108765	1191
B3	3	0	12.705386646471	3156
B3	3	0	10.3322112724209	3156
B3	3	0	9.80305907944679	3156
B3	4	0	12.9630635250759	2494
B3	3	0	12.4638492465115	3156
B3	3	0	12.0289069572163	3156
B3	3	0	12.7695942747593	3156
B3	4	0	12.3629214136124	2494
B3	3	0	15.8158465819931	3156
A2	4	0	16.1669525964165	2025
B3	3	0	12.6748128191662	3156
B3	3	0	13.2323858563805	3156
B3	4	0	15.9275939213467	2494
B3	3	0	17.0712829052734	3156
B3	5	0	14.7255491043282	1023
B3	3	0	17.330537509613	3156
B3	4	0	21.4423835909081	2494
B3	4	0	22.2425403848839	2494
B3	4	0	24.993099972477	2494
B3	4	0	25.3559388734055	2494
B3	2	0	26.0063651468658	1378
B3	3	0	29.3408812049484	3156
B3	2	0	31.3642654545784	1378
B3	2	0	33.42710854702	1378
B3	3	0	35.0678672366333	3156
B3	3	0	37.6587659338379	3156
B3	3	0	39.0921083647919	3156
B3	3	0	41.1568321158981	3156
A2	3	0	45.3602766952896	1191
B3	3	0	49.1447504084015	3156
A2	3	0	53.1448803028107	1191
A2	4	0	56.8758646359634	2025
A2	2	0	61.1557620671082	282
A2	4	0	63.1734279942322	2025
A2	3	0	65.0534013507462	1191
B3	3	0	66.9060696024323	3156
A2	3	0	64.9742365721893	1191
B3	4	0	60.734818773613	2494
B3	4	0	56.3762417061234	2494
B3	2	0	47.565853057785	1378
B3	2	0	41.1093351461411	1378
B3	3	0	40.3321121421051	3156
B3	4	0	38.1111755673599	2494
B3	2	0	36.6978738056183	1378
B3	3	0	36.7464831448746	3156
B3	2	0	38.2495982438278	1378
B3	3	0	44.5262055483627	3156
B3	3	0	50.563076497078	3156
B3	4	0	48.3538809967804	2494
B3	2	0	39.7481087752152	1378
B3	3	0	34.8622566524506	3156
B3	3	0	32.1562930426979	3156
A2	3	0	28.8410324427223	1191
B3	2	0	27.0007347148514	1378
B3	4	0	29.1055901641655	2494
B3	2	0	27.6832710578156	1378
A2	3	0	23.7748429135895	1191
B3	3	0	24.292742646656	3156
A2	3	0	21.6327925020027	1191
A2	4	0	17.4373882666206	2025
A2	4	0	17.2259122888374	2025
A2	4	0	18.0690098344231	2025
A2	3	0	19.2938686308098	1191
A2	4	0	20.1919625516701	2025
A2	2	0	23.4786614728928	282
A2	4	0	25.800117112236	2025
A2	3	0	25.7230447825623	1191
A2	4	0	27.4051983388138	2025
A2	5	0	29.5159849228668	2229
A2	5	0	29.2184570193863	2229
A2	5	0	25.6063890778542	2229
A2	5	0	22.9772861672211	2229
A2	5	0	26.5451051228333	2229
A2	5	0	33.3662204670525	2229
A2	5	0	38.6748604140472	2229
B3	5	0	41.4592097460556	1023
A2	5	0	44.0493918857956	2229
A2	3	0	45.5467561912155	1191
A2	5	0	44.283464281311	2229
A2	5	0	31.7705822952843	2229
A2	4	0	32.0515887585258	2025
A2	5	0	26.6657446068955	2229
A2	4	0	25.0664213219261	2025
A2	5	0	25.7818361696053	2229
A2	5	0	26.0181340171051	2229
A2	3	0	25.0349739535713	1191
A2	4	0	22.007989297123	2025
A2	4	0	20.0519874990463	2025
A2	3	0	16.1745719523335	1191
B3	3	0	13.9538987299633	3156
A2	4	0	18.0530378866768	2025
A2	5	0	19.2499296792793	2229
A2	3	0	18.1521849344826	1191
A2	4	0	19.917492390728	2025
A2	3	0	20.2333078716469	1191
A2	4	0	21.0030058301353	2025
A2	4	0	20.6051360317993	2025
A2	5	0	23.4472172511673	2229
A2	4	0	29.4645771985817	2025
A2	6	0	34.5255778405762	1555
A2	3	0	39.9336102770615	1191
A2	4	0	45.7133779048157	2025
A2	4	0	52.4267510097504	2025
A2	5	0	56.8382774702072	2229
A2	5	0	57.0168940819931	2229
A2	5	0	56.9071986533737	2229
A2	5	0	57.6535859608078	2229
A2	5	0	58.6192206779099	2229
A2	5	0	57.1101819205856	2229
A2	4	0	51.4649571138382	2025
A2	5	0	48.0336984042359	2229
A2	4	0	43.4482832273483	2025
A2	4	0	37.2865996638489	2025
A2	4	0	36.1937388609314	2025
A2	4	0	37.107270392952	2025
A2	5	0	37.2649540538788	2229
A2	4	0	33.201264337883	2025
A2	2	0	31.9483804622841	282
B3	4	0	29.0595451545334	2494
B3	3	0	23.419202891407	3156
B3	2	0	23.2547447564888	1378
B3	3	0	20.4447726861191	3156
B3	3	0	18.338698935318	3156
B3	4	0	21.4309988531876	2494
B3	3	0	22.336703348732	3156
B3	4	0	17.3430908782196	2494
B3	3	0	11.9949742608547	3156
B3	4	0	12.0580101045704	2494
B3	3	0	13.3489803360653	3156
B3	4	0	11.4332421796703	2494
B3	2	0	12.5943505171013	1378
B3	3	0	15.3219497304821	3156
B3	3	0	14.4881187771511	3156
B3	3	0	15.5979837327576	3156
B3	2	0	15.9080438009453	1378
B3	4	0	13.6951125343513	2494
B3	3	0	16.0490868092155	3156
B3	3	0	19.5326089007187	3156
B3	2	0	18.9534202744102	1378
B3	4	0	19.9151021508598	2494
B3	2	0	22.9987072506905	1378
B3	2	0	23.4710706291199	1378
A2	2	0	23.3998583314896	282
B3	3	0	27.7662802988243	3156
B3	3	0	29.9559952832794	3156
B3	4	0	28.8082363507652	2494
A2	4	0	29.893794125824	2025
B3	3	0	32.2905752750397	3156
B3	3	0	37.4065084167099	3156
B3	2	0	39.7452275309372	1378
A2	3	0	41.9834632466126	1191
B3	3	0	48.8236210540009	3156
A2	5	0	56.6268801263046	2229
A2	4	0	59.4095863074875	2025
A2	4	0	56.4531355271149	2025
A2	3	0	51.7196824124909	1191
A2	4	0	50.3218772737503	2025
A2	5	0	51.0775985780335	2229
A2	3	0	50.5273422961426	1191
A2	3	0	52.675856781311	1191
A2	3	0	59.8706954199982	1191
B3	3	0	66.131719606514	3156
B3	2	0	64.5433692820358	1378
A2	4	0	58.8981474995804	2025
A2	4	0	55.8747117500305	2025
