dist_from_nuclear_lamina	fluorescence_intensity	condition
0.301507537688442	53758	1h
0.306532663316583	53417	1h
0.311557788944724	53047	1h
0.316582914572864	54262	1h
0.321608040201005	54036.5	1h
0.326633165829146	53691	1h
0.331658291457286	53349	1h
0.336683417085427	54234	1h
0.341708542713568	54575	1h
0.346733668341709	54031	1h
0.351758793969849	52961	1h
0.35678391959799	54804	1h
0.361809045226131	54111	1h
0.366834170854271	54752	1h
0.371859296482412	54248	1h
0.376884422110553	54586	1h
0.381909547738693	54719	1h
0.386934673366834	53782	1h
0.391959798994975	54631	1h
0.396984924623116	54682	1h
0.402010050251256	54566	1h
0.407035175879397	53251	1h
0.412060301507538	54612	1h
0.417085427135678	54478.5	1h
0.422110552763819	54649	1h
0.42713567839196	54553	1h
0.4321608040201	54251	1h
0.437185929648241	54109	1h
0.442211055276382	53609	1h
0.447236180904523	54173	1h
0.452261306532663	54319	1h
0.457286432160804	54640	1h
0.462311557788945	53920	1h
0.467336683417085	52442	1h
0.472361809045226	54103	1h
0.477386934673367	54336	1h
0.482412060301508	53862	1h
0.487437185929648	53868	1h
0.492462311557789	53524.5	1h
0.49748743718593	52794	1h
0.50251256281407	53540	1h
0.507537688442211	53644	1h
0.512562814070352	53568	1h
0.517587939698492	53597	1h
0.522613065326633	53309	1h
0.527638190954774	51731	1h
0.532663316582915	53119	1h
0.537688442211055	53526.5	1h
0.542713567839196	52876	1h
0.547738693467337	52794	1h
0.552763819095477	52185	1h
0.557788944723618	52450	1h
0.562814070351759	52678	1h
0.5678391959799	52748	1h
0.57286432160804	52727	1h
0.577889447236181	52393	1h
0.582914572864322	52316	1h
0.587939698492462	51332	1h
0.592964824120603	52223	1h
0.597989949748744	52222	1h
0.603015075376884	51987	1h
0.608040201005025	51197	1h
0.613065326633166	52023	1h
0.618090452261307	51986	1h
0.623115577889447	51661	1h
0.628140703517588	51734	1h
0.633165829145729	51539	1h
0.638190954773869	51687	1h
0.64321608040201	50671	1h
0.648241206030151	51420	1h
0.653266331658292	51531	1h
0.658291457286432	51207	1h
0.663316582914573	50520	1h
0.668341708542714	51003	1h
0.673366834170854	51155	1h
0.678391959798995	51172	1h
0.683417085427136	50757	1h
0.688442211055276	51072	1h
0.693467336683417	50957	1h
0.698492462311558	50856	1h
0.703517587939699	50270	1h
0.708542713567839	50660	1h
0.71356783919598	50614	1h
0.718592964824121	49918	1h
0.723618090452261	50261	1h
0.728643216080402	50475	1h
0.733668341708543	50360	1h
0.738693467336683	50397	1h
0.743718592964824	50464	1h
0.748743718592965	50155	1h
0.753768844221106	50287	1h
0.758793969849246	50288	1h
0.763819095477387	49923	1h
0.768844221105528	50001	1h
0.773869346733668	49451	1h
0.778894472361809	49707	1h
0.78391959798995	49838	1h
0.78894472361809	50038	1h
0.793969849246231	50064	1h
0.798994974874372	49857	1h
0.804020100502513	49764.5	1h
0.809045226130653	49761	1h
0.814070351758794	49628	1h
0.819095477386935	49881	1h
0.824120603015075	49637	1h
0.829145728643216	49279	1h
0.834170854271357	49291	1h
0.839195979899497	49207	1h
0.844221105527638	49405	1h
0.849246231155779	49606	1h
0.85427135678392	49713.5	1h
0.85929648241206	49519.5	1h
0.864321608040201	49389	1h
0.869346733668342	49219	1h
0.874371859296482	49708	1h
0.879396984924623	50030	1h
0.884422110552764	49380	1h
0.889447236180904	49381	1h
0.894472361809045	48913	1h
0.899497487437186	48077	1h
0.904522613065327	48193	1h
0.909547738693467	49369	1h
0.914572864321608	49376	1h
0.919597989949749	49180	1h
0.924623115577889	49281	1h
0.92964824120603	48301	1h
0.934673366834171	50710	1h
0.939698492462312	50656	1h
0.944723618090452	48299	1h
0.949748743718593	48209	1h
0.954773869346734	49344	1h
0.959798994974874	48464	1h
0.964824120603015	45331.5	1h
0.969849246231156	NA	1h
0.974874371859296	NA	1h
0.979899497487437	NA	1h
0.984924623115578	NA	1h
0.989949748743719	NA	1h
0.994974874371859	49198	1h
1	NA	1h
0	NA	45min
0.005025125628141	NA	45min
0.010050251256281	106704	45min
0.015075376884422	113207	45min
0.020100502512563	26972	45min
0.025125628140704	21619	45min
0.030150753768844	22586	45min
0.035175879396985	25476	45min
0.040201005025126	27386	45min
0.045226130653266	25434	45min
0.050251256281407	26908	45min
0.055276381909548	28097	45min
0.060301507537688	26995.5	45min
0.065326633165829	27968	45min
0.07035175879397	30138	45min
0.075376884422111	32911	45min
0.080402010050251	34429	45min
0.085427135678392	34972	45min
0.090452261306533	33780	45min
0.095477386934673	33488	45min
0.100502512562814	34778	45min
0.105527638190955	36360	45min
0.110552763819095	37078	45min
0.115577889447236	36821	45min
0.120603015075377	37137	45min
0.125628140703518	38905	45min
0.130653266331658	38995	45min
0.135678391959799	39923	45min
0.14070351758794	40943	45min
0.14572864321608	41537	45min
0.150753768844221	42422	45min
0.155778894472362	43477	45min
0.160804020100503	43030	45min
0.165829145728643	43207	45min
0.170854271356784	43317	45min
0.175879396984925	43599	45min
0.180904522613065	44458	45min
0.185929648241206	44254	45min
0.190954773869347	46028	45min
0.195979899497487	46483	45min
0.201005025125628	47615	45min
0.206030150753769	47623	45min
0.21105527638191	47818	45min
0.21608040201005	47985	45min
0.221105527638191	47630	45min
0.226130653266332	48945	45min
0.231155778894472	47041	45min
0.236180904522613	49817	45min
0.241206030150754	49452	45min
0.246231155778894	48633	45min
0.251256281407035	50308	45min
0.256281407035176	50241	45min
0.261306532663317	50494	45min
0.266331658291457	50792	45min
0.271356783919598	50713	45min
0.276381909547739	51145	45min
0.281407035175879	50890	45min
0.28643216080402	51379	45min
0.291457286432161	50431	45min
0.296482412060302	51373	45min
0.301507537688442	52024	45min
0.306532663316583	51487	45min
0.311557788944724	50917	45min
0.316582914572864	52279	45min
0.321608040201005	52206	45min
0.326633165829146	51834	45min
0.331658291457286	51968	45min
0.336683417085427	52322	45min
0.341708542713568	52640	45min
0.346733668341709	51798	45min
0.351758793969849	51020	45min
0.35678391959799	52747	45min
0.361809045226131	51932	45min
0.366834170854271	52450	45min
0.371859296482412	51476.5	45min
0.376884422110553	52105	45min
0.381909547738693	52492	45min
0.386934673366834	51999	45min
0.391959798994975	52169	45min
0.396984924623116	52305	45min
0.402010050251256	52227	45min
0.407035175879397	50780	45min
0.412060301507538	52122	45min
0.417085427135678	52225	45min
0.422110552763819	51816	45min
0.42713567839196	51907	45min
0.4321608040201	51495	45min
0.437185929648241	51182	45min
0.442211055276382	51425	45min
0.447236180904523	51445	45min
0.452261306532663	51798.5	45min
0.457286432160804	51802	45min
0.462311557788945	50964	45min
0.467336683417085	49914	45min
0.472361809045226	51448	45min
0.477386934673367	51634	45min
0.482412060301508	51091	45min
0.487437185929648	50916	45min
0.492462311557789	50625.5	45min
0.49748743718593	49860	45min
0.50251256281407	50749	45min
0.507537688442211	50663	45min
0.512562814070352	50701	45min
0.517587939698492	50699	45min
0.522613065326633	50470	45min
0.527638190954774	48891	45min
0.532663316582915	50138	45min
0.537688442211055	50427	45min
0.542713567839196	50138	45min
0.547738693467337	49795	45min
0.552763819095477	49585	45min
0.557788944723618	49078	45min
0.562814070351759	49520	45min
0.5678391959799	49565.5	45min
0.57286432160804	49619	45min
0.577889447236181	49463	45min
0.582914572864322	49107	45min
0.587939698492462	48329	45min
0.592964824120603	49311	45min
0.597989949748744	49104.5	45min
0.603015075376884	48984	45min
0.608040201005025	48652	45min
0.613065326633166	48940	45min
0.618090452261307	48700	45min
0.623115577889447	47939	45min
0.628140703517588	48714	45min
0.633165829145729	48385	45min
0.638190954773869	48468	45min
0.64321608040201	47405	45min
0.648241206030151	48167	45min
0.653266331658292	48311	45min
0.658291457286432	48180	45min
0.663316582914573	47653	45min
0.668341708542714	48131	45min
0.673366834170854	48007	45min
0.678391959798995	47839	45min
0.683417085427136	47188	45min
0.688442211055276	47677	45min
0.693467336683417	47672	45min
0.698492462311558	47429	45min
0.703517587939699	46795	45min
0.708542713567839	47506	45min
0.71356783919598	47304	45min
0.718592964824121	47158	45min
0.723618090452261	47258	45min
0.728643216080402	47006	45min
0.733668341708543	47247	45min
0.738693467336683	47071	45min
0.743718592964824	47072	45min
0.748743718592965	46609	45min
0.753768844221106	47056	45min
0.758793969849246	46902	45min
0.763819095477387	46116	45min
0.768844221105528	46661	45min
0.773869346733668	46175	45min
0.778894472361809	46723	45min
0.78391959798995	46826	45min
0.78894472361809	46939	45min
0.793969849246231	46795	45min
0.798994974874372	46379	45min
0.804020100502513	46230	45min
0.809045226130653	46044	45min
0.814070351758794	46189	45min
0.819095477386935	46168	45min
0.824120603015075	46246	45min
0.829145728643216	46137	45min
0.834170854271357	46218	45min
0.839195979899497	46219	45min
0.844221105527638	46158	45min
0.849246231155779	46135	45min
0.85427135678392	46193	45min
0.85929648241206	46081	45min
0.864321608040201	45983	45min
0.869346733668342	46059	45min
0.874371859296482	45975	45min
0.879396984924623	45943	45min
0.884422110552764	46028	45min
0.889447236180904	46238	45min
0.894472361809045	45239	45min
0.899497487437186	44893	45min
0.904522613065327	45720	45min
0.909547738693467	46446	45min
0.914572864321608	46294	45min
0.919597989949749	46017	45min
0.924623115577889	45528	45min
0.92964824120603	44179	45min
0.934673366834171	46528	45min
0.939698492462312	46077	45min
0.944723618090452	44053	45min
0.949748743718593	44124	45min
0.954773869346734	46469	45min
0.959798994974874	45450.5	45min
0.964824120603015	44188.5	45min
0.969849246231156	NA	45min
0.974874371859296	NA	45min
0.979899497487437	NA	45min
0.984924623115578	NA	45min
0.989949748743719	NA	45min
0.994974874371859	45871	45min
1	NA	45min
0	NA	30min
0.005025125628141	NA	30min
0.010050251256281	NA	30min
0.015075376884422	59537	30min
0.020100502512563	27307	30min
0.025125628140704	22124	30min
0.030150753768844	22848	30min
0.035175879396985	26293	30min
0.040201005025126	28240	30min
0.045226130653266	25011	30min
0.050251256281407	27084	30min
0.055276381909548	28253	30min
0.060301507537688	26410	30min
0.065326633165829	27841	30min
0.07035175879397	30445	30min
0.075376884422111	34181	30min
0.080402010050251	35425	30min
0.085427135678392	36445	30min
0.090452261306533	34231	30min
0.095477386934673	33544	30min
0.100502512562814	35097	30min
0.105527638190955	37107	30min
0.110552763819095	37914	30min
0.115577889447236	37573	30min
0.120603015075377	37350	30min
0.125628140703518	39334	30min
0.130653266331658	39312	30min
0.135678391959799	40295	30min
0.14070351758794	41545	30min
0.14572864321608	41950	30min
0.150753768844221	43076	30min
0.155778894472362	44418	30min
0.160804020100503	43321	30min
0.165829145728643	43829	30min
0.170854271356784	43346	30min
0.175879396984925	43950	30min
0.180904522613065	44469	30min
0.185929648241206	44191	30min
0.190954773869347	46256	30min
0.195979899497487	47013	30min
0.201005025125628	47901	30min
0.206030150753769	48135	30min
0.21105527638191	48049	30min
0.21608040201005	47727	30min
0.221105527638191	47957	30min
0.226130653266332	48587	30min
0.231155778894472	46686	30min
0.236180904522613	50159	30min
0.241206030150754	48904	30min
0.246231155778894	48159	30min
0.251256281407035	50270	30min
0.256281407035176	50115	30min
0.261306532663317	50092.5	30min
0.266331658291457	50238.5	30min
0.271356783919598	50299	30min
0.276381909547739	50666	30min
0.281407035175879	50318	30min
0.28643216080402	50850	30min
0.291457286432161	49414	30min
0.296482412060302	50335	30min
0.301507537688442	50958	30min
0.306532663316583	50221	30min
0.311557788944724	49632	30min
0.316582914572864	51188	30min
0.321608040201005	51102	30min
0.326633165829146	50592	30min
0.331658291457286	50544	30min
0.336683417085427	50997	30min
0.341708542713568	51128	30min
0.346733668341709	50091	30min
0.351758793969849	48987	30min
0.35678391959799	51186	30min
0.361809045226131	50148	30min
0.366834170854271	50536	30min
0.371859296482412	49048.5	30min
0.376884422110553	49748	30min
0.381909547738693	50102	30min
0.386934673366834	49722	30min
0.391959798994975	49783	30min
0.396984924623116	49980	30min
0.402010050251256	49636	30min
0.407035175879397	48007	30min
0.412060301507538	49421	30min
0.417085427135678	49453	30min
0.422110552763819	48978	30min
0.42713567839196	48962	30min
0.4321608040201	48271	30min
0.437185929648241	47820	30min
0.442211055276382	48246	30min
0.447236180904523	48231	30min
0.452261306532663	48440	30min
0.457286432160804	48223	30min
0.462311557788945	47408	30min
0.467336683417085	46024	30min
0.472361809045226	47796	30min
0.477386934673367	47953	30min
0.482412060301508	47398	30min
0.487437185929648	47029	30min
0.492462311557789	46532	30min
0.49748743718593	45625	30min
0.50251256281407	46443	30min
0.507537688442211	46483	30min
0.512562814070352	46580	30min
0.517587939698492	46459	30min
0.522613065326633	46082	30min
0.527638190954774	44289	30min
0.532663316582915	45448	30min
0.537688442211055	45654	30min
0.542713567839196	45473	30min
0.547738693467337	45116	30min
0.552763819095477	44762	30min
0.557788944723618	43949	30min
0.562814070351759	44549	30min
0.5678391959799	44659	30min
0.57286432160804	44598	30min
0.577889447236181	44440	30min
0.582914572864322	43946	30min
0.587939698492462	42915	30min
0.592964824120603	44187	30min
0.597989949748744	43900	30min
0.603015075376884	43513	30min
0.608040201005025	43188	30min
0.613065326633166	43282	30min
0.618090452261307	43048	30min
0.623115577889447	42016	30min
0.628140703517588	43188	30min
0.633165829145729	42902	30min
0.638190954773869	42762	30min
0.64321608040201	41250	30min
0.648241206030151	42486	30min
0.653266331658292	42575	30min
0.658291457286432	42298	30min
0.663316582914573	41645	30min
0.668341708542714	42123	30min
0.673366834170854	42047	30min
0.678391959798995	41822	30min
0.683417085427136	40958	30min
0.688442211055276	41210	30min
0.693467336683417	41358.5	30min
0.698492462311558	41248	30min
0.703517587939699	40283	30min
0.708542713567839	41295	30min
0.71356783919598	40916	30min
0.718592964824121	40658	30min
0.723618090452261	40920	30min
0.728643216080402	40821	30min
0.733668341708543	40798	30min
0.738693467336683	40633	30min
0.743718592964824	40524	30min
0.748743718592965	39662	30min
0.753768844221106	40012	30min
0.758793969849246	40494	30min
0.763819095477387	39352	30min
0.768844221105528	39783	30min
0.773869346733668	39397	30min
0.778894472361809	39680	30min
0.78391959798995	39887.5	30min
0.78894472361809	40153	30min
0.793969849246231	40166	30min
0.798994974874372	39736	30min
0.804020100502513	39340	30min
0.809045226130653	38832	30min
0.814070351758794	38799	30min
0.819095477386935	38863	30min
0.824120603015075	39230	30min
0.829145728643216	38930	30min
0.834170854271357	38721	30min
0.839195979899497	39683	30min
0.844221105527638	38874	30min
0.849246231155779	38673	30min
0.85427135678392	38978	30min
0.85929648241206	39041	30min
0.864321608040201	38814	30min
0.869346733668342	38965	30min
0.874371859296482	38344	30min
0.879396984924623	38000	30min
0.884422110552764	38159	30min
0.889447236180904	39006	30min
0.894472361809045	38175	30min
0.899497487437186	37795.5	30min
0.904522613065327	37924	30min
0.909547738693467	39327	30min
0.914572864321608	38566	30min
0.919597989949749	38555	30min
0.924623115577889	37858	30min
0.92964824120603	36623	30min
0.934673366834171	38819	30min
0.939698492462312	38010	30min
0.944723618090452	36387.5	30min
0.949748743718593	36482.5	30min
0.954773869346734	38613	30min
0.959798994974874	37865	30min
0.964824120603015	36243	30min
