dist_from_nuclear_lamina	fluorescence_intensity	condition
0.969849246231156	NA	30min
0.974874371859296	NA	30min
0.979899497487437	NA	30min
0.984924623115578	NA	30min
0.989949748743719	NA	30min
0.994974874371859	37693	30min
1	NA	30min
0	NA	15min
0.005025125628141	NA	15min
0.010050251256281	48595.5	15min
0.015075376884422	57486	15min
0.020100502512563	19946.5	15min
0.025125628140704	15665	15min
0.030150753768844	15191	15min
0.035175879396985	18147	15min
0.040201005025126	19596	15min
0.045226130653266	16792	15min
0.050251256281407	18199	15min
0.055276381909548	18230	15min
0.060301507537688	16378	15min
0.065326633165829	18139	15min
0.07035175879397	20847	15min
0.075376884422111	23618	15min
0.080402010050251	24447	15min
0.085427135678392	23838	15min
0.090452261306533	21652	15min
0.095477386934673	21818	15min
0.100502512562814	23528	15min
0.105527638190955	24831	15min
0.110552763819095	24868	15min
0.115577889447236	24013	15min
0.120603015075377	24377	15min
0.125628140703518	25210	15min
0.130653266331658	25590	15min
0.135678391959799	25979	15min
0.14070351758794	26674	15min
0.14572864321608	27199	15min
0.150753768844221	27549	15min
0.155778894472362	27878	15min
0.160804020100503	27455	15min
0.165829145728643	27138	15min
0.170854271356784	27123	15min
0.175879396984925	27210.5	15min
0.180904522613065	27820	15min
0.185929648241206	27782	15min
0.190954773869347	28835	15min
0.195979899497487	29291	15min
0.201005025125628	29428	15min
0.206030150753769	29560	15min
0.21105527638191	29157	15min
0.21608040201005	28802	15min
0.221105527638191	28712	15min
0.226130653266332	29273	15min
0.231155778894472	28095	15min
0.236180904522613	29845	15min
0.241206030150754	29407	15min
0.246231155778894	28988	15min
0.251256281407035	29480	15min
0.256281407035176	29401	15min
0.261306532663317	29214	15min
0.266331658291457	29665	15min
0.271356783919598	28969	15min
0.276381909547739	28897	15min
0.281407035175879	28985	15min
0.28643216080402	29003	15min
0.291457286432161	28123	15min
0.296482412060302	28579	15min
0.301507537688442	28880	15min
0.306532663316583	28543	15min
0.311557788944724	27922	15min
0.316582914572864	28533	15min
0.321608040201005	28421	15min
0.326633165829146	27776	15min
0.331658291457286	27665	15min
0.336683417085427	27752	15min
0.341708542713568	27863	15min
0.346733668341709	27109.5	15min
0.351758793969849	26346	15min
0.35678391959799	27487	15min
0.361809045226131	26671	15min
0.366834170854271	26890	15min
0.371859296482412	26285	15min
0.376884422110553	26276	15min
0.381909547738693	26355	15min
0.386934673366834	25668	15min
0.391959798994975	25729.5	15min
0.396984924623116	25906	15min
0.402010050251256	25452	15min
0.407035175879397	24407	15min
0.412060301507538	25142	15min
0.417085427135678	24936	15min
0.422110552763819	24681	15min
0.42713567839196	24637	15min
0.4321608040201	24200	15min
0.437185929648241	23904	15min
0.442211055276382	23703	15min
0.447236180904523	23772	15min
0.452261306532663	23623	15min
0.457286432160804	23646	15min
0.462311557788945	23164	15min
0.467336683417085	22046	15min
0.472361809045226	22888	15min
0.477386934673367	22983	15min
0.482412060301508	22592	15min
0.487437185929648	22288	15min
0.492462311557789	21943	15min
0.49748743718593	21644	15min
0.50251256281407	21776	15min
0.507537688442211	21640	15min
0.512562814070352	21645	15min
0.517587939698492	21447	15min
0.522613065326633	21127	15min
0.527638190954774	20121	15min
0.532663316582915	20940	15min
0.537688442211055	20881	15min
0.542713567839196	20531	15min
0.547738693467337	20370	15min
0.552763819095477	19997	15min
0.557788944723618	19834	15min
0.562814070351759	19935	15min
0.5678391959799	19896	15min
0.57286432160804	19716	15min
0.577889447236181	19524	15min
0.582914572864322	19313	15min
0.587939698492462	18645	15min
0.592964824120603	19206	15min
0.597989949748744	19154	15min
0.603015075376884	18854	15min
0.608040201005025	18475	15min
0.613065326633166	18719	15min
0.618090452261307	18581	15min
0.623115577889447	18071	15min
0.628140703517588	18323	15min
0.633165829145729	18206	15min
0.638190954773869	18162	15min
0.64321608040201	17215	15min
0.648241206030151	17793	15min
0.653266331658292	17913	15min
0.658291457286432	17663	15min
0.663316582914573	17213	15min
0.668341708542714	17570	15min
0.673366834170854	17509	15min
0.678391959798995	17286	15min
0.683417085427136	16840	15min
0.688442211055276	17043	15min
0.693467336683417	17039	15min
0.698492462311558	16847	15min
0.703517587939699	16144	15min
0.708542713567839	16846	15min
0.71356783919598	16671	15min
0.718592964824121	16285	15min
0.723618090452261	16597	15min
0.728643216080402	16497	15min
0.733668341708543	16403	15min
0.738693467336683	16267	15min
0.743718592964824	16168	15min
0.748743718592965	15923	15min
0.753768844221106	16048	15min
0.758793969849246	16035	15min
0.763819095477387	15341	15min
0.768844221105528	15721	15min
0.773869346733668	15400	15min
0.778894472361809	15763	15min
0.78391959798995	15944	15min
0.78894472361809	15892	15min
0.793969849246231	15835.5	15min
0.798994974874372	15561	15min
0.804020100502513	15187	15min
0.809045226130653	14982	15min
0.814070351758794	15105	15min
0.819095477386935	14811	15min
0.824120603015075	15324	15min
0.829145728643216	14941	15min
0.834170854271357	15215	15min
0.839195979899497	15150	15min
0.844221105527638	15093	15min
0.849246231155779	15077	15min
0.85427135678392	15194	15min
0.85929648241206	15123	15min
0.864321608040201	15054	15min
0.869346733668342	14840	15min
0.874371859296482	14289	15min
0.879396984924623	13997	15min
0.884422110552764	14419	15min
0.889447236180904	15092	15min
0.894472361809045	14589	15min
0.899497487437186	14357	15min
0.904522613065327	14622	15min
0.909547738693467	15146	15min
0.914572864321608	14921	15min
0.919597989949749	14667	15min
0.924623115577889	14290	15min
0.92964824120603	13486	15min
0.934673366834171	13779	15min
0.939698492462312	14061	15min
0.944723618090452	13698	15min
0.949748743718593	14731	15min
0.954773869346734	15253	15min
0.959798994974874	14013	15min
0.964824120603015	12939	15min
0.969849246231156	NA	15min
0.974874371859296	NA	15min
0.979899497487437	NA	15min
0.984924623115578	NA	15min
0.989949748743719	NA	15min
0.994974874371859	13811	15min
1	NA	15min
0	NA	10min
0.005025125628141	NA	10min
0.010050251256281	2643	10min
0.015075376884422	17720.5	10min
0.020100502512563	12538	10min
0.025125628140704	11382	10min
0.030150753768844	10695	10min
0.035175879396985	13074	10min
0.040201005025126	13951	10min
0.045226130653266	12163	10min
0.050251256281407	12825	10min
0.055276381909548	12815	10min
0.060301507537688	11608	10min
0.065326633165829	12499	10min
0.07035175879397	14235	10min
0.075376884422111	16455	10min
0.080402010050251	17350	10min
0.085427135678392	17544	10min
0.090452261306533	15858	10min
0.095477386934673	15276	10min
0.100502512562814	16134	10min
0.105527638190955	17147	10min
0.110552763819095	17282	10min
0.115577889447236	16691	10min
0.120603015075377	17020	10min
0.125628140703518	17494	10min
0.130653266331658	17680	10min
0.135678391959799	17840	10min
0.14070351758794	18144	10min
0.14572864321608	18551	10min
0.150753768844221	19262	10min
0.155778894472362	19145	10min
0.160804020100503	18865	10min
0.165829145728643	18827	10min
0.170854271356784	18552	10min
0.175879396984925	18174	10min
0.180904522613065	18951	10min
0.185929648241206	18582	10min
0.190954773869347	19471	10min
0.195979899497487	19602	10min
0.201005025125628	19912	10min
0.206030150753769	20025	10min
0.21105527638191	19587	10min
0.21608040201005	19683	10min
0.221105527638191	19173	10min
0.226130653266332	19636	10min
0.231155778894472	18524.5	10min
0.236180904522613	19848	10min
0.241206030150754	19518	10min
0.246231155778894	19182	10min
0.251256281407035	19552	10min
0.256281407035176	19395	10min
0.261306532663317	19452	10min
0.266331658291457	19552	10min
0.271356783919598	19221	10min
0.276381909547739	19116	10min
0.281407035175879	18996	10min
0.28643216080402	18971	10min
0.291457286432161	18134	10min
0.296482412060302	18855	10min
0.301507537688442	18878	10min
0.306532663316583	18491	10min
0.311557788944724	18119	10min
0.316582914572864	18471	10min
0.321608040201005	18405	10min
0.326633165829146	17994	10min
0.331658291457286	18072	10min
0.336683417085427	18015	10min
0.341708542713568	17921	10min
0.346733668341709	17406	10min
0.351758793969849	16889	10min
0.35678391959799	17597	10min
0.361809045226131	17176	10min
0.366834170854271	17233	10min
0.371859296482412	16774	10min
0.376884422110553	16779	10min
0.381909547738693	16893	10min
0.386934673366834	16570	10min
0.391959798994975	16462	10min
0.396984924623116	16492	10min
0.402010050251256	16226	10min
0.407035175879397	15441	10min
0.412060301507538	16031	10min
0.417085427135678	15925	10min
0.422110552763819	15730	10min
0.42713567839196	15644	10min
0.4321608040201	15399	10min
0.437185929648241	15152	10min
0.442211055276382	15194	10min
0.447236180904523	15077	10min
0.452261306532663	15104	10min
0.457286432160804	15030	10min
0.462311557788945	14647	10min
0.467336683417085	14032	10min
0.472361809045226	14622	10min
0.477386934673367	14601	10min
0.482412060301508	14386	10min
0.487437185929648	14240	10min
0.492462311557789	13995	10min
0.49748743718593	13805	10min
0.50251256281407	13860	10min
0.507537688442211	13830	10min
0.512562814070352	13800	10min
0.517587939698492	13710	10min
0.522613065326633	13571	10min
0.527638190954774	12843	10min
0.532663316582915	13344	10min
0.537688442211055	13402	10min
0.542713567839196	13226	10min
0.547738693467337	13058	10min
0.552763819095477	12948	10min
0.557788944723618	12697	10min
0.562814070351759	12836	10min
0.5678391959799	12776	10min
0.57286432160804	12746	10min
0.577889447236181	12636	10min
0.582914572864322	12442	10min
0.587939698492462	12016	10min
0.592964824120603	12461	10min
0.597989949748744	12404	10min
0.603015075376884	12245.5	10min
0.608040201005025	12118	10min
0.613065326633166	12215	10min
0.618090452261307	12061	10min
0.623115577889447	11722	10min
0.628140703517588	11964	10min
0.633165829145729	11875	10min
0.638190954773869	11841	10min
0.64321608040201	11269	10min
0.648241206030151	11688	10min
0.653266331658292	11737	10min
0.658291457286432	11664	10min
0.663316582914573	11483	10min
0.668341708542714	11539	10min
0.673366834170854	11525	10min
0.678391959798995	11391	10min
0.683417085427136	11081	10min
0.688442211055276	11245	10min
0.693467336683417	11304	10min
0.698492462311558	11235	10min
0.703517587939699	10691	10min
0.708542713567839	11175	10min
0.71356783919598	11159	10min
0.718592964824121	11010	10min
0.723618090452261	11101	10min
0.728643216080402	11017	10min
0.733668341708543	10994	10min
0.738693467336683	10891	10min
0.743718592964824	10874	10min
0.748743718592965	10594	10min
0.753768844221106	10827	10min
0.758793969849246	10738	10min
0.763819095477387	10303	10min
0.768844221105528	10724	10min
0.773869346733668	10562	10min
0.778894472361809	10772	10min
0.78391959798995	10774	10min
0.78894472361809	10811	10min
0.793969849246231	10652	10min
0.798994974874372	10537	10min
0.804020100502513	10351	10min
0.809045226130653	10225	10min
0.814070351758794	10404	10min
0.819095477386935	10033	10min
0.824120603015075	10472	10min
0.829145728643216	10357	10min
0.834170854271357	10467	10min
0.839195979899497	10404	10min
0.844221105527638	10481	10min
0.849246231155779	10390	10min
0.85427135678392	10438	10min
0.85929648241206	10331	10min
0.864321608040201	10334	10min
0.869346733668342	10281	10min
0.874371859296482	9872	10min
0.879396984924623	9684	10min
0.884422110552764	10177	10min
0.889447236180904	10455.5	10min
0.894472361809045	10164	10min
0.899497487437186	10033	10min
0.904522613065327	10340	10min
0.909547738693467	10405	10min
0.914572864321608	10346	10min
0.919597989949749	10134	10min
0.924623115577889	10093	10min
0.92964824120603	9654	10min
0.934673366834171	9761	10min
0.939698492462312	9770	10min
0.944723618090452	9761	10min
0.949748743718593	10888	10min
0.954773869346734	10334	10min
0.959798994974874	9952	10min
0.964824120603015	8358.5	10min
0.969849246231156	NA	10min
0.974874371859296	NA	10min
0.979899497487437	NA	10min
0.984924623115578	NA	10min
0.989949748743719	NA	10min
0.994974874371859	9918	10min
1	NA	10min
