comp	GPSeq
A2	0.296789057320187
B3	0.43508134128673
A2	0.448424002322071
A2	0.362842173763403
A2	0.474176321676367
A2	0.344925568333143
A2	0.404335748065241
A2	0.34113406205079
A2	0.387673115663041
A2	0.440724689441482
B3	0.497834861822032
A2	0.377474889502418
A2	0.412610323531968
A2	0.551697896369892
A2	0.513956718184922
A2	0.398163737374892
A2	0.463261949211973
A2	0.371610178082358
A2	0.33073703107773
A2	0.416293498042336
A2	0.372946412485916
A2	0.340487089816966
A2	0.352653227327019
A2	0.413192823132882
A2	0.596677746806174
A2	0.330452257166044
A2	0.396617445836011
A2	0.62456550685217
A2	0.310812316977368
B3	0.524119903889495
B3	0.398351429263941
B3	0.459372212057321
B3	0.422370167520385
B3	0.465665142812269
A2	0.441604439068817
A2	0.386764636786025
A2	0.315581112705889
A2	0.563248936646485
A2	0.329515355254514
A2	0.422779245495079
B3	0.425707458039053
B3	0.429891551079005
B3	0.425898689040491
B3	0.393413400543261
B3	0.397157848938831
A2	0.323676818093877
A2	0.452889239917672
A2	0.331724439242755
A2	0.409712397941498
A2	0.443660538797077
A2	0.510266343664189
A2	0.508719071155917
B3	0.585212996875989
A2	0.396709342373967
A2	0.462076953550682
A2	0.581957231853414
A2	0.496429322310164
A2	0.656324757577047
A2	0.376918990619347
A2	0.38733390487772
A2	0.574838043161042
A2	0.402033175022614
A2	0.549709949427303
A2	0.550143903565563
A2	0.495378429710899
A2	0.458368720519238
A2	0.470218209827371
A2	0.510202493814122
A2	0.448818853730887
A2	0.407568001639451
A2	0.603706797889136
A2	0.484376077900356
A2	0.729617589726155
A2	0.602753535046256
A2	0.573873005094112
A2	0.557850400893008
A2	0.532562452745524
A2	0.531313864095676
B3	0.608701522378339
B3	0.57617347763391
A2	0.562048504319671
B3	0.446184644738205
A2	0.469468004606621
A2	0.535923226980821
A2	0.484199363063571
A2	0.581482345725719
A2	0.634355150391814
A2	0.495752484743284
A2	0.456774463679292
A2	0.453753293986465
A2	0.432247180084671
A2	0.404489151635393
B3	0.367914180667187
B3	0.430698756615262
B3	0.502823474092868
B3	0.435899317776356
A2	0.369591640583967
A2	0.417455792386091
A2	0.315264619451463
B3	0.383195571269881
A2	0.283909540142427
A2	0.318855872298713
A2	0.267391159268068
A2	0.28337111523855
A2	0.357231582871623
A2	0.419670773165595
A2	0.283786890025584
B3	0.324704589128424
B3	0.271826118441885
B3	0.318267794087548
B3	0.321407552131586
B3	0.435743409180357
B3	0.312107280031925
A2	0.363713245098512
B3	0.31789103973791
B3	0.253999744862416
B3	0.350473730956683
B3	0.419263589352729
B3	0.369115946772391
B3	0.324800715253909
B3	0.330165045694028
B3	0.440539047347525
B3	0.415654380481092
B3	0.366509712142834
B3	0.343459276747459
A2	0.26101178652933
B3	0.281281063322722
B3	0.350585682647391
B3	0.231917690010852
B3	0.321159210885828
A2	0.449932660118093
B3	0.46753003845057
B3	0.36607113928486
B3	0.224303136640485
A2	0.288011769474433
A2	0.269391467768948
A2	0.294622781192609
A2	0.439991840073846
A2	0.491874946751344
A2	0.46760013753639
A2	0.494950069322324
A2	0.42115982141649
A2	0.396485146617304
A2	0.420432230121673
A2	0.473740132675011
A2	0.311649794380779
A2	0.514247535696065
A2	0.409751896185818
A2	0.415979569202016
A2	0.436438448997541
A2	0.330345316633226
A2	0.312596160874374
B3	0.49951883122311
B3	0.35787099700585
B3	0.461085398957493
A2	0.286557933773717
B3	0.368403139876431
B3	0.336361203423527
B3	0.272150446376407
B3	0.515732309353028
A2	0.386455710764387
B3	0.476688835938244
B3	0.382059604840626
B3	0.482327757918576
B3	0.396247805191467
B3	0.323603046179275
B3	0.329826465062228
B3	0.408482370689941
B3	0.411158353723548
B3	0.445559301917863
B3	0.382405539707035
B2	0.313105028740915
B3	0.485476997292271
B3	0.43439778964507
B3	0.350693644145449
B3	0.325026969481575
B2	0.524794054278328
B3	0.483486804193328
B3	0.372346347313733
B2	0.556827066953667
B2	0.436823739414203
B2	0.641817593211738
B2	0.460837620774891
B3	0.639994622580348
B3	0.382927915850964
B3	0.352780283763207
B2	0.677242446695008
B3	0.481563853369073
B3	0.459824017959797
B2	0.475524772526292
B2	0.394265432041375
B2	0.674785472775346
B2	0.557279519912103
B3	0.32297685863417
B3	0.374176296293484
B2	0.491606386227648
B3	0.412400694684753
B2	0.546649394548452
B3	0.496651669143359
B3	0.458769991006033
B2	0.395573163948649
B2	0.357989937013792
B2	0.42028055839055
B2	0.37693480322818
B3	0.368073556025355
B2	0.481046096277212
B3	0.409026763656513
B2	0.444446024130266
B2	0.335603640400128
B2	0.310439273192113
B2	0.350625311680695
B2	0.346248585260817
B2	0.32768791375286
B2	0.320440944895198
B2	0.319402220941417
B2	0.487962785917649
B2	0.297746585592607
B2	0.418701714655936
B2	0.416483575278526
B3	0.440722126763662
B3	0.514052787413807
B3	0.514844050404642
B3	0.356957811753645
A2	0.281783309825099
A2	0.421936719515092
A2	0.511518794234266
A2	0.478538498516166
A2	0.504358096939959
A2	0.519139213788344
A2	0.54517964246257
A2	0.797207487998163
A2	0.649134043762544
A2	0.745656757156427
A2	0.642338439905584
A2	0.725603417460934
A2	0.662283812385246
A2	0.72189933282671
A2	0.641108267704152
B1	0.667946334037155
B1	0.797320602067018
B1	0.778484140216219
A2	0.535126062901069
B1	0.663447774624615
B2	0.78484190682253
B2	0.660820935644375
B2	0.492920500837841
B1	0.583517758274771
B2	0.557630528335428
A2	0.481229549978759
A2	0.4526379488829
A2	0.635868019192496
A2	0.546001348825279
B1	0.617679917111945
B1	0.440555791533062
B1	0.526026375751084
B1	0.692551693170004
B2	0.769695058061678
B2	0.680500237725384
B2	0.663013954163516
B2	0.637840274956255
B1	0.640924559748678
A2	0.612816332162339
A2	0.679125252892727
A1	0.642130504207353
A2	0.763573807037572
A2	0.564911576259453
A1	0.670884589103862
A1	0.556996707861148
A2	0.807741244690674
A2	0.529135290558767
A2	0.559358304614685
A2	0.35527128119893
A2	0.588291787490083
A2	0.960646307623946
A2	0.486075027671516
A2	0.47065998692488
A2	0.590890635624195
B1	0.62172634871937
B2	0.734415888444866
B2	0.647733006907066
B1	0.620816570946177
A2	0.646484342049719
A2	0.643265095964389
A2	0.509799487426517
A2	0.593051500441632
B1	0.550150733347932
B1	0.460419975903494
B2	0.497126607197134
B2	0.657699851313312
B2	0.590662837801678
B2	0.659438187107603
B2	0.500376304985895
B2	0.567577702816194
B1	0.515623101958352
A2	0.557953924543023
A2	0.559296495826438
A2	0.395761309661356
A2	0.414251529255745
A2	0.536396405780948
A2	0.635090031621487
A2	0.526031548795689
A2	0.548461319442838
A2	0.635576650965515
A2	0.61183755951748
A2	0.628899319727561
A2	0.546067063250942
A2	0.494876638731573
A2	0.615879126826726
A2	0.520679975952952
B1	0.568311672819962
A2	0.410639815257867
B1	0.405688047623176
B1	0.41076808365177
B2	0.693824153830824
B2	0.54541386897652
B2	0.584397554780364
B1	0.511166039641859
B2	0.616946775964229
B1	0.434693805620707
B2	0.455654367336861
B2	0.410739751108261
B2	0.477378826768208
B2	0.436179345979376
B2	0.368895229620084
B2	0.411351401616798
B2	0.466802881470992
B2	0.423173985317528
B2	0.574971229537741
B1	0.602432321791289
B2	0.456802919375326
B1	0.554875245294383
B3	0.658256582913588
B2	0.58436953323795
B1	0.633958705728002
A2	0.511908796080645
A2	0.586563951078491
A2	0.58271637694265
A1	0.697054678981049
A1	0.696571395500826
A1	0.712698829134344
A1	0.812908842061253
A1	0.705207257008327
A1	0.786982416463819
A1	0.817277430045975
A1	0.616542931061967
A1	0.713598802301124
A1	0.80504926816418
A1	0.798555468486787
A2	0.691616720301721
A2	0.638264305426168
A2	0.673004653862488
B1	0.60571928880521
B1	0.657588889880486
B2	0.642406064763836
B2	0.692491738325447
B1	0.50996765180854
B1	0.759478428013133
B2	0.782502098087193
B2	0.665447361788851
B1	0.611953130227884
B1	0.790973441418514
B1	0.671505137627868
B1	0.75145084567108
B1	0.669260580930641
B1	0.731743284690542
B1	0.843641219116123
A2	0.806832752572532
A1	0.895698428288255
A2	0.83575864618956
A1	0.692682101398113
A1	0.76264398255835
A1	0.73561199737982
A1	0.625047087977523
A1	0.792275872395533
A1	0.824560659586697
A2	0.697154455385756
A2	0.899354383388948
A1	0.93194943658536
A2	0.786978368456817
A1	0.884227225677375
A2	0.844871647417746
A1	0.90214047563377
A1	1
A1	1
A1	0.963667619916097
A1	0.646492819215144
A1	0.869192777005736
A1	0.709530566983476
A1	0.94307968547485
A1	0.881482022460216
A1	0.912327564917631
A1	0.916539476320726
A1	0.861364804608869
A1	0.816375401921017
A1	0.798695140806419
A1	0.898289189092944
A1	0.900751717260832
A2	0.655600223628832
A2	0.775402846024177
A2	0.818068712242785
A2	0.752192012578582
A2	0.589588911652332
B1	0.500229258493103
B2	0.4624746396455
B2	0.52372028549472
B2	0.466071616675936
B2	0.485678051466751
B2	0.525045400374667
B2	0.49618355678633
B2	0.436353630757807
A2	0.45189218706291
B1	0.41621871401646
B2	0.472582181328353
B2	0.3539427573388
B2	0.428394830903703
B2	0.423807933051503
B2	0.624151781465846
B2	0.461443669927284
B2	0.653808385243544
B2	0.329845514726816
B2	0.322316106447626
B2	0.450686903877434
B2	0.411827425394338
B2	0.587101887697285
B2	0.48063390682495
B2	0.352067810635136
B2	0.637390686100639
B2	0.464326001058123
B2	0.411326211106443
