cond	contrast
15 min	1.22357591672692
15 min	1.20377757136047
15 min	1.22788347502393
15 min	1.19965428405725
15 min	1.1927763418774
15 min	1.20898179816735
15 min	1.22765047553167
15 min	1.19787353978614
15 min	1.22204507029304
15 min	1.18249628203481
15 min	1.21375760967198
15 min	1.26717556433555
15 min	1.26079664499567
15 min	1.21249425205271
15 min	1.29147171155435
15 min	1.20799677630253
15 min	1.20582314687571
15 min	1.22498704931243
15 min	1.23952778807755
15 min	1.23349742491224
15 min	1.22924118175676
15 min	1.23692566004855
15 min	1.2251879677171
15 min	1.20070449322915
15 min	1.24479068502837
15 min	1.23673955433851
15 min	1.22740593061538
15 min	1.20884609844786
15 min	1.21736595899873
15 min	1.24584819302066
15 min	1.20811452734982
15 min	1.25462763364246
15 min	1.21292854465534
15 min	1.23671791533411
15 min	1.20669605127043
15 min	1.21283936744589
15 min	1.29169151318436
15 min	1.23661540096185
15 min	1.25509369167436
15 min	1.2336304118891
15 min	1.2123148211058
15 min	1.20953685694527
15 min	1.24957502931582
15 min	1.25384149389668
15 min	1.19958274018159
15 min	1.19572982276721
15 min	1.241274319125
15 min	1.23122408033851
15 min	1.22100929110042
15 min	1.19158005289838
15 min	1.19793198164772
15 min	1.25782075491623
15 min	1.21768972101809
15 min	1.23826289936659
15 min	1.20321704223866
15 min	1.25107412080152
15 min	1.23169571944419
15 min	1.26631616348818
15 min	1.21182428633891
15 min	1.25386561895867
15 min	1.27071483862302
15 min	1.15077268476711
15 min	1.23990003199895
15 min	1.22285047804566
15 min	1.19708162750444
15 min	1.2174007709402
15 min	1.25288273333729
15 min	1.24214035634252
15 min	1.24440860826604
15 min	1.20604472133822
15 min	1.18190850929522
15 min	1.21504846254992
15 min	1.1946719698717
15 min	1.22875781706391
15 min	1.26312245413616
15 min	1.3048902805804
15 min	1.23575615145387
15 min	1.23304572189496
15 min	1.18688880730786
15 min	1.24913601800776
15 min	1.21567430439561
15 min	1.26097818720481
15 min	1.19258818961151
15 min	1.1398602632811
15 min	1.21673915262048
15 min	1.2392180878125
15 min	1.24946124293539
15 min	1.21477652060267
15 min	1.2425321281978
15 min	1.20827950518254
15 min	1.24869932811106
15 min	1.22147429844165
15 min	1.19696898926703
15 min	1.21288372758282
15 min	1.19299451037755
15 min	1.23971829363504
15 min	1.15298476985304
15 min	1.23478503949604
15 min	1.26424586597791
15 min	1.24700368875298
15 min	1.27073926022735
15 min	1.19729027067942
15 min	1.21877669118476
15 min	1.27908525024524
15 min	1.26330621370921
15 min	1.20931498531997
15 min	1.17191591605735
15 min	1.17176047794813
15 min	1.23802317556607
15 min	1.24267836869584
15 min	1.24797680036027
15 min	1.21154808257516
15 min	1.21928511259696
15 min	1.20618897407037
15 min	1.22554640339542
15 min	1.27675718077734
15 min	1.27932446698631
15 min	1.22523874430544
15 min	1.25167242364214
15 min	1.20298479773157
15 min	1.17255474437535
15 min	1.23614018475427
15 min	1.2713509129519
15 min	1.40441163682165
15 min	1.24880301037945
15 min	1.32170843422219
15 min	1.33441365362457
15 min	1.27900161708471
15 min	1.31182385974202
15 min	1.2633488567868
15 min	1.27331206876466
15 min	1.25633470133935
15 min	1.34554014591652
15 min	1.36932854106697
15 min	1.23541374151195
15 min	1.39613333465972
15 min	1.26871617426553
15 min	1.29532030239429
15 min	
15 min	1.28741784374755
15 min	1.32498091493171
15 min	1.26926288410954
15 min	1.26460995734562
15 min	1.27417287566416
15 min	1.22854266160306
15 min	1.22340714827437
15 min	1.21061537597568
15 min	1.19434647212704
15 min	1.23626482769018
15 min	1.21282935520295
15 min	1.20755697142336
15 min	1.1621768642211
15 min	1.21718082348152
15 min	1.22806911126091
15 min	1.21964434692884
15 min	1.29489450010436
15 min	1.21320997366711
15 min	1.235844162402
15 min	1.20580164319302
15 min	1.20209877499228
15 min	1.21712413487497
15 min	1.32138002995964
15 min	1.18151735119196
15 min	1.23024997166963
15 min	1.29456118943127
15 min	1.21976151010148
15 min	1.27837531095757
15 min	1.218257127305
15 min	1.19562412902304
15 min	1.24247649008642
15 min	1.18998443267353
15 min	1.15792028316334
15 min	1.23554807924243
15 min	1.18971549146754
15 min	1.17965840139795
15 min	1.22123298518522
15 min	1.24529567647099
15 min	1.2067504753547
15 min	
15 min	1.23774521792392
15 min	1.21146935925506
15 min	1.20603083955268
15 min	1.2223709023463
15 min	1.25264902437864
15 min	1.23691444178955
15 min	1.23895031438045
15 min	1.21976624008212
15 min	1.27701577912884
15 min	1.23116170741329
15 min	1.21109067282335
15 min	1.21033718511428
15 min	
15 min	1.22692299406051
15 min	1.23879989765475
15 min	1.18321089218971
15 min	1.28429711746971
15 min	1.2403414430102
15 min	1.19573644903947
15 min	1.21310443403785
15 min	1.2481537760219
15 min	1.19074411417822
15 min	1.26729251622602
15 min	1.20707877124266
15 min	1.17547587675245
15 min	1.20986072691017
15 min	1.25556754385013
15 min	1.2265243206061
15 min	1.22811682502775
15 min	1.22732485972009
15 min	1.23468575871559
15 min	1.24181483267035
15 min	1.22311337073292
15 min	1.21553364688551
15 min	1.25615897695928
15 min	1.23250087039637
15 min	1.21338881160973
15 min	1.23051579320081
15 min	1.25277202121633
15 min	1.24051633310195
15 min	1.19041662795589
15 min	1.15503544957117
15 min	1.21321032320555
15 min	1.21823930202913
15 min	1.17544652444208
15 min	1.24586355693541
15 min	1.21712997034156
15 min	1.20040027043107
15 min	1.1653312441631
15 min	1.1985913928299
15 min	1.27586636784742
15 min	1.22174931632192
15 min	1.34125435296813
15 min	1.26534274161148
15 min	1.24696831066343
15 min	1.21805355362594
15 min	1.24327167503259
15 min	1.2417582639637
15 min	1.21260677684003
15 min	1.22446654770532
15 min	1.2126908647658
15 min	1.25557287744628
15 min	1.24954039869968
15 min	1.24156563549563
15 min	1.23820862424761
15 min	1.20143772759531
15 min	1.20146793565592
15 min	1.19638452494317
15 min	1.2600263149582
15 min	1.24707669691138
15 min	1.23073589821119
15 min	1.2125954338768
15 min	1.21632049273462
15 min	1.22756092954647
15 min	1.22772600370273
15 min	1.19971753082303
15 min	1.23822356248992
15 min	1.25939367619771
15 min	1.26943183955929
15 min	1.27236708511099
15 min	1.22059175740622
15 min	1.23458653922318
15 min	1.25112966147367
15 min	1.27066754931619
15 min	1.25540322325052
15 min	1.14219380160945
15 min	1.22531663885876
15 min	1.21941852522886
15 min	1.26593849736825
15 min	1.23377265703227
15 min	1.21830395035045
15 min	1.23205487389165
15 min	1.22104954772673
15 min	1.21980718923824
15 min	1.28062470371912
15 min	1.23162750079741
15 min	1.24292413420611
15 min	1.21127982011781
15 min	1.21345182152832
15 min	1.21284527959074
15 min	1.25235558529779
15 min	1.26304117627325
15 min	1.23135693781659
15 min	1.2250471698164
15 min	1.18954075274264
15 min	1.23349183850333
15 min	1.23349521438384
15 min	1.28512613101977
15 min	1.21241817307707
15 min	1.2632414577163
15 min	1.2122650884405
15 min	1.17343631527273
15 min	1.24861767516612
15 min	1.2466435808957
15 min	1.17418242149241
15 min	1.21560477735506
15 min	1.25271032236659
15 min	1.24017220093688
15 min	1.24575570720689
15 min	1.19301894963566
15 min	1.25427419654084
15 min	1.20627005762541
15 min	1.24359580261491
15 min	1.19922033331932
15 min	1.24307289188351
15 min	1.22548201428297
15 min	1.23363883716684
15 min	1.20964838451359
15 min	1.29136994385675
15 min	1.17650089280876
15 min	1.24444271079015
15 min	1.25896418016051
15 min	1.23276465855799
15 min	1.19207956955336
15 min	1.22627937892726
15 min	1.09352825729772
15 min	1.22131312505683
15 min	1.17998443126043
15 min	1.1827462798552
15 min	1.26476208377301
15 min	1.25537293410268
15 min	1.24068332206582
30 min	1.07733419413187
30 min	1.08137865664162
30 min	1.11898241383528
30 min	1.08671453825215
30 min	1.04745706110083
30 min	1.04478931264941
30 min	1.07387404686675
30 min	1.10472541514337
30 min	1.10991578685927
30 min	1.07765320010555
30 min	1.05983585368378
30 min	1.05964541553862
30 min	1.0917237999594
30 min	1.05848007476683
30 min	1.09750809060515
30 min	1.09592803049929
30 min	1.12266020457582
30 min	1.11101619002451
30 min	1.11154313887507
30 min	1.10243669336975
30 min	1.11234060096859
30 min	1.14226536227499
30 min	1.07760040493901
30 min	1.11866757775272
30 min	1.08391913523084
30 min	1.09851190019558
30 min	1.1425030318646
30 min	1.08488983794933
30 min	1.08551784674398
30 min	1.05523398078017
30 min	1.05261477119301
30 min	1.12118994905592
30 min	1.1372131221313
30 min	1.1178040499642
30 min	1.09835078000845
30 min	1.06455345711315
30 min	1.08448957412768
30 min	1.13438747033974
30 min	1.13350956743532
30 min	1.08073879075238
30 min	1.08699357456467
30 min	1.09231923848217
30 min	1.11939109828278
30 min	1.13121333466359
30 min	1.11653394795514
30 min	
30 min	1.12472697679209
30 min	1.10344996371607
30 min	1.13177155585064
30 min	1.12933074346398
30 min	1.11115835702379
30 min	1.12965576457791
30 min	1.10927702889236
30 min	1.09816805436618
30 min	1.16718153794645
30 min	1.16409039817133
30 min	1.11013047118085
30 min	1.17626170069022
30 min	1.07445059201655
30 min	1.08619667715158
30 min	1.0667350896419
30 min	1.07522433292075
30 min	1.16443155291651
30 min	1.14011943959012
30 min	1.13137064127806
30 min	1.09032766693262
30 min	1.10373423426195
30 min	1.1316124755569
30 min	1.12207550311655
30 min	1.0620030181817
30 min	1.10375932709193
30 min	1.11538789391847
30 min	1.10661210406964
30 min	1.08354260220764
30 min	1.13382948683882
30 min	1.13280122928594
30 min	1.07702848304297
30 min	1.06761252291766
30 min	1.07660693399375
30 min	1.08462685255499
30 min	1.14193962077351
30 min	1.11885083077875
30 min	1.06691606964187
30 min	1.08795601203852
30 min	1.10032908003934
30 min	1.0934604488698
30 min	1.13622058803719
30 min	1.13593258634504
30 min	1.16446127171788
30 min	1.13331279443116
30 min	
30 min	1.18050694750357
30 min	1.14067767903326
30 min	1.12144086845285
30 min	1.14716664146527
30 min	1.10683132106532
30 min	1.11746561100405
30 min	1.07502568619259
30 min	1.11796262374851
30 min	1.1158454404177
30 min	1.11083922171989
30 min	1.06876710158234
30 min	1.08126850088524
30 min	1.09253248624981
30 min	
30 min	1.12006162214016
30 min	1.12813657586928
30 min	1.15327632308504
30 min	1.12806837607186
30 min	1.07019631228364
30 min	1.07560809308468
30 min	1.08063406261357
30 min	1.07436007771239
30 min	1.10101714359632
30 min	1.07134932739407
30 min	1.03818810613119
30 min	1.05055448829343
30 min	1.10584543468663
30 min	1.03788728209256
30 min	1.067425412465
30 min	1.13203544390262
30 min	1.12154589159726
30 min	1.09942071812046
30 min	1.11427330774794
30 min	1.09535940311043
30 min	1.09599376003813
30 min	1.11790922171482
30 min	1.12087817978275
30 min	1.07451310513378
30 min	1.12201124159923
30 min	1.11938306118093
30 min	1.10495861123752
30 min	1.10364033565194
30 min	1.15609515147569
30 min	1.1411861287491
30 min	1.12249477345084
30 min	1.07365475246674
30 min	1.13685828203844
30 min	1.09091811452313
30 min	1.09015147587431
30 min	1.09480874090681
30 min	1.03581573512717
30 min	1.06593494298748
30 min	1.04613186087681
30 min	1.05221006886301
30 min	1.10524708964445
30 min	1.08524474119356
30 min	1.08856248778721
30 min	1.08771504156221
30 min	1.08633249004948
30 min	1.07952315060904
30 min	1.07803105506811
30 min	1.09416685985411
30 min	1.0765185874371
30 min	1.12685773228983
30 min	1.0975493779562
30 min	1.09693705214683
30 min	1.08130635559121
30 min	1.07115032844743
30 min	1.07930187582353
30 min	1.06597917193915
30 min	1.0778540068127
30 min	1.07930317283518
30 min	1.06660043195257
30 min	1.05099355070689
30 min	1.05065992678348
30 min	1.07573508468548
30 min	1.0848497939537
30 min	1.08626447271591
30 min	1.08184114364553
30 min	1.07335828497618
30 min	1.09683867337065
30 min	1.0840813957506
30 min	1.07565673887814
30 min	1.0558207229438
30 min	1.05176080345793
30 min	1.06959657540116
30 min	1.0723491304954
30 min	1.14333006996017
30 min	1.1413815975144
30 min	1.07526922052533
30 min	1.07125042662808
30 min	1.09327554094266
30 min	1.11797517530369
30 min	1.06124719569794
30 min	1.10610924619703
30 min	1.11913166367336
30 min	1.12444137204114
30 min	1.10021842793501
30 min	1.07337569647497
30 min	1.04677155583286
30 min	1.09268461817112
30 min	1.09832641987378
30 min	1.12715485408576
30 min	1.11972352519497
30 min	1.07680276003413
30 min	1.09449577117145
30 min	1.07319502151231
30 min	1.07948737160069
30 min	1.08993727032344
30 min	1.12767447120775
30 min	1.0739147064238
30 min	1.1064633712035
30 min	1.10876710431865
30 min	1.10155464965119
30 min	1.07467694696537
30 min	1.05544730633918
30 min	
30 min	1.11981375853058
30 min	1.08980043549718
30 min	1.11780279151129
30 min	1.14410468775737
30 min	1.12338122774443
30 min	1.12789590943994
30 min	1.16450181633473
30 min	1.0898482474402
30 min	1.09507043777604
30 min	1.07260820909131
30 min	1.09718629564803
30 min	1.07193712055388
30 min	1.10812695786701
30 min	1.11150204161233
30 min	1.13465643261459
30 min	1.15558979984689
30 min	1.09001308353465
30 min	1.10966764745018
30 min	1.09181515384903
30 min	1.10861071968742
30 min	1.08098347990851
30 min	1.03830495590252
30 min	1.12438787851341
30 min	1.11664028480691
30 min	1.13265584555786
30 min	1.10784109467256
30 min	1.08600221612199
30 min	1.09458754351382
30 min	1.05272195810363
30 min	1.08883499827412
30 min	1.05534933957945
30 min	1.11054134994426
30 min	1.07892821323784
30 min	1.08174960177397
30 min	1.08860614173475
30 min	1.10305227416397
30 min	1.09926789055075
30 min	1.07652868222674
30 min	1.07209150399154
30 min	1.08718075414423
30 min	1.11845803928522
30 min	1.10516999716242
30 min	1.097006330752
30 min	1.08004681531437
30 min	1.10588941915512
30 min	1.06106015356492
30 min	1.10596266591311
30 min	1.08373911324465
30 min	1.09166804499135
30 min	1.05969730285496
30 min	1.08801346905466
30 min	1.08111266965301
30 min	1.07016758709173
30 min	1.08940148382435
30 min	1.09613589289357
30 min	1.06679002868223
30 min	1.06211326014261
30 min	1.06693903880418
30 min	1.08217107250656
30 min	1.09735974496427
30 min	1.05822482408503
30 min	1.08054779126227
30 min	1.07050614475778
30 min	1.03000442322846
30 min	1.07304195557463
30 min	1.08525612917998
30 min	1.07585576517321
30 min	1.09730335980197
30 min	1.09242088697834
30 min	1.07942111723437
30 min	1.09053871330449
30 min	1.10685097560667
30 min	1.06594897425481
30 min	1.07986679251074
30 min	1.1555653042338
30 min	1.09862508437848
30 min	1.11241271496597
30 min	1.11372675680923
30 min	1.07691663643044
30 min	1.13268203181544
30 min	1.05403524374285
30 min	1.08700574364455
30 min	1.09119108101575
30 min	1.05627339850766
30 min	1.15918452014225
30 min	1.21488307603329
30 min	1.06815161735832
30 min	1.11001215602744
30 min	1.0818395647691
30 min	1.05543908046995
30 min	1.09288614482484
30 min	1.08956498542007
30 min	1.08538321260812
30 min	1.05795879174925
30 min	1.07393216587067
30 min	1.06493199998801
30 min	1.07100548147734
30 min	1.14269381702068
30 min	1.10521550456989
30 min	1.11183111920973
30 min	1.12800183791979
30 min	1.12320170471702
30 min	1.08755314613447
30 min	1.13173381229469
30 min	1.12622285317795
30 min	1.10853534207505
30 min	1.11130191364405
30 min	1.28394436414048
30 min	1.13641703289633
30 min	1.11948745286135
30 min	1.11035613444892
30 min	1.14111674739777
30 min	1.13829996548557
30 min	1.08964484922738
30 min	1.11633956470036
30 min	1.12074779533099
30 min	1.11923796854762
30 min	1.11138985280276
30 min	1.13915924772193
30 min	1.11904983170238
30 min	1.09010680783856
30 min	1.12018895597899
30 min	1.09669113865851
30 min	1.14024078624997
30 min	1.16924838268595
30 min	1.07786718555409
30 min	1.0999436651775
30 min	1.09188945408186
30 min	1.05098888747982
30 min	1.16239615753804
30 min	1.10896782082199
30 min	1.08243808650287
30 min	1.11441430657004
30 min	1.09989190108134
30 min	1.10752321898606
30 min	1.12767633302577
30 min	1.12052109187687
30 min	1.14139904326503
30 min	1.1175404200486
30 min	1.14848453466666
30 min	1.11854227616654
30 min	1.10242166590096
30 min	1.10162040672964
30 min	1.11854169797851
30 min	1.12252286806867
30 min	1.13632884746332
30 min	1.05545631841178
30 min	1.14862436969261
30 min	1.10713035530954
30 min	1.12518535340569
30 min	1.09507044476904
30 min	1.10298090413857
30 min	1.08705371127345
30 min	1.11193902947918
30 min	1.07250097205856
30 min	1.09651535617487
30 min	1.07670584564032
30 min	1.16921379848622
30 min	1.12813747968686
30 min	1.16903060948767
30 min	1.14693245080249
30 min	1.11631972205776
30 min	1.12875789664399
30 min	1.16141940444876
30 min	1.15211266284791
30 min	1.15629198961471
30 min	1.13153142428206
30 min	1.13157364798626
30 min	1.14752118248714
30 min	1.12081581787583
30 min	1.12910731287629
30 min	1.19464436403106
30 min	1.09837625264122
30 min	1.12163422365868
30 min	1.09798550575566
30 min	1.13167891367318
30 min	1.08751584837213
30 min	1.10135052316242
30 min	1.10333881166515
30 min	1.17278344034514
30 min	1.15609203394559
30 min	1.10749615611147
30 min	1.12094847527231
30 min	1.14968929911284
30 min	1.10038535729693
30 min	1.0850158724496
30 min	1.14822100074958
30 min	1.1028777045088
30 min	1.11818358219271
30 min	1.07829321542558
30 min	1.12350906738798
30 min	1.14700350480518
30 min	1.18724621406508
30 min	1.1793088186718
30 min	1.15976896523759
30 min	1.1884229099182
30 min	1.09259884141133
30 min	1.17837487552002
30 min	1.088395333778
30 min	1.12692842935174
30 min	1.11624773740868
30 min	1.1206814422605
30 min	1.15842871244283
30 min	1.09753621791322
30 min	1.13117215810128
30 min	1.17060797930309
30 min	1.11777770098648
30 min	1.13473079104495
30 min	1.15277344979779
30 min	1.09505230077273
30 min	1.13384516783336
30 min	1.11173437197332
30 min	1.11034734901616
30 min	1.09387361311963
30 min	1.12156560349625
30 min	1.09427759707426
30 min	1.1014544047678
30 min	
30 min	1.10908503049825
30 min	1.12518732740162
30 min	1.11008502419886
30 min	1.09809764387159
30 min	1.09193775915804
30 min	1.10008317693615
30 min	1.10221161975972
30 min	1.0786682854379
30 min	1.09505888430343
30 min	1.13118113758181
30 min	1.12117001104536
30 min	1.13127557091944
30 min	1.15352056738405
30 min	1.11768480094514
30 min	1.14501784272536
30 min	1.10731774428552
30 min	1.11976850537397
30 min	1.10728394989175
30 min	1.0868485131387
30 min	1.07423539600906
30 min	1.11514901774448
30 min	1.11931343972233
30 min	1.15128912084543
30 min	1.09319714824264
30 min	1.12245237613235
30 min	1.11658841796893
30 min	1.1298707676081
30 min	1.11997626657664
30 min	1.07263616943685
30 min	1.07165345730388
30 min	1.00014768817184
30 min	1.07081614196632
30 min	1.08369472557838
30 min	
30 min	1.09111411771421
30 min	1.16418006507697
30 min	1.09001629481037
30 min	1.14603044600693
30 min	1.09025390577846
30 min	1.14847729050703
30 min	1.07860799726447
30 min	1.10820950130863
30 min	1.13975185526414
30 min	1.11465213469525
30 min	1.25127864138208
30 min	1.09917513133472
30 min	1.08584840413375
30 min	1.16214266061851
30 min	1.10345497294448
30 min	1.12424948189433
30 min	1.10224908341177
30 min	1.09792428401052
30 min	1.09766985111874
30 min	1.07235624359652
30 min	1.0953070779428
30 min	1.07147349373646
30 min	1.07902873939372
30 min	1.11537459939805
30 min	1.11124640765733
30 min	1.15794884728293
30 min	1.16511273160903
30 min	1.1560058745257
30 min	1.11681384889993
30 min	1.11660447415511
30 min	1.09670997482651
30 min	1.14094575929668
30 min	1.13164537523738
30 min	1.14608074105537
30 min	1.13956771358378
30 min	1.13565861208891
30 min	1.1547278479803
30 min	1.1073686859137
30 min	1.11846106724237
30 min	1.14670864996373
30 min	1.14521149817195
30 min	1.06185409335144
30 min	1.17551988600325
30 min	1.11115815245222
30 min	1.19685943654464
30 min	1.12197756546764
30 min	1.16696002224342
30 min	1.1152126795848
30 min	1.14124127812272
30 min	1.08750333039694
30 min	1.14852678891685
30 min	1.11311149411982
30 min	1.15830080194797
30 min	1.14050539938766
30 min	1.18372500374438
30 min	1.18606517158868
30 min	1.10514151140395
30 min	1.1798629172523
30 min	1.10652689256624
30 min	1.11693078497655
30 min	1.11303838739597
30 min	1.0812488103496
30 min	1.13959494048367
30 min	1.13928978502405
30 min	1.11163984189608
30 min	1.18228909853683
30 min	1.18870745515361
30 min	1.17844435149565
30 min	1.09554160562552
30 min	1.09079587311219
30 min	1.19509425666402
30 min	1.13427104627681
30 min	1.12576610021623
30 min	1.11684671399019
30 min	1.15261693907519
30 min	1.12826216899047
30 min	1.09518062835511
30 min	1.15801163360129
30 min	1.12846355826898
30 min	1.16789488692187
30 min	1.11092375377558
30 min	1.0951618927607
30 min	1.11901757119095
30 min	1.10220728980747
30 min	1.12898536624168
30 min	1.16497812138816
30 min	1.15755242529382
30 min	1.10671806446672
30 min	1.11116696669766
30 min	1.11473647564533
30 min	1.12984104054332
30 min	1.0853554342011
30 min	1.14816225084656
30 min	1.11971372045255
30 min	1.07483774571236
30 min	1.11404754610788
30 min	1.12649597987537
30 min	1.10007738382736
30 min	1.1061397389194
30 min	1.10056340979836
30 min	1.10072571772959
30 min	1.11777563927509
30 min	1.07770444753194
30 min	1.14434474767044
30 min	1.10564262499676
30 min	1.10464658389817
30 min	1.06572519499968
30 min	1.09029200598312
30 min	1.18019939140926
30 min	1.15883169998158
30 min	1.20161099471388
30 min	1.13391232143999
30 min	1.14042411984255
30 min	1.16970975905616
30 min	1.11267285011975
30 min	1.10150425910911
30 min	1.11446546688688
30 min	1.11579811337392
30 min	1.06399799769915
30 min	1.08517271578876
30 min	1.09400708654676
30 min	1.06524395259187
30 min	1.06403130928014
30 min	1.0742447478937
30 min	1.04211009496977
30 min	1.05143837361361
30 min	1.07390031795095
30 min	1.06539479274554
30 min	1.06791391695269
30 min	1.06036684972972
30 min	1.10226020918277
30 min	1.09873279887798
30 min	1.12088399193706
30 min	1.09542579395045
30 min	1.06112635726803
30 min	1.05955812906356
30 min	1.06554410100617
30 min	1.07531953311169
30 min	1.06570237556291
30 min	1.07677356936756
30 min	1.07077633286064
30 min	1.05527545395437
30 min	1.04197809097935
30 min	1.03165101837895
30 min	1.04609736701976
30 min	1.11590898857596
30 min	1.12369685019469
30 min	1.13698347586584
30 min	1.05970588297042
30 min	1.0374858385485
30 min	1.13033099928378
30 min	1.21155101605162
30 min	1.11494282326387
30 min	1.08628749894446
30 min	1.0768013493036
30 min	1.16258573507015
30 min	1.15256207139661
30 min	1.08860576753049
30 min	1.14056828304659
30 min	1.18615549634193
30 min	1.14657807510763
30 min	1.11868296194508
30 min	1.10103082514883
30 min	1.12639227847235
30 min	1.10932852004834
30 min	1.1421830536637
30 min	1.120049838356
30 min	1.10219446676399
30 min	1.15626089795152
30 min	1.13840184491068
30 min	1.15915780007509
30 min	1.07448639946477
30 min	1.11872779653446
30 min	1.15493877856553
30 min	1.16251483249287
30 min	1.12843262718174
30 min	1.17876293768296
30 min	1.13203182644716
30 min	1.09313576929455
30 min	1.09326031466581
30 min	1.0967300801626
30 min	1.10758128836786
30 min	1.13934060198829
30 min	1.12649966574092
30 min	1.12348806777392
30 min	1.17306709985401
30 min	1.07884039131798
30 min	1.06527821861057
30 min	1.09446109237066
30 min	1.08195431403409
30 min	1.13507507655457
30 min	1.10788332707165
30 min	1.12567074769653
30 min	1.10069015189466
30 min	1.11768346038152
30 min	1.08858191980313
30 min	1.08088819938732
30 min	1.13404065365747
30 min	1.12733803813608
30 min	1.095465128197
30 min	1.12684406411176
30 min	1.12462633389987
30 min	1.09050384392364
30 min	1.10113131728008
30 min	1.12776910198192
30 min	1.10211076667277
30 min	1.10525990279963
30 min	1.12988374980671
30 min	1.13752087246684
30 min	1.05469530156882
30 min	1.11233308732906
30 min	1.11120908214854
30 min	1.12783570616754
30 min	1.11317749300688
30 min	1.09276531409909
30 min	1.13231315717805
30 min	1.03973496114281
30 min	1.07361153829087
30 min	
30 min	1.04444737358899
30 min	1.07361677144798
30 min	1.05387513900043
30 min	1.06135849816108
30 min	1.06908124129483
30 min	1.04767394693072
30 min	1.07422958626764
30 min	1.06913805003381
30 min	1.0737122234365
30 min	1.05576756472989
30 min	1.04767123129472
30 min	1.07850505268793
30 min	1.0703730842845
30 min	1.07120769888509
30 min	1.05267694668537
30 min	1.05891643218494
30 min	1.07053448793503
30 min	1.03774857344719
30 min	1.04758813496812
30 min	1.07730891467426
30 min	1.07777413011912
30 min	1.04679257937962
30 min	1.05202735772767
30 min	1.06990938258643
30 min	1.03914459249703
30 min	1.04920546831561
30 min	1.07841424461056
30 min	1.07850697610768
30 min	1.11307905642577
30 min	1.06232714190097
30 min	1.0742596128312
30 min	1.07995675655503
30 min	1.08640934195579
30 min	1.05507874802861
45 min	1.03144114758299
45 min	1.04738512574715
45 min	1.02008647061051
45 min	1.05953783291303
45 min	1.01941793918046
45 min	1.07326225196347
45 min	1.01254003549193
45 min	1.03242348302545
45 min	1.04640078191471
45 min	1.08750484013146
45 min	1.02301064496093
45 min	1.03916293929893
45 min	1.05035679528782
45 min	1.06455779984531
45 min	1.05283289425914
45 min	1.01500059487398
45 min	1.07915428097678
45 min	1.01837211868482
45 min	1.06458284293661
45 min	1.0440061707142
45 min	1.05809511387649
45 min	1.03125077879714
45 min	1.07097438143051
45 min	1.04869604101975
45 min	1.02475054912312
45 min	1.03291013820493
45 min	1.04552346145619
45 min	1.0320459138522
45 min	1.04341421302064
45 min	1.05311417665337
45 min	1.06982126471784
45 min	1.06465850606738
45 min	1.0167069087952
45 min	1.06529758196157
45 min	1.05707971096144
45 min	1.02853626059171
45 min	1.02116597548635
45 min	1.07644613050955
45 min	1.04972606158936
45 min	1.04899481866204
45 min	1.01376369973016
45 min	1.03564019434661
45 min	1.06358234779409
45 min	1.06429309969881
45 min	1.06464288034313
45 min	1.08443048940676
45 min	1.07670823240261
45 min	1.02417207710044
45 min	1.05936268623133
45 min	1.08577802553829
45 min	1.06275245572472
45 min	1.01947963205514
45 min	1.05357364690527
45 min	1.0477035689813
45 min	1.07272900126692
45 min	1.08840761368624
45 min	1.06713736069707
45 min	1.11850512719709
45 min	1.06426148771745
45 min	1.09005306316871
45 min	1.10261859816566
45 min	1.06968884802435
45 min	1.09957220747909
45 min	1.02243506871174
45 min	1.06137463802619
45 min	1.07118213363115
45 min	1.02160825034178
45 min	1.06910757289087
45 min	1.07714370137264
45 min	1.05549038339289
45 min	1.05968580515048
45 min	1.09212765952194
45 min	1.04693942459061
45 min	1.04302189260505
45 min	1.04111988925538
45 min	1.07412485803954
45 min	1.02897556752148
45 min	1.09558204031538
45 min	1.02220787770699
45 min	1.0867465908942
45 min	1.11444554793366
45 min	1.07000953551822
45 min	1.07409111538947
45 min	1.06923721260952
45 min	1.05579108555023
45 min	1.06506900756371
45 min	1.06343219731427
45 min	1.06822215995206
45 min	1.02659479551799
45 min	1.02801031086274
45 min	1.04765569226197
45 min	1.04511567798019
45 min	1.05430263978442
45 min	1.05472996088019
45 min	1.04941985631624
45 min	1.10120225542265
45 min	1.07474905797213
45 min	1.05144489562905
45 min	1.0487034356416
45 min	1.05728350447043
45 min	1.03589561709337
45 min	1.0441563556128
45 min	1.10606712538816
45 min	1.05246305569947
45 min	1.06037766478078
45 min	1.04196272410357
45 min	1.05186757668789
45 min	1.04322694364987
45 min	1.05896145452149
45 min	1.04511373889158
45 min	1.0325039507901
45 min	1.05775867375107
45 min	1.02429654730001
45 min	1.0226176572485
45 min	1.03270740162433
45 min	1.03787356764221
45 min	1.02935394256651
45 min	1.14154518950153
45 min	1.02619100715713
45 min	1.02125872386449
45 min	1.00413061104986
45 min	1.05626780623472
45 min	1.03819831787022
45 min	1.03679325809678
45 min	1.05636552979421
45 min	1.06487485340661
45 min	1.0465579115414
45 min	1.03157341594389
45 min	1.0332114237805
45 min	1.04023247740186
45 min	1.05206173866241
45 min	1.04737973386432
45 min	1.04148048728785
45 min	1.04302539649772
45 min	1.02787385238665
45 min	1.02989084858837
45 min	1.05278709984242
45 min	1.02927251211738
