cond	dln
2 h	0.661164809114054
2 h	0.586651131919876
2 h	0.6009925535882
2 h	0.609475716935615
2 h	0.647449309970703
2 h	0.633967470041304
2 h	0.593253728997894
2 h	0.624570605118839
2 h	0.637246402371838
2 h	0.562186761799811
2 h	0.558115751696736
2 h	0.612531071555521
2 h	0.573733369870848
2 h	0.618237623678641
2 h	0.603403586205468
2 h	0.61736717073456
2 h	0.613325253222592
2 h	0.614963108271393
2 h	0.520468341141672
2 h	0.702771001570784
2 h	0.585777156921167
2 h	0.600079356783742
2 h	0.610701206858142
2 h	0.590293485976645
2 h	0.599091813616026
2 h	0.558553954590535
2 h	0.617576773314533
2 h	0.682216529589958
2 h	0.561190879221951
2 h	0.666360466749111
2 h	0.561074053253308
2 h	0.607617298750381
2 h	0.653333326329272
2 h	0.574408219188368
2 h	0.62674345978209
2 h	0.583514694099737
2 h	0.57519122500543
2 h	0.568345416052455
2 h	0.578243158719008
2 h	0.612504087950279
2 h	0.937672232430153
2 h	0.561707647398001
2 h	0.607209707181963
2 h	0.585021395272918
2 h	0.624967514349664
2 h	0.674272195540394
2 h	0.569188293413606
2 h	0.633748776403897
2 h	0.552729565799977
2 h	0.601362974528686
2 h	0.593088532462039
2 h	0.569544702173499
2 h	0.510605957682536
2 h	0.665770717326537
2 h	0.634040887128055
2 h	0.595760924139584
2 h	0.620111041670075
2 h	0.695408505820696
2 h	0.605325239278346
2 h	0.58122021473935
2 h	0.637696612347664
2 h	0.520648612603557
2 h	0.658821506888666
2 h	0.594239498210906
2 h	0.618732192003945
2 h	0.6568985719707
2 h	0.658889246504025
2 h	0.60110624765584
2 h	0.640892117654187
2 h	0.399866040673395
2 h	0.611176154827779
2 h	0.525314645150772
2 h	0.617726246121586
2 h	0.611622182294518
2 h	0.652264867306737
2 h	0.704406340956659
2 h	0.591721149127545
2 h	0.601454914861462
2 h	0.601297994492487
2 h	0.680898322689823
2 h	0.663802079126894
2 h	0.744542087791873
2 h	0.623139475784807
2 h	0.653040232654087
2 h	0.653402765010047
2 h	0.604919029202097
2 h	0.597449713709376
2 h	0.705590588397864
2 h	0.702462271190922
2 h	0.634933402820504
2 h	0.665636768366233
2 h	0.812107650061991
2 h	0.549875857089592
2 h	0.684087188317694
2 h	0.570295158077831
2 h	0.627643136674144
2 h	0.564616993368107
2 h	0.668106652772613
2 h	0.603687475433467
2 h	0.583588485194316
2 h	0.598969164354966
2 h	0.621942620036396
2 h	0.535574767092649
2 h	0.602342725309566
2 h	0.596113763567809
2 h	0.618023966521065
2 h	0.642421916859021
2 h	0.535650964288652
2 h	0.630690875463254
2 h	0.546664435260449
2 h	0.569074308255855
2 h	0.523337065616268
2 h	0.620701361513468
2 h	0.589108339578869
2 h	0.560087864793961
2 h	0.584092219239758
2 h	0.523880301810062
2 h	0.614805531520947
2 h	0.696226808416138
2 h	0.61122712843584
2 h	0.613394103042152
2 h	0.601126366652779
2 h	0.552453069881145
2 h	0.573240029174126
2 h	0.617329508293431
2 h	0.503090178968763
2 h	0.51852706041466
2 h	0.628730464230974
2 h	0.667577207632925
2 h	0.604469380071519
2 h	0.623761904379871
2 h	0.576952400464667
2 h	0.584120203519672
2 h	0.666907779537902
2 h	0.610149273717454
2 h	0.59582208620857
2 h	0.40251525148242
2 h	0.602958467876842
2 h	0.573682047288957
2 h	0.650320023249103
2 h	0.626234809672888
2 h	0.392162177474285
2 h	0.597312334520464
2 h	0.691484850018062
2 h	0.560141921028773
2 h	0.633628928950956
2 h	0.589913683279161
2 h	0.632013409192052
2 h	0.818878305870176
2 h	0.581505683097431
2 h	0.639697824353964
2 h	0.579187887922391
2 h	0.636991762538827
2 h	0.691370542003841
2 h	0.607922118520591
2 h	0.55680967676818
2 h	0.640735557174804
2 h	0.640869844455117
2 h	0.648687527999009
2 h	0.717542380393699
2 h	0.645206482264407
2 h	0.549514912883671
2 h	0.537411607049535
2 h	0.63507783790286
2 h	0.627109430738852
2 h	0.588077632470409
2 h	0.518795904732038
2 h	0.62818075091609
2 h	0.577606064602992
2 h	0.608503197364467
2 h	0.57892718473131
2 h	0.611888124105371
2 h	0.693754782611197
2 h	0.593493710901563
2 h	0.537375711308935
2 h	0.634650164009568
2 h	0.648428539559451
2 h	0.595510013921059
2 h	0.608280394165104
2 h	0.648430580714801
2 h	0.723019176816849
2 h	0.60993896484375
2 h	0.643434868439316
2 h	0.545687355713049
2 h	0.700985706221902
2 h	0.654470239717977
2 h	0.650075170226726
2 h	0.588488272592875
2 h	0.581159998410383
2 h	0.62193240220844
2 h	0.6130778370001
2 h	0.585140931736648
2 h	0.680147234001586
2 h	0.550249654198275
2 h	0.605626064849127
2 h	0.640792893141509
2 h	0.693010770673634
2 h	0.600898740308479
2 h	0.688588997184357
2 h	0.646771977119866
2 h	0.568205754216005
2 h	0.602353086775417
2 h	0.622239113664372
2 h	0.618022534993042
2 h	0.582447882791842
2 h	0.562677169091692
2 h	0.65138889279053
2 h	0.617455050786851
2 h	0.545170071008861
2 h	0.586886183467354
2 h	0.528529145209378
2 h	0.564552471714524
2 h	0.591759837248582
2 h	0.704611899454192
2 h	0.581599183012461
2 h	0.608285301365009
2 h	0.602570720302097
2 h	0.548770171528451
2 h	0.647609889448506
2 h	0.652107769494789
2 h	0.635127649054033
2 h	0.629424124052757
2 h	0.613493864345458
2 h	0.661832213034972
2 h	0.596091782527534
2 h	0.608659717442994
2 h	0.578013373061306
2 h	0.619277103514765
2 h	0.599509280295051
2 h	0.537385142723857
2 h	0.542286281523264
2 h	0.580699331887111
2 h	0.633713144944228
2 h	0.559076675873598
2 h	0.574135042282761
2 h	0.685636845577126
2 h	0.565778269975185
2 h	0.645247265041019
2 h	0.660966395205486
2 h	0.564849000637518
2 h	0.59993896484375
2 h	0.639352827830685
2 h	0.630923326763206
2 h	0.557014410308028
2 h	0.651659287413696
2 h	0.626532939667866
2 h	0.602672754436522
2 h	0.567492131878028
2 h	0.625407465384037
2 h	0.638442115344098
2 h	0.615818538043611
2 h	0.64757663646957
2 h	0.623438572726368
2 h	0.572107902663466
2 h	0.481768847953184
2 h	0.638305950298025
2 h	0.562785039165049
2 h	0.545099715833123
2 h	0.624024376693073
2 h	0.565668345135716
2 h	0.586824104928335
2 h	0.613649829176814
2 h	0.67970272734199
2 h	0.617861213321813
2 h	0.560394540047005
2 h	0.642225540882513
2 h	0.63
2 h	0.573674448787611
2 h	0.488701372067232
2 h	0.551957493832517
2 h	0.666750195180182
2 h	0.595653568724089
2 h	0.504353765923863
2 h	0.696004237286814
2 h	0.613415211610436
2 h	0.552209987999008
2 h	0.59006103515625
2 h	0.928118265680936
2 h	0.610115743667145
2 h	0.643044046576955
2 h	0.682788543868485
2 h	0.638516413685786
2 h	0.585646031631899
2 h	0.692528665531923
2 h	0.613777183635765
2 h	0.606346461173837
2 h	0.577474439310574
2 h	0.619883544352369
2 h	0.606603107173441
2 h	0.667971076421965
2 h	0.627599864332217
2 h	0.558029564085249
2 h	0.585329620580248
2 h	0.604980605726447
2 h	0.690686412678862
2 h	0.539239887098323
2 h	0.589426656692469
2 h	0.645198338446681
2 h	0.628623543292809
2 h	0.628524768781109
2 h	0.488332014723195
2 h	0.586277376974105
2 h	0.632006381061646
2 h	0.57006103515625
2 h	0.707580722291061
2 h	0.722289774228676
2 h	0.591009239160243
2 h	0.513448787749309
2 h	0.636946261045579
2 h	0.577411723483439
2 h	0.658577376644324
2 h	0.5954171142643
2 h	0.562676719114392
2 h	0.64503785220855
2 h	0.558845962469665
2 h	0.610435303167611
2 h	0.546062651480749
2 h	0.564124302836656
2 h	0.626855785883575
2 h	0.665820846295646
2 h	0.164630574041554
2 h	0.563614081216548
2 h	0.601230130754494
2 h	0.678100129525756
2 h	0.607563836284798
2 h	0.558709101507395
2 h	0.603701645494661
2 h	0.576928602358391
2 h	0.543536809584928
2 h	0.598245681641708
2 h	0.617871450987717
2 h	0.617114188740239
2 h	0.574010686073325
2 h	0.646844263092767
2 h	0.638670638030783
2 h	0.571180217850025
2 h	0.657287856947698
2 h	0.612060122432441
2 h	0.547986861610364
2 h	0.614605559921069
2 h	0.541212268076446
2 h	0.64
2 h	0.681523912155844
2 h	0.603775664754838
2 h	0.597629550883135
2 h	0.580982908922812
2 h	0.993312630670956
2 h	0.57202096983805
2 h	0.674357204974474
2 h	0.540963093849762
2 h	0.640509219927786
2 h	0.548010809911725
2 h	0.58923333551611
2 h	0.646610476525703
2 h	0.584072321835975
2 h	0.684073134145515
2 h	0.571655095383349
2 h	0.566167492529201
2 h	0.552228538527288
2 h	0.577718421667662
2 h	0.570907849548036
2 h	0.636611941182318
2 h	0.60707107234931
2 h	0.622207473028428
2 h	0.636471679023059
2 h	0.743720825491065
2 h	0.645968909734351
2 h	0.574402681706692
2 h	0.583988327020834
2 h	0.5677621623386
2 h	0.596672251243424
2 h	0.516990597755733
2 h	0.632042924355741
2 h	0.607540833525523
2 h	0.572354538052114
2 h	0.562307924369512
2 h	0.66218983749909
2 h	0.70312045479866
2 h	0.535511171091065
2 h	0.596488589207545
2 h	0.771611828680114
2 h	0.983243590208556
2 h	0.574790800459028
2 h	0.590811794903678
2 h	0.608819065990494
2 h	0.625583322639659
2 h	0.680197617549598
2 h	0.667515483333037
2 h	0.596198521867669
2 h	0.574877287769588
2 h	0.589200516764308
2 h	0.842776402000508
2 h	0.650723860602861
2 h	0.565792146758027
2 h	0.624450846743461
2 h	0.593340835381227
2 h	0.674890716613686
2 h	0.591508197715989
2 h	0.671577718746651
2 h	0.612238067722421
2 h	0.591523402999352
2 h	0.677561659733054
2 h	0.599096280053948
2 h	0.580866578606413
2 h	0.602831890091684
2 h	0.734709301425366
2 h	0.666121500147484
2 h	0.671094147633486
2 h	0.6595423603153
2 h	0.584503442061887
2 h	0.68990977705956
2 h	0.65723271734605
2 h	0.617824348636277
2 h	0.586026450904937
2 h	0.703689983580116
2 h	0.588549635882928
2 h	0.653948911286505
2 h	0.589500772864814
2 h	0.624109335219391
2 h	0.568302881840277
2 h	0.596801161909601
2 h	0.644491207849586
2 h	0.565616571539505
2 h	0.786646845406085
2 h	0.568859040806793
2 h	0.584896469481274
2 h	0.545916594325199
2 h	0.685744168163121
2 h	0.628873420925684
2 h	0.700949221656209
2 h	0.670493619713286
2 h	0.660398147166924
2 h	0.688825453693903
2 h	0.615113340155116
2 h	0.861118984905962
2 h	0.602751454898705
2 h	0.609473230360524
2 h	0.551280123007718
2 h	0.572406931955424
2 h	0.702748042357937
2 h	0.550309538050087
2 h	0.640195043499204
2 h	0.564895097035186
2 h	0.515915714358482
2 h	0.63006103515625
2 h	0.739442592334512
2 h	0.626818644994271
2 h	0.628462204507959
2 h	0.642417965967833
2 h	0.603083250436886
2 h	0.624734740886363
2 h	0.641837047544928
2 h	0.46622962435269
2 h	0.685963284456348
2 h	0.636645530790806
2 h	0.647848017248373
2 h	0.631232964927433
2 h	0.608006613989742
2 h	0.833784340544685
2 h	0.642256392716935
2 h	0.548408298684323
2 h	0.714071546793314
2 h	0.682723040848848
2 h	0.702766094549696
2 h	0.575688299633227
2 h	0.607837356911726
2 h	0.593872988118703
2 h	0.6583837585969
2 h	0.550261645508943
2 h	0.606922738602191
2 h	0.606945456975737
2 h	0.62047946033029
2 h	0.538708997715292
2 h	0.621068433245266
2 h	0.616407263734072
2 h	0.595341852938224
2 h	0.608069304501341
2 h	0.497504378235444
2 h	0.559189536833344
2 h	0.57613249462005
2 h	0.599661923114062
2 h	0.553938422564419
2 h	0.627959825153219
2 h	0.590683093197977
2 h	0.565326576762824
2 h	0.565956857463522
2 h	0.595168930482167
2 h	0.606280106465024
2 h	0.457535429750918
2 h	0.634354249378658
2 h	0.907136544324576
2 h	0.582970071464212
2 h	0.547555904549945
2 h	0.519752946095786
2 h	0.618378198091262
2 h	0.603401534685346
2 h	0.550289712591707
2 h	0.574962326364998
2 h	0.688961554687036
2 h	0.593425567126705
2 h	0.525263576984795
2 h	0.625208421015976
2 h	0.659581748101605
2 h	0.689171595949899
2 h	0.590735148165449
2 h	0.641703215002953
2 h	0.684691807717335
