cond	sd
10 min	0.117460999087572
10 min	0.130757964848793
10 min	0.0751743581019284
10 min	0.192031407551992
10 min	0.0891208930672184
10 min	0.183987734341236
10 min	0.0960027494011038
10 min	0.0931238251259201
10 min	0.0947881439037996
10 min	0.156736243078302
10 min	0.121151739005581
10 min	0.139951732141703
10 min	0.090616835476551
10 min	0.298970880117159
10 min	0.21204399904904
10 min	0.131143450717919
10 min	0.158466242664468
10 min	0.081936775656316
10 min	0.105059674017569
10 min	0.149954263790115
10 min	0.103576004899281
10 min	0.102954337553238
10 min	0.0955653027303944
10 min	0.113964489395497
10 min	0.224549358654333
10 min	0.121979439425563
10 min	0.137573227955051
10 min	0.131978678534162
15 min	0.245953799410699
15 min	0.118874636403132
15 min	0.136790015682009
15 min	0.0884260424738637
15 min	0.149915192278527
15 min	0.0973208828063749
15 min	0.114709633464312
15 min	0.132531170798501
15 min	0.0951108372132267
15 min	0.160961313826222
15 min	0.144762259005216
15 min	0.0883401792874006
15 min	0.10016239089897
15 min	0.274966824722
15 min	0.105058698986932
15 min	0.0882809227391281
15 min	0.100599843293323
15 min	0.095592191265195
15 min	0.111743114222703
15 min	0.101443942366843
15 min	0.100464102241451
15 min	0.102040494473314
15 min	0.13851684428484
15 min	0.121572624876701
15 min	0.101593039667043
15 min	0.115647181398399
15 min	0.101414720066523
15 min	0.178368006400708
15 min	0.10055004029722
15 min	0.123220093272288
15 min	0.141253948327065
15 min	0.117710790257355
15 min	0.0771230914383524
15 min	0.109265077162518
15 min	0.121028922219621
15 min	0.169327088788156
15 min	0.106267232061868
15 min	0.278176096155088
15 min	0.103069493829159
15 min	0.106285665250399
15 min	0.0963094704794492
15 min	0.133794595851198
15 min	0.117877870169902
15 min	0.104512825645254
15 min	0.122852976486862
15 min	0.120769666344049
15 min	0.121315641045998
15 min	0.129747942073345
15 min	0.112836637852651
15 min	0.145887403876914
15 min	0.113242693176286
15 min	0.0976267304355537
15 min	0.113088590665117
15 min	0.105875443064166
15 min	0.0879187646726128
15 min	0.12422263877535
15 min	0.108627386939999
15 min	0.23400451450333
15 min	0.186340378473761
15 min	0.204519476713306
15 min	0.0915824679457344
15 min	0.0982240382546258
15 min	0.139504313473919
15 min	0.0993264803942318
15 min	0.0945731200557134
15 min	0.0951980798907746
15 min	0.0993512134160719
15 min	0.114119670823419
15 min	0.093887049270206
15 min	0.0849729057406845
15 min	0.109539277369644
15 min	0.0921671611078933
15 min	0.288367794665805
15 min	23.7585449150605
15 min	0.0899409570486174
15 min	0.0924187603028962
15 min	0.0967137237599589
15 min	0.095014887270228
15 min	0.11657299528163
15 min	0.088735948221789
15 min	0.109179906706548
15 min	0.181500028167914
15 min	0.100463341194278
15 min	0.104985753335996
15 min	0.167985423326615
15 min	0.127950116021215
15 min	0.145542193336896
15 min	0.104147232985397
15 min	0.183650556872828
15 min	0.18179643086447
15 min	0.102865990633423
15 min	0.194366946455633
15 min	0.101312241575627
15 min	0.107047081275906
15 min	0.10489160921307
15 min	0.221043901913712
15 min	0.120336673224744
15 min	0.103023469164755
15 min	0.100286237193718
15 min	0.100237227339743
15 min	0.110263586048262
15 min	0.110698442636877
15 min	0.091766384642382
15 min	0.106633897784672
15 min	0.0815382142462013
15 min	0.117384649760749
15 min	0.101279783303485
15 min	0.25918512393927
15 min	0.0967918102934512
15 min	0.101585405234891
15 min	0.0979214282552009
15 min	0.127311092000648
15 min	0.0955492915804708
15 min	0.11735480849465
15 min	0.109388966797225
15 min	0.112857515139936
15 min	0.146204643604766
15 min	0.243328630652713
15 min	0.0975169314006795
15 min	0.10048692097372
15 min	0.10808069217654
15 min	0.0937641374043489
15 min	0.0904428818212939
15 min	0.125135315015897
15 min	0.0923772456062553
15 min	0.15344238983345
15 min	0.166806263519248
15 min	0.212746007192275
15 min	0.117899177394977
15 min	0.103337582360033
15 min	1.02992658950104
15 min	0.104291024397734
15 min	0.117575922969982
15 min	0.109443972489904
15 min	0.0941328220494446
15 min	0.140041409000647
15 min	0.0929794503943106
15 min	0.105444748577328
15 min	0.103110481586733
15 min	0.157255597879932
15 min	0.187366583942251
15 min	0.0719254637054538
15 min	0.290978999155141
15 min	0.189503950170543
15 min	0.148802641615572
15 min	0.106387112446133
15 min	0.106725006338194
15 min	0.0895864022877952
15 min	0.100014670637324
15 min	0.106892958477472
15 min	0.35987010603796
15 min	0.127636867782222
15 min	0.116226806631809
15 min	0.11949570503319
15 min	0.131534810656838
15 min	0.17171492141898
15 min	0.108936990981388
15 min	0.138955345464546
15 min	0.0926285852818988
15 min	0.196714887953024
15 min	0.0886030651574319
15 min	0.116711679813997
15 min	0.0872066681544354
15 min	0.10446101942683
15 min	0.106695666592476
15 min	0.105870230567551
15 min	0.0884275748263125
15 min	0.0870423495989698
15 min	0.191310758176405
15 min	0.11914186271111
15 min	0.0929617823540064
15 min	0.186544494853362
15 min	0.0969080595382148
15 min	0.0982831752271122
15 min	0.141752368734545
15 min	0.104881667062429
15 min	0.10025721481119
15 min	0.103292856929312
15 min	0.0931112076748117
15 min	0.114411896185088
15 min	0.101895252743739
15 min	0.130461235964836
15 min	0.0770969691727907
15 min	0.0851134697092366
15 min	0.093803833721604
15 min	0.201200709264843
15 min	0.0891324994199183
15 min	0.118374154334882
15 min	0.208410748345123
15 min	0.0809205708097064
15 min	0.100775263379214
15 min	0.0896781442408389
15 min	0.0911292564388999
15 min	0.106198964201168
15 min	0.141888208449464
15 min	0.109496612391096
15 min	0.0972038407906028
15 min	0.0817303744101595
15 min	0.0912193362817501
15 min	0.163023748086272
15 min	0.241345312823156
15 min	0.134450348566362
15 min	0.0850857191710248
15 min	0.109425361820208
15 min	0.109911591874713
15 min	0.0833778920718096
15 min	0.100446965103858
15 min	0.116780954280713
15 min	0.144522754053062
15 min	0.160745718527463
15 min	0.10832650383756
15 min	0.0957762028766422
15 min	0.0835755088740205
15 min	0.145144629222004
15 min	0.0908647089047754
15 min	0.0935194727438507
15 min	0.0934956730690865
15 min	0.128500728124834
15 min	0.0820607410509827
15 min	0.0938696013817785
15 min	0.0755352682051008
15 min	0.150624696981518
15 min	0.0883754881583273
15 min	0.112991997334086
15 min	0.141568459469994
15 min	0.0831406823574215
15 min	0.106177406883215
15 min	0.164826328215677
15 min	0.0997283075584799
15 min	0.0861324204612315
15 min	0.100392706632904
15 min	0.111221254429805
15 min	0.101301068726455
15 min	0.0982239313345938
15 min	3.96456168592833
15 min	0.118073068407105
15 min	0.1576361810497
15 min	0.118863423379261
15 min	0.103403189248456
15 min	0.0941020099037086
15 min	0.120753515720676
15 min	0.108584715394884
15 min	0.138248516760865
15 min	0.097650295217873
15 min	0.0874200917013111
15 min	0.12819081026132
15 min	0.170678834859577
15 min	0.222300723816482
15 min	0.240934023714639
15 min	0.144249163208797
15 min	0.0859845240639114
15 min	0.0886494368163485
15 min	0.0645257132513647
15 min	0.0978289174446185
15 min	0.107930269673028
15 min	0.138347258457111
15 min	0.104083993186885
15 min	0.160788069260427
15 min	0.111032553464783
15 min	0.0870887319480182
15 min	0.403475776041836
15 min	0.0960175790390754
15 min	0.216027201258916
15 min	0.173793423606988
15 min	0.168992866453691
15 min	0.115050165981574
15 min	0.0899189752690686
15 min	0.10005535927997
15 min	0.109157128687598
15 min	0.107813084270855
15 min	0.0954664446935449
15 min	0.0704295718412682
15 min	0.100080150090823
15 min	0.130868024810045
15 min	0.121548316372378
15 min	0.088226806927594
15 min	0.0946785289611626
15 min	0.0875899882575074
15 min	0.120082465909063
15 min	0.284421141647097
15 min	0.113228582357105
15 min	0.0923115569906
15 min	0.110698381308371
15 min	0.101853813439529
15 min	0.0900988322584279
15 min	0.094475641123376
15 min	0.0855090450235961
15 min	0.106326568607926
15 min	0.107392100553851
15 min	0.0942752180334021
15 min	0.0692973063070259
15 min	0.0955442839102096
15 min	0.110221535756721
15 min	0.120668944024756
15 min	0.121020044851649
15 min	0.0892145707088993
15 min	0.0934863632923132
15 min	0.378857761579764
15 min	0.110939321897515
15 min	0.0980785438413939
15 min	0.118395034311263
15 min	0.0703906028988114
15 min	0.0932531199023252
15 min	0.166206494252911
15 min	0.135372118223124
15 min	0.103434472598339
15 min	0.11708250556854
15 min	0.0968352573144092
15 min	0.235687374532594
15 min	0.0988828707083953
15 min	0.112221716617318
15 min	0.105700678753625
15 min	0.0860355721333959
15 min	0.0962739184670878
15 min	0.100091753455555
15 min	0.150567991999656
15 min	0.21170763423481
15 min	0.157646355215093
15 min	0.112506891890882
15 min	0.107671191980064
15 min	0.0785761048079941
15 min	0.108867341137601
15 min	0.100778839992745
15 min	0.118131792783513
15 min	0.0883351937132018
15 min	0.0877262656608952
15 min	0.240609478714431
15 min	0.108422282662478
15 min	0.123727593757913
15 min	0.473106662943217
15 min	0.177133367870545
15 min	0.115945369206498
15 min	0.0966880733233755
15 min	0.139819754552574
15 min	0.119684944333338
15 min	0.09042357611721
15 min	0.0986717654286413
15 min	0.0902784121532787
15 min	0.173249255210406
15 min	0.146215167636388
15 min	0.139849938641592
15 min	0.101334077015498
15 min	0.0904953981569591
15 min	0.127928387863788
15 min	0.106982097916047
15 min	0.0828974162889333
15 min	0.101583171061147
15 min	0.121233638036388
15 min	0.100434967560148
15 min	0.114495989832902
15 min	0.103223813235582
15 min	0.108826068666175
15 min	0.0752552550145813
15 min	0.0931146802918278
15 min	0.107924407401698
15 min	0.0990738945634604
15 min	0.13565863373795
15 min	0.118525655823218
15 min	0.113075654453015
15 min	0.0821435892025423
15 min	0.240033666723862
15 min	0.259185991871991
15 min	0.498150588850897
15 min	0.183108351446208
15 min	0.294429032746883
15 min	0.592084010810482
15 min	0.306485790768872
15 min	0.300380648738221
15 min	0.530761088315407
15 min	0.188059357530663
15 min	0.332851193684763
15 min	0.321970176016311
15 min	0.187412644245118
15 min	0.16325204801924
15 min	0.37764250930881
15 min	0.369605884472027
15 min	0.335209365550624
15 min	0.32618314112999
15 min	0.184692588043654
15 min	0.120873691456005
15 min	0.106274846797577
15 min	0.16835307110531
15 min	0.119728947039857
15 min	0.114281908745994
15 min	0.222532447563004
15 min	0.112317339207573
15 min	0.112691070976166
15 min	0.10555798880816
15 min	0.134611290505729
15 min	429.468438269961
15 min	0.100753792545028
15 min	0.0963279822274211
15 min	0.124407202739416
15 min	0.101870506926813
15 min	0.142423968022668
15 min	0.107873814907101
15 min	0.131146177506381
15 min	0.0981968438938639
15 min	0.166454849354659
15 min	0.115224604718927
15 min	0.0911191708273309
15 min	0.0981645241215089
15 min	0.119629731797578
15 min	25.7869504025708
15 min	0.123165370569541
15 min	0.26540671464618
15 min	0.101177688890615
15 min	0.113824704918242
15 min	0.113498340275124
15 min	0.101923209298057
15 min	0.0906521346810223
15 min	0.09886657969729
15 min	0.147499186004891
15 min	0.212701245524992
15 min	0.110365895824054
15 min	0.0877130812581135
15 min	0.108478446895769
15 min	0.098458467146159
15 min	0.0816163608871451
15 min	0.114007334046667
15 min	0.109262284239435
15 min	0.119917391915183
15 min	0.168884209489599
15 min	0.0976288099149675
15 min	0.0800252652112441
15 min	0.0858152345858527
15 min	0.101070475726506
15 min	0.0970182855407946
15 min	0.114793108858236
15 min	0.0957412111925208
15 min	0.0990139672443024
15 min	0.176242280913317
15 min	0.151743313877063
15 min	0.0833623345041277
15 min	0.101272058667893
15 min	0.134278437085879
15 min	0.140954874588778
15 min	0.109755695146747
15 min	0.186387232082858
15 min	0.108350875967301
15 min	0.13301487429164
15 min	0.087570763754489
15 min	0.114473874980532
15 min	0.102274354030889
15 min	0.166342061867782
15 min	1.30971187053616
15 min	0.13487201337251
15 min	0.0951045306976957
15 min	0.118210069066315
15 min	0.089887384072583
15 min	0.116429643597866
15 min	0.104658246289952
15 min	0.168964409172178
15 min	0.104563531813829
15 min	0.0768881532951616
15 min	0.102617160272056
15 min	0.0888330286944086
15 min	0.102447969615606
15 min	0.106097851804065
15 min	0.161906932916426
15 min	0.122185021153289
15 min	0.114834290309977
15 min	0.226218728261839
15 min	0.0959690039141179
15 min	0.106736009218291
15 min	0.108085946369095
15 min	0.112910477576287
15 min	0.124350722386932
15 min	0.275963147920714
15 min	0.097493471094236
15 min	0.125563871533037
15 min	0.107133983266313
15 min	0.0980296558319231
15 min	0.361124479648202
15 min	0.124904864649571
15 min	0.128672430668034
15 min	0.101200957707282
15 min	0.105643576600827
15 min	0.101943634893572
15 min	0.112399709523284
15 min	0.163288172256817
15 min	0.172587830724821
15 min	0.215490079089735
15 min	0.0696162339993628
15 min	0.0737106692604912
15 min	0.100561906684716
15 min	0.125558579129488
15 min	0.0856279661664745
15 min	0.0975881722764939
15 min	0.26438909168147
15 min	0.109893755170863
15 min	0.109690353704828
15 min	0.116702948453529
15 min	0.144831285644244
15 min	0.138136990433467
15 min	0.110584866035828
15 min	0.114538871191945
15 min	0.0776132098428718
15 min	0.0973072953179856
15 min	0.13960948204396
30 min	0.138002548959795
30 min	0.133862343552309
30 min	0.117621816891135
30 min	0.172720358531129
30 min	0.108342673107909
30 min	0.114074721806397
30 min	0.0464625849095231
30 min	0.140574771130986
30 min	0.0987225357782946
30 min	0.12515394941348
30 min	0.135786674255559
30 min	0.148906189476813
30 min	0.0907561825002636
30 min	0.215232900162239
30 min	0.105415249346535
30 min	0.23617143386808
30 min	0.10562660726446
30 min	0.0579118769944049
30 min	0.0654895870314248
30 min	0.0622798601317855
30 min	0.164517399027428
30 min	0.264977751981191
30 min	0.0769628412530923
30 min	0.0728712046915702
30 min	0.0922913631218853
30 min	0.0853490310121586
30 min	0.0604968835515698
30 min	0.0751586358098337
30 min	0.0770942265804655
30 min	0.0829220767053186
30 min	0.0734399025388071
30 min	0.16859983390484
30 min	0.0696030794262551
30 min	0.11521618471605
30 min	0.127784201180097
30 min	0.21064513140424
30 min	0.107476307458187
30 min	0.0904520712013366
30 min	0.175553156346556
30 min	0.196207786563484
30 min	0.205645860699483
30 min	0.0715729610207803
30 min	0.0773322707452308
30 min	0.0777238732944529
30 min	0.156341068054502
30 min	0.0671459128626493
30 min	0.179194952795718
30 min	0.183652089849697
30 min	0.0829284249973082
30 min	0.10581812377383
30 min	0.0850804682304676
30 min	0.0647776245443747
30 min	0.0914757878140688
30 min	0.0721126935052611
30 min	0.0939372280306551
30 min	0.191575798531537
30 min	0.0790009649692037
30 min	0.13488797625958
30 min	0.123533819193295
30 min	0.14329099731236
30 min	5.88338352654613
30 min	0.0740794624253011
30 min	0.131415805705897
30 min	0.0766439293277196
30 min	0.0652152204685256
30 min	0.0759726250438946
30 min	0.0732798198505842
30 min	0.079531234628725
30 min	0.0760111796379698
30 min	0.109569081550132
30 min	0.0654498301773705
30 min	0.0668138391717996
30 min	0.108633205423219
30 min	0.0564200504575768
30 min	0.108738735608686
30 min	0.0685840904725322
30 min	0.0886389303434951
30 min	0.103176687702778
30 min	0.0537418845619539
30 min	0.119248944717689
30 min	0.246298000842887
30 min	0.171446791967065
30 min	0.20148089581982
30 min	0.0909022224575368
30 min	0.0881245335785892
30 min	0.0784281762335787
30 min	0.0730926417433095
30 min	0.188893136424075
30 min	0.126047517799238
30 min	0.26593610913504
30 min	0.0726849918368885
30 min	0.242388187951307
30 min	0.0592366191133532
30 min	0.067954483605676
30 min	0.247893282783323
30 min	0.132644420758496
30 min	0.0771392098008592
30 min	0.0886397830601983
30 min	0.0948464952046013
30 min	0.0988021118584446
30 min	0.197889744723271
30 min	0.133005081649244
30 min	0.152051907354417
30 min	0.20200266523286
30 min	0.144432646625398
30 min	0.0673889398656004
30 min	0.206223670757115
30 min	0.118534357603802
30 min	0.164490552127643
30 min	0.0697715609366678
30 min	0.0852553288826099
30 min	0.0963446217275148
30 min	0.211398554053762
30 min	0.0741135637643881
30 min	0.122494765705607
30 min	0.1226197541879
30 min	0.0925542038762429
30 min	0.220846590416049
30 min	0.0605339923107144
30 min	0.106756414116111
30 min	0.142137318780342
30 min	0.0786991937774269
30 min	0.0951859714256194
30 min	0.0565136775908497
30 min	0.0802125916968928
30 min	0.0807016635888614
30 min	0.0857350782517494
30 min	0.165384411306076
30 min	0.224863979328452
30 min	0.109479688188824
30 min	0.0839176858791314
30 min	0.208742363790535
30 min	0.0824351726400048
30 min	0.0719310793803749
30 min	0.0891937310991797
30 min	0.0855365262198981
30 min	0.0728636973319361
30 min	0.086534792025939
30 min	0.097097659087639
30 min	0.0940963657463996
30 min	0.105956940941131
30 min	0.256795299904567
