cond	dln
6 h	0.923365190214123
6 h	0.356457966232397
6 h	0.577648530173211
6 h	0.44006103515625
6 h	0.905156677742854
6 h	0.460836141734747
6 h	0.345639678781067
6 h	0.472747579031709
6 h	0.323078605922294
6 h	0.51606162515749
6 h	0.54193648853843
6 h	0.434721414075445
6 h	0.788099701400716
6 h	0.431751072995177
6 h	0.475861149360155
6 h	0.430604209969794
6 h	0.506975791709399
6 h	0.488772733052405
6 h	0.383911823831801
6 h	0.468385270049012
6 h	0.400405445780632
6 h	0.456035662258257
6 h	0.92561555166539
6 h	0.505868899991564
6 h	0.443234316213427
6 h	0.455741899957384
6 h	0.334490248928574
6 h	0.45045007727602
6 h	0.53610479635052
6 h	0.47613109104355
6 h	0.468323480518652
6 h	0.53969086976451
6 h	0.361357430817267
6 h	0.455102150134574
6 h	0.439331534853951
6 h	0.492330740005344
6 h	0.480420808055688
6 h	0.547941974944017
6 h	0.453761615823762
6 h	0.778321733178278
6 h	0.501366517716796
6 h	0.457112848048895
6 h	0.41520078845447
6 h	0.52954974963561
6 h	0.921964503864306
6 h	0.514257577755639
6 h	0.524668459124812
6 h	0.419726263649268
6 h	0.484916009083307
6 h	0.50648747146071
6 h	0.485010283807048
6 h	0.493463536001316
6 h	0.473478349017461
6 h	0.431448764158641
6 h	0.411816719339756
6 h	0.43726337597321
6 h	0.367472592955765
6 h	0.42828467453838
6 h	0.50252417794124
6 h	0.454699975554213
6 h	0.541441757900207
6 h	0.471725285353073
6 h	0.466776693939113
6 h	0.428013945063025
6 h	0.483737293170209
6 h	0.425746957767108
6 h	0.42690028599294
6 h	0.390599852216908
6 h	0.431245981491598
6 h	0.39853418532684
6 h	0.467747732199658
6 h	0.411292770104482
6 h	0.359900918193671
6 h	0.933938154026927
6 h	0.551726452368225
6 h	0.430797336382359
6 h	0.383124020276027
6 h	0.438739091953002
6 h	0.425585774986392
6 h	0.420567708722777
6 h	0.369180046799373
6 h	0.352116555279929
6 h	0.384177476408748
6 h	0.46720120612679
6 h	0.420518493009472
6 h	0.483535502475604
6 h	0.585214836256175
6 h	0.456692598485083
6 h	0.467415351709585
6 h	0.467524350028555
6 h	0.506941871784341
6 h	0.710546092139633
6 h	0.390498259770635
6 h	0.405922351358564
6 h	0.345267146148655
6 h	0.379328780348197
6 h	0.33648161463429
6 h	0.450257581830417
6 h	0.416478267916911
6 h	0.417979838280904
6 h	0.344633274971234
6 h	0.337209340373031
6 h	0.380141614756069
6 h	0.445155197576174
6 h	0.426552789471858
6 h	0.394668279985969
6 h	0.528377636344235
6 h	0.557213976874971
6 h	0.379817378480257
6 h	0.407248979962936
6 h	0.468706009256016
6 h	0.458194061863805
6 h	0.427996723951914
6 h	0.460912487669025
6 h	0.495471278564744
6 h	0.435697697836678
6 h	0.489343832739428
6 h	0.491186246608697
6 h	0.468323794452413
6 h	0.593037725198433
6 h	0.425057108040678
6 h	0.563813844898358
6 h	0.390441320209836
6 h	0.680064474024134
6 h	0.983181518705427
6 h	0.469581170798664
6 h	0.415596637082918
6 h	0.361053452294515
6 h	0.51169646122468
6 h	0.487601739635131
6 h	0.430417406743277
6 h	0.379931429428078
6 h	0.42297793623309
6 h	0.458336612449663
6 h	0.663920696287101
6 h	0.439311897023956
6 h	0.424595888753778
6 h	0.427683316605715
6 h	0.437352112075671
6 h	0.533300193776141
6 h	0.700572143701851
6 h	0.4086590445991
6 h	0.537017667834063
6 h	0.893546440273263
6 h	0.455493276120358
6 h	0.445590241917489
6 h	0.413413870816759
6 h	0.439449724351139
6 h	0.42564265249288
6 h	0.458511526099268
6 h	0.435433566867812
6 h	0.431408831869326
6 h	0.515952526610214
6 h	0.403870537447683
6 h	0.428191442558697
6 h	0.43063905245873
6 h	0.506732528178929
6 h	0.452093946698699
6 h	0.637740994665679
6 h	0.502125174486153
6 h	0.437948615749271
6 h	0.41621498614462
6 h	0.482483448365212
6 h	0.538195186191798
6 h	0.475558233707961
6 h	0.459048960750974
6 h	0.427552395846291
6 h	0.449319903302122
6 h	0.663044102081344
6 h	0.468022348597795
6 h	0.457823991156473
6 h	0.773951227938991
6 h	0.408406583094552
6 h	0.524594914562411
6 h	0.430807456636681
6 h	0.503314061310456
6 h	0.387405635017803
6 h	0.485441133663104
6 h	0.531229808586149
6 h	0.43993896484375
6 h	0.463743507203436
6 h	0.493739012646959
6 h	0.483775009693733
6 h	0.542903437589335
6 h	0.520812717184407
6 h	0.551788369951937
6 h	0.472976776502606
6 h	0.452620574619372
6 h	0.52
6 h	0.538834878016013
6 h	0.526153736584864
6 h	0.45127144112532
6 h	0.924415177614609
6 h	0.484201110676726
6 h	0.383233315695856
6 h	0.398679024345336
6 h	0.409756630967498
6 h	0.509288158653954
6 h	0.446656748780589
6 h	0.477918834850573
6 h	0.333092244208441
6 h	0.39993896484375
6 h	0.390723507411592
6 h	0.37
6 h	0.424695600720347
6 h	0.377191449791629
6 h	0.365252126870476
6 h	0.374669238340157
6 h	0.451139947650174
6 h	0.3755915777912
6 h	0.357596830888383
6 h	0.398504197357202
6 h	0.359599179560894
6 h	0.509585986442229
6 h	0.533410770619896
6 h	0.371546223845221
6 h	0.519222869965829
6 h	0.495355359948979
6 h	0.431048415748316
6 h	0.41222608656386
6 h	0.404782004346148
6 h	0.411234734014016
6 h	0.498050712464911
6 h	0.395623349712377
6 h	0.439759318559934
6 h	0.933449920154456
6 h	0.381827966391399
6 h	0.387203290237851
6 h	0.448719590529945
6 h	0.550691640411566
6 h	0.840283577547174
6 h	0.827371665284459
6 h	0.455345704167021
6 h	0.43896521951117
6 h	0.529302899649968
6 h	0.503126943456354
6 h	0.470124026376647
6 h	0.438394939024877
6 h	0.330164737569615
6 h	0.423787823981444
6 h	0.796912942434055
6 h	0.816816036910906
6 h	0.369907330215517
6 h	0.410507186672448
6 h	0.399736842692577
6 h	0.436109196731818
6 h	0.553928329280065
6 h	0.426251191208125
6 h	0.353215430128699
6 h	0.490175829930902
6 h	0.396955875198837
6 h	0.390243125991149
6 h	0.326772963961732
6 h	0.455409383745154
6 h	0.874953204604333
6 h	0.42348888958998
6 h	0.691431776901146
6 h	0.569274674233752
6 h	0.452610298113107
6 h	0.472993576099506
6 h	0.914835861016546
6 h	0.426783515868706
6 h	0.511917472035534
6 h	0.549703184698549
6 h	0.426060738812864
6 h	0.528457146978462
6 h	0.43449267608467
6 h	0.456165361187252
6 h	0.791723208140031
6 h	0.486582872011855
6 h	0.508660472318944
6 h	0.432279264953271
6 h	0.475680298011072
6 h	0.456604709240501
6 h	0.44887192261554
6 h	0.517456244101175
6 h	0.628503015725188
6 h	0.756387492009129
6 h	0.412719095853371
6 h	0.971493648396482
6 h	0.325123320790363
6 h	0.965539618765467
6 h	0.497085427983946
6 h	0.483049590112675
6 h	0.442052260348663
6 h	0.507544072301455
6 h	0.464745450228595
6 h	0.487265325844507
6 h	0.467912060089295
6 h	0.429128109243789
6 h	0.40621639565682
6 h	0.950168381555992
6 h	0.495555946314141
6 h	0.425352624389877
6 h	0.464188366171577
6 h	0.596526538072582
6 h	0.373235492206858
6 h	0.527188526479582
6 h	0.774406393572891
6 h	0.452128379616885
6 h	0.525563469003339
6 h	0.399174426718077
6 h	0.500219846850687
6 h	0.464861739621608
6 h	0.976693765105034
6 h	0.378243571228454
6 h	0.369814520692485
6 h	0.506906984242349
6 h	0.458823288677562
6 h	0.471624867610712
6 h	0.413048037636275
6 h	0.470650964045205
6 h	0.518549831928413
6 h	0.870975744499134
6 h	0.425032463986601
6 h	0.456222511320772
6 h	0.390743374260592
6 h	0.36554535331758
6 h	0.384664954187976
6 h	0.459179987659558
6 h	0.510195019539708
6 h	0.434177265498931
6 h	0.383899500668882
6 h	0.558930676698444
6 h	0.418722408485842
6 h	0.431132763343889
6 h	0.420982351888572
6 h	0.699736339914245
6 h	0.57955923882029
6 h	0.348276889592767
6 h	0.348448075424876
6 h	0.422195847734121
6 h	0.445859920162076
6 h	0.415585547471436
6 h	0.50621289516935
6 h	0.409668198122096
6 h	0.479339074962919
6 h	0.433925410288035
6 h	0.492146067953885
6 h	0.376188664756226
6 h	0.438793854566507
6 h	0.454767389999892
6 h	0.48982613250712
6 h	0.369487641524533
6 h	0.421290075447457
6 h	0.570408498381416
6 h	0.398456756362057
6 h	0.495107127435187
6 h	0.502820172748731
6 h	0.427539749657642
6 h	0.40338770052553
6 h	0.411342790318739
6 h	0.384128573278356
6 h	0.497361099500073
6 h	0.429582278754536
2 h	0.4467454213832
2 h	0.418959120617288
2 h	0.408265480986839
2 h	0.434376233873452
2 h	0.454923011149512
2 h	0.467937847281817
2 h	0.402291435605332
2 h	0.422303351837925
2 h	0.519839382633778
2 h	0.453559983054801
2 h	0.433322209211119
2 h	0.43302724037348
2 h	0.486590390079282
2 h	0.471105870876788
2 h	0.500667869060782
2 h	0.86993896484375
2 h	0.435463015283442
2 h	0.418096151975266
2 h	0.460762673436774
2 h	0.489702762841361
2 h	0.504319566245434
2 h	0.491461857522064
2 h	0.576153687074381
2 h	0.477122971964048
2 h	0.511734773002998
2 h	0.518351405271347
2 h	0.558669038803283
2 h	0.461932543661504
2 h	0.461124369103735
2 h	0.441975820563258
2 h	0.466754535405618
2 h	0.543434722270174
2 h	0.493253604981001
2 h	0.508495617380596
2 h	0.436552988820277
2 h	0.50847692982389
2 h	0.446006018620694
2 h	0.500545580222576
2 h	0.50806721684125
2 h	0.417848808058297
2 h	0.450528455444724
2 h	0.54797317711852
2 h	0.416970116838605
2 h	0.38162887041942
2 h	0.93
2 h	0.451839629122081
2 h	0.468420299607302
2 h	0.416504621839821
2 h	0.478768223961263
2 h	0.402786311801203
2 h	0.475649413289335
2 h	0.49306052503739
2 h	0.461047352071483
2 h	0.440558970352873
2 h	0.464856274446401
2 h	0.379615822649221
2 h	0.39142571656124
2 h	0.411638769910223
2 h	0.40257968630563
2 h	0.37208362830387
2 h	0.435461408187725
2 h	0.45142826959228
2 h	0.543707684571799
2 h	0.40955389166671
2 h	0.46993896484375
2 h	0.418658257285632
2 h	0.431103411650551
2 h	0.41357567394412
2 h	0.360925798964761
2 h	0.486604156276378
2 h	0.376880320545357
2 h	0.493367322586328
2 h	0.465611132482516
2 h	0.543896028399514
2 h	0.389061089849828
2 h	0.515605685541367
2 h	0.260382254212377
2 h	0.474894138855496
2 h	0.908457779173038
2 h	0.372628546733761
2 h	0.454360428184542
2 h	0.44912670244648
2 h	0.470800291864197
2 h	0.561969855789401
2 h	0.462295483697811
2 h	0.456835357280431
2 h	0.501633635329211
2 h	0.496344580517678
2 h	0.462259073211135
2 h	0.545646172404896
2 h	0.457589939153569
2 h	0.487761282496762
2 h	0.504572849508016
2 h	0.542353266914927
2 h	0.448311093271751
2 h	0.463283831930603
2 h	0.489042026412022
2 h	0.515161004621651
2 h	0.444604289063732
2 h	0.438667988930033
2 h	0.455840052006843
2 h	0.361048805150924
2 h	0.413737614753615
2 h	0.536595297620341
2 h	0.451712270999524
2 h	0.417352111834471
2 h	0.521734910303446
2 h	0.421646714746467
2 h	0.446645903676184
2 h	0.497785704423462
2 h	0.44407362190404
2 h	0.565248655263754
2 h	0.445609329279747
2 h	0.460864213545805
2 h	0.398562936197602
2 h	0.445114564175117
2 h	0.537405264291889
2 h	0.489862221926339
2 h	0.478737886171688
2 h	0.436206209124315
2 h	0.447369532465944
2 h	0.475064804793013
2 h	0.410604943974651
2 h	0.429131423290076
2 h	0.491762753511593
2 h	0.720103434050045
2 h	0.519180871103488
2 h	0.48650198264029
2 h	0.49133551180946
2 h	0.39910416871519
2 h	0.895477086419961
2 h	0.537204157827065
2 h	0.415837555401428
2 h	0.310842407309025
2 h	0.310836966938219
2 h	0.3739603203836
2 h	0.41832455491693
2 h	0.51266742025115
2 h	0.286668520859772
2 h	0.301347123119036
2 h	0.544623926683165
2 h	0.619890750172277
2 h	0.431232362669004
2 h	0.488934716524947
2 h	0.468308763014407
2 h	0.507930459080876
2 h	0.444233457636662
2 h	0.486580237142102
2 h	0.435184423751192
2 h	0.508264553410226
2 h	0.251551055421591
2 h	0.47340318776438
2 h	0.41330929607954
2 h	0.439907080824424
2 h	0.462142384693853
2 h	0.245459951468463
2 h	0.460958601842285
2 h	0.539231657441572
2 h	0.461781908287662
2 h	0.609111501764545
2 h	0.477799462372582
2 h	0.494609401233301
2 h	0.544437962372009
2 h	0.40551937463
2 h	0.454656239805609
2 h	0.445371509157879
2 h	0.444928195829885
2 h	0.506490799399841
2 h	0.547416199705414
2 h	0.478506100808453
2 h	0.418626703732021
2 h	0.440507898063419
2 h	0.465360839559239
2 h	0.462870080654415
2 h	0.521961653913889
2 h	0.444558646127516
2 h	0.511101276988721
2 h	0.406311260880873
2 h	0.420458905824185
2 h	0.525989333977325
2 h	0.481503504082219
2 h	0.519907074665528
2 h	0.573952167852952
2 h	0.412717652016883
2 h	0.512331951403105
2 h	0.478007387664649
2 h	0.412286691162777
2 h	0.456824275306224
2 h	0.475618755130154
2 h	0.542184608266807
2 h	0.440769775259526
2 h	0.42930660553698
2 h	0.525391825545243
2 h	0.555776869531882
2 h	0.438404478895934
2 h	0.459262174244014
2 h	0.551216101851225
2 h	0.550888147654383
2 h	0.49067649861492
2 h	0.48232699121986
2 h	0.569930082658882
2 h	0.381474627500025
2 h	0.471947480418638
2 h	0.501737010564869
2 h	0.420176878262569
2 h	0.54
2 h	0.392886519340304
2 h	0.437357543262294
2 h	0.492869747234696
2 h	0.431513279111701
2 h	0.676137303290583
2 h	0.447382099843542
2 h	0.452282475336992
2 h	0.418171829197318
2 h	0.49152437329078
2 h	0.461125921272077
2 h	0.515529420063264
2 h	0.459876590980653
2 h	0.526150148858201
2 h	0.47651257940602
2 h	0.4151997399
2 h	0.480963636950849
2 h	0.721354123988471
2 h	0.472175381227011
2 h	0.469860660472101
2 h	0.467694768079087
2 h	0.395309453039453
2 h	0.428264737397497
2 h	0.423103898341394
2 h	0.354081180222673
2 h	0.374552892042886
2 h	0.348045703136146
2 h	0.463715232016037
2 h	0.417452998252516
2 h	0.492804685688737
2 h	0.409127898794659
2 h	0.437643210572653
2 h	0.452785422549207
2 h	0.454878353863884
2 h	0.516913574563464
2 h	0.47940048809184
2 h	0.889246743583504
2 h	0.439199035533515
2 h	0.418274664958659
2 h	0.502312962907747
2 h	0.434982877518904
2 h	0.904039293235958
2 h	0.510545095869604
2 h	0.484780620719423
2 h	0.956412807198498
2 h	0.88985548750648
2 h	0.486571662441298
2 h	0.523584656459216
2 h	0.462758426073828
2 h	0.496286201528404
2 h	0.542443309017862
2 h	0.945525846287625
2 h	0.496754337830797
2 h	0.478978523724395
2 h	0.465828614007998
2 h	0.84884531980595
2 h	0.981448471786282
2 h	0.519670088615754
2 h	0.485330726123387
2 h	0.489559205405277
2 h	0.474549055109646
2 h	0.436461529441942
2 h	0.450381655781032
2 h	0.49086346020864
2 h	0.439187611290055
2 h	0.462614130571461
2 h	0.501729951990081
2 h	0.489496516144013
2 h	0.453197455659033
2 h	0.323921432724754
2 h	0.453687835139817
2 h	0.500887760300598
2 h	0.44798963042374
2 h	0.467328301183501
2 h	0.520706836618243
2 h	0.279197300103753
2 h	0.856061476247544
2 h	0.469628650499163
2 h	0.534658881468547
2 h	0.308555353221288
2 h	0.484892670260192
2 h	0.458067691396172
2 h	0.461235922577007
2 h	0.549229769437652
2 h	0.375059207328885
2 h	0.405171044536842
2 h	0.450081813419152
2 h	0.655237267367084
2 h	0.420956201076689
2 h	0.490764312138874
2 h	0.535523366609804
2 h	0.522941897185481
2 h	0.45501763131851
2 h	0.939109744005506
2 h	0.513527735907816
2 h	0.481051164000304
2 h	0.486633212325235
2 h	0.486995286545498
2 h	0.461235784032098
2 h	0.42949634927367
2 h	0.52763837571486
2 h	0.880203313772108
2 h	0.491301421754381
2 h	0.507346963266531
2 h	0.479524349417398
2 h	0.985278889974499
2 h	0.472531780600563
2 h	0.469572278218996
2 h	0.505380266599192
2 h	0.573222019719276
2 h	0.485115178004382
2 h	0.442430847625831
2 h	0.522906702155792
2 h	0.418820416328728
2 h	0.915326179720947
2 h	0.610719735874808
2 h	0.461300945073225
2 h	0.548074075352453
2 h	0.478605191888717
2 h	0.399849302078849
2 h	0.48901041635243
2 h	0.485956193888261
2 h	0.408247877483032
2 h	0.563582871545883
2 h	0.447074827147095
2 h	0.459271420314315
2 h	0.484766637593083
2 h	0.380569494615644
2 h	0.516881744457034
2 h	0.42131864918337
2 h	0.557253693794333
2 h	0.415766968385641
2 h	0.432881387482868
2 h	0.439718006444423
2 h	0.437907019202336
2 h	0.447982176528951
2 h	0.482750757516105
2 h	0.444784427524884
2 h	0.463847604500435
2 h	0.519032447414205
2 h	0.0256639424169046
2 h	0.426254421807727
2 h	0.496803996090943
2 h	0.53338215162975
2 h	0.466325747622997
2 h	0.409132319912288
2 h	0.442108846768242
2 h	0.412628938799274
2 h	0.419937060964866
2 h	0.416345211165906
2 h	0.896885088916744
2 h	0.488334291574261
2 h	0.439288904413165
2 h	0.484372105744633
2 h	0.489437591654415
2 h	0.411729197573261
2 h	0.455595028239591
2 h	0.477223663114982
2 h	0.392831754506545
2 h	0.447432413295255
2 h	0.517677964497501
2 h	0.395620061143815
2 h	0.445240298523241
2 h	0.496623928898439
2 h	0.433916992836336
2 h	0.443502740599522
2 h	0.502712484867871
2 h	0.708846736604706
2 h	0.680353778209622
2 h	0.848273390235033
2 h	0.428111008308028
2 h	0.614408818896118
2 h	0.419262396001411
2 h	0.491494223888939
2 h	0.487406748572144
2 h	0.45623936010392
2 h	0.617686639774143
2 h	0.436579537068218
2 h	0.450668629015792
2 h	0.41454435465182
2 h	0.44976237438367
2 h	0.422058427741814
2 h	0.434498836696239
2 h	0.55374511648826
2 h	0.521716538144034
2 h	0.520689547289723
2 h	0.476668390251822
2 h	0.556185538917591
2 h	0.854532172203008
2 h	0.454044191576571
2 h	0.455202461823253
2 h	0.412546667755211
2 h	0.861311908525091
2 h	0.404538898656752
2 h	0.541229071647639
2 h	0.886446124067249
2 h	0.408790737370613
2 h	0.458022439100813
2 h	0.454796721026851
2 h	0.420186838198084
2 h	0.47800701606939
2 h	0.497044612778294
2 h	0.57273452504641
2 h	0.426555172717364
2 h	0.443780594364554
2 h	0.47796111989498
2 h	0.509672558702182
2 h	0.54714986930378
2 h	0.525508372701666
2 h	0.849546494618979
2 h	0.475755982193172
2 h	0.429365290922521
2 h	0.444197168575397
2 h	0.675061003074438
2 h	0.386174009586464
2 h	0.474456114778483
2 h	0.510610767245465
2 h	0.45052504474118
2 h	0.546858046487279
2 h	0.4573089265036
2 h	0.651943163113642
2 h	0.84944917917373
2 h	0.493971223383347
2 h	0.547015087550494
2 h	0.541612915521719
2 h	0.481769175905195
2 h	0.546751193802153
2 h	0.662960874497158
2 h	0.641447970310138
2 h	0.527266530217623
2 h	0.481646979828102
2 h	0.539665541464336
2 h	0.487489673778131
2 h	0.502374833808491
2 h	0.499345407213453
2 h	0.482954867835092
2 h	0.49464997879538
2 h	0.554784402105855
2 h	0.496791610504569
2 h	0.551888366840667
2 h	0.418610411714962
2 h	0.527586239721541
2 h	0.438392677387402
2 h	0.563612975632428
2 h	0.511043010917999
2 h	0.454177025532307
2 h	0.657969242993587
2 h	0.446939100667359
2 h	0.459049413255525
2 h	0.424983607046275
2 h	0.560647733615635
2 h	0.581617465036668
2 h	0.495749646213137
2 h	0.47982973222312
2 h	0.503941655184249
2 h	0.495735988461981
2 h	0.460177690048818
2 h	0.599523768959664
2 h	0.482230462554848
2 h	0.715071237660161
2 h	0.491716985827557
2 h	0.497467872928398
2 h	0.470215278068977
2 h	0.481282501868602
2 h	0.993344090559034
2 h	0.516762218469968
2 h	0.433296297168499
2 h	0.577586516777027
2 h	0.605907784576455
2 h	0.522822842715772
2 h	0.502132002263274
2 h	0.473701203119848
2 h	0.504916182634615
2 h	0.517903936248931
2 h	0.482873941820998
2 h	0.492796035667004
2 h	0.478694393132633
2 h	0.518088680885642
2 h	0.537463231966874
2 h	0.59163618082811
2 h	0.400359916458335
2 h	0.511208746040238
2 h	0.512239063537779
