Chr	ABOrientation
1	-0.250858393910838
1	-0.244327719906377
1	-0.738842638556624
1	-0.25370890874242
1	-0.136718442205205
1	-0.843143817751045
1	0.172767774145718
1	-0.287366781851153
1	-0.148541520934843
1	-0.708294761885141
1	-0.409898194491897
1	0.202377738631616
1	0.684249660953127
1	-0.0371155728512015
1	-0.898401042706437
1	-0.683547416088395
1	0.924372664994533
1	-0.0171648872764355
1	0.270467033161524
1	-0.319980735336873
1	-0.833136446664133
1	-0.950455797589111
1	-0.995728386928265
1	0.0396574062249598
1	0.0989585827884337
1	-0.0645753037361777
1	-0.963020432941599
1	-0.36688132907067
1	0.110364736147319
1	-0.370296750034583
1	-0.981427895593239
1	-0.715328031655887
1	-0.21229584557082
1	-0.949080756224531
1	-0.615903137681788
1	-0.713528479111013
1	-0.342985460721745
1	-0.118951818075558
1	0.87814259930721
1	-0.384705321182085
1	-0.223435623845246
1	-0.457543359861083
1	-0.385977153256542
1	-0.355216586461243
1	-0.82513292211411
1	-0.221041057993421
1	0.858751270121943
1	0.637783362740554
1	-0.00366312657189694
1	-0.259714057815436
1	-0.82117271819597
1	-0.256901097012337
1	-0.545007963345499
1	-0.657152852143612
1	-0.85064434699329
1	-0.737017233390233
1	0.411136517875393
1	-0.0835361216072245
1	-0.373292423765189
1	-0.56796537905581
1	-0.171642195503678
1	-0.92468409363861
1	0.604005263927003
1	-0.453244211649133
1	-0.374299652200079
1	-0.183784693007651
1	0.786672647831761
1	0.363207814460631
1	-0.125085650417472
1	-0.797668986986485
1	0.974865814917316
1	-0.183194634088976
1	-0.319649060225909
1	0.0852075302203923
1	-0.385824018095771
1	-0.360111048633394
1	-0.697727330186057
1	-0.076458973211783
1	0.195798071381695
1	-0.914000920335405
1	-0.0589540221660592
1	0.13959241035184
1	-0.396778906313001
1	-0.238319844843875
1	-0.270336580304384
1	-0.575563891456127
1	-0.190246240057632
1	0.190962441880952
1	0.0781791222174598
1	0.244633112016309
1	0.874604441360002
1	-0.956099387750841
1	0.0922362582340088
1	-0.808333781066496
1	-0.803136165883205
1	0.1697345808334
1	-0.683349110891598
1	-0.486890990045127
1	-0.296650221611184
1	-0.238884314738891
1	-0.301880667423496
1	-0.27628483006059
1	-0.74283421585448
1	-0.710003919106321
1	0.348613037389265
1	-0.245605098378549
1	-0.0468309487647432
1	0.105726208688701
1	-0.431575483118679
1	-0.312813562226325
1	-0.289867616503808
1	-0.761594160168844
1	0.531307210512413
1	-0.855878963939976
1	-0.474819813290048
1	-0.657107798451652
1	-0.786318342531549
1	-0.0971634993594907
1	-0.806797386838013
1	-0.441765330323963
1	-0.697950541161037
1	-0.761696859510806
1	0.176295099825272
1	-0.855604264627386
1	-0.595789918711194
1	-0.201944555417348
1	-0.00156572663602553
1	-0.533453894498474
1	-0.425495690882074
1	-0.313162595188885
1	-0.579618308282421
1	-0.015016934871673
1	-0.631552330780325
1	0.081566070604932
1	-0.379777249223171
1	0.990995257460793
1	-0.273366554338618
1	-0.162449113562957
1	0.589349305249804
1	-0.296310549888536
1	-0.0293566512885058
1	-0.539360906381951
1	-0.91694536849722
1	0.123036099385759
1	0.305700687158173
1	-0.242628195747748
1	-0.164293755257327
1	-0.361106325207151
1	-0.393352672570989
1	-0.640310627118382
1	-0.0116677997669642
1	-0.998880017072488
1	-0.113016799965818
1	-0.586256151729629
1	-0.364985767603797
1	-0.171234955201378
1	-0.587718605094642
1	-0.95874170855829
1	-0.343194755775509
1	-0.215472453245701
1	0.62206307873445
1	-0.214217645771644
1	-0.23550706521815
1	-0.899189720223142
1	-0.208351916579576
1	-0.97936852973635
1	0.585985619665898
1	-0.143417657035889
1	-0.0203708161761365
1	-0.73094641202495
