Chr,ABOrientation,Polarity
1,-0.250858393910838,0.828396322778345
1,-0.244327719906377,0.903983656792646
1,-0.738842638556624,0.847803881511747
1,-0.25370890874242,0.865168539325843
1,-0.136718442205205,0.884576098059244
1,-0.843143817751045,0.774259448416752
1,0.172767774145718,0.879468845760981
1,-0.287366781851153,0.834525025536262
1,-0.148541520934843,0.891726251276813
1,-0.708294761885141,0.86414708886619
1,-0.409898194491897,0.797752808988764
1,0.202377738631616,0.756894790602656
1,0.684249660953127,0.774259448416752
1,-0.0371155728512015,0.842696629213483
1,-0.898401042706437,0.764044943820225
1,-0.683547416088395,0.867211440245148
1,0.924372664994533,0.844739530132789
1,-0.0171648872764355,0.748723186925434
1,0.270467033161524,0.848825331971399
1,-0.319980735336873,0.822267620020429
1,-0.833136446664133,0.769152196118488
1,-0.950455797589111,0.787538304392237
1,-0.995728386928265,0.869254341164454
1,0.0396574062249598,0.847803881511747
1,0.0989585827884337,0.710929519918284
1,-0.0645753037361777,0.774259448416752
1,-0.963020432941599,0.789581205311542
1,-0.36688132907067,0.833503575076609
1,0.110364736147319,0.787538304392237
1,-0.370296750034583,0.872318692543412
1,-0.981427895593239,0.727272727272727
1,-0.715328031655887,0.75076608784474
1,-0.21229584557082,0.898876404494382
1,-0.949080756224531,0.896833503575077
1,-0.615903137681788,0.850868232890705
1,-0.713528479111013,0.865168539325843
1,-0.342985460721745,0.80388151174668
1,-0.118951818075558,0.736465781409602
1,0.87814259930721,0.773237997957099
1,-0.384705321182085,0.790602655771195
1,-0.223435623845246,0.731358529111338
1,-0.457543359861083,0.734422880490296
1,-0.385977153256542,0.851889683350358
1,-0.355216586461243,0.78855975485189
1,-0.82513292211411,0.725229826353422
1,-0.221041057993421,0.807967313585291
1,0.858751270121943,0.715015321756895
1,0.637783362740554,0.865168539325843
1,-0.00366312657189694,0.835546475995914
1,-0.259714057815436,0.877425944841675
1,-0.82117271819597,0.736465781409602
1,-0.256901097012337,0.854954034729316
1,-0.545007963345499,0.888661899897855
1,-0.657152852143612,0.748723186925434
1,-0.85064434699329,0.82635342185904
1,-0.737017233390233,0.801838610827375
1,0.411136517875393,0.715015321756895
1,-0.0835361216072245,0.725229826353422
1,-0.373292423765189,0.858018386108274
1,-0.56796537905581,0.727272727272727
1,-0.171642195503678,0.771195097037794
1,-0.92468409363861,0.791624106230848
1,0.604005263927003,0.793667007150153
1,-0.453244211649133,0.90194075587334
1,-0.374299652200079,0.861082737487232
1,-0.183784693007651,0.80388151174668
1,0.786672647831761,0.87538304392237
1,0.363207814460631,0.866189989785495
1,-0.125085650417472,0.723186925434116
1,-0.797668986986485,0.804902962206333
1,0.974865814917316,0.709908069458631
1,-0.183194634088976,0.725229826353422
1,-0.319649060225909,0.770173646578141
1,0.0852075302203923,0.855975485188968
1,-0.385824018095771,0.879468845760981
1,-0.360111048633394,0.843718079673136
1,-0.697727330186057,0.832482124616956
1,-0.076458973211783,0.849846782431052
1,0.195798071381695,0.880490296220633
1,-0.914000920335405,0.75485188968335
1,-0.0589540221660592,0.781409601634321
1,0.13959241035184,0.797752808988764
1,-0.396778906313001,0.830439223697651
1,-0.238319844843875,0.840653728294178
1,-0.270336580304384,0.767109295199183
1,-0.575563891456127,0.824310520939734
1,-0.190246240057632,0.698672114402451
1,0.190962441880952,0.858018386108274
1,0.0781791222174598,0.892747701736466
1,0.244633112016309,0.910112359550562
1,0.874604441360002,0.749744637385087
1,-0.956099387750841,0.707865168539326
1,0.0922362582340088,0.709908069458631
1,-0.808333781066496,0.77732379979571
1,-0.803136165883205,0.706843718079673
1,0.1697345808334,0.872318692543412
1,-0.683349110891598,0.784473953013279
1,-0.486890990045127,0.84167517875383
1,-0.296650221611184,0.850868232890705
1,-0.238884314738891,0.877425944841675
1,-0.301880667423496,0.868232890704801
1,-0.27628483006059,0.814096016343207
1,-0.74283421585448,0.798774259448417
1,-0.710003919106321,0.740551583248212
1,0.348613037389265,0.688457609805924
1,-0.245605098378549,0.835546475995914
1,-0.0468309487647432,0.855975485188968
1,0.105726208688701,0.827374872318693
