Chr,ABOrientation,Polarity
1,0.948649607111496,0.944841675178754
1,0.940857719347114,0.926455566905005
1,0.998443854689901,0.927477017364658
1,0.990993563830735,0.911133810010215
1,0.922951321304052,0.934627170582227
1,0.976151632974369,0.953013278855976
1,0.980086496814793,0.943820224719101
1,0.99720672097196,0.968335035750766
1,0.929310285624906,0.941777323799796
1,0.954123791389237,0.912155260469867
1,0.997178692105176,0.932584269662921
1,0.996652077770186,0.947906026557712
1,0.982483941641966,0.949948927477017
1,0.973887835732652,0.954034729315628
1,0.993404082970455,0.921348314606742
1,0.949548771365512,0.933605720122574
1,0.972953162389581,0.912155260469867
1,0.988329207846925,0.927477017364658
1,0.905744630252902,0.880490296220633
1,0.956975083590335,0.940755873340143
1,0.928102135373197,0.914198161389173
1,0.964616944018979,0.946884576098059
1,0.968932734225282,0.927477017364658
1,0.992517437805032,0.934627170582227
1,0.995805986061566,0.95097037793667
1,0.980190907482937,0.930541368743616
1,0.99640177297862,0.943820224719101
1,0.989531267190326,0.938712972420838
1,0.971213484152764,0.946884576098059
1,0.990120536679933,0.931562819203269
1,0.995648600089923,0.895812053115424
1,0.999296924207581,0.943820224719101
1,0.988134308897953,0.929519918283963
1,0.996542838738259,0.949948927477017
1,0.967838153847043,0.899897854954035
1,0.970578015087529,0.915219611848825
1,0.995463612455039,0.940755873340143
1,0.990481774890766,0.902962206332993
1,0.980668170307375,0.916241062308478
1,0.988534179602442,0.945863125638407
1,0.976971930937338,0.926455566905005
1,0.981646300344194,0.951991828396323
1,0.989263290883868,0.938712972420838
1,0.997058303240276,0.93564862104188
1,0.991241776330311,0.954034729315628
1,0.995365302375154,0.930541368743616
1,0.961046403935905,0.932584269662921
1,0.998084071012441,0.928498467824311
1,0.969239696724391,0.948927477017365
1,0.93436121857706,0.870275791624106
1,0.968821706943583,0.949948927477017
1,0.993478868493382,0.93564862104188
1,0.998367544226204,0.957099080694586
1,0.986822895748804,0.954034729315628
1,0.954584265802218,0.925434116445352
1,0.991218525005526,0.953013278855976
1,0.972819019270815,0.927477017364658
1,0.954112696378699,0.951991828396323
1,0.988245109011943,0.93973442288049
1,0.99141228696165,0.907048008171604
1,0.9576704099658,0.936670071501532
1,0.997241844026427,0.911133810010215
1,0.997076580832869,0.921348314606742
1,0.998286071863699,0.944841675178754
1,0.987864319135395,0.961184882533197
1,0.993732901315897,0.933605720122574
1,0.985927546939781,0.95097037793667
1,0.915329737925225,0.925434116445352
1,0.989136242453612,0.923391215526047
1,0.948597758517135,0.951991828396323
1,0.988950434676347,0.899897854954035
1,0.97167389102395,0.946884576098059
1,0.994430645545518,0.929519918283963
1,0.961333900518453,0.928498467824311
1,0.951030387302047,0.951991828396323
1,0.976740105537079,0.943820224719101
1,0.993427123466957,0.956077630234934
1,0.979739020591747,0.947906026557712
1,0.998128475720801,0.93973442288049
1,0.980140947790698,0.944841675178754
1,0.999768359085651,0.936670071501532
1,0.972893538894331,0.956077630234934
1,0.995702141333832,0.954034729315628
1,0.997543267975894,0.908069458631256
1,0.950253159090586,0.940755873340143
1,0.997390656994217,0.953013278855976
1,0.99292168783698,0.933605720122574
1,0.993475104980069,0.894790602655771
1,0.999859606564078,0.920326864147089
1,0.974527694860304,0.941777323799796
1,0.997334446740819,0.941777323799796
1,0.992955702727006,0.946884576098059
1,0.981809085612975,0.919305413687436
1,0.987909490456023,0.937691521961185
1,0.964038791655794,0.941777323799796
1,0.994276160894478,0.960163432073544
1,0.988040234373437,0.926455566905005
1,0.981719636918306,0.954034729315628
1,0.976289069152433,0.956077630234934
1,0.988192616704426,0.926455566905005
1,0.967300987228636,0.944841675178754
1,0.998614585208427,0.953013278855976
1,0.973950380928639,0.93564862104188
1,0.976428004730534,0.947906026557712
1,0.991740745910379,0.963227783452503
1,0.979396566171166,0.938712972420838
1,0.985266238847179,0.923391215526047
